Contour,Area,testModel (normalized mode 1),testModel (normalized mode 2)
UID_34_19_4_all-16,15672.2,2.06408,0.376394
UID_34_19_5_all-16,28641.6,-0.342594,0.498815
UID_34_19_6_all-6,27813.9,-0.303199,0.53617
UID_34_19_7_all-12,14052.4,1.46064,0.970789
UID_34_19_8_all-18,45279.2,-0.860892,-1.01886
UID_34_19_9_all-29,43139.2,-0.864428,-0.635858
UID_34_1_1_all-13,4875.58,2.62856,-0.174054
UID_34_1_2_all-16,28711.3,-0.330847,0.435051
UID_34_1_3_all-14,4137.36,2.42248,-2.16208
UID_34_1_4_all-19,20532,1.59205,0.473081
UID_34_1_5_all-15,6149.18,2.57561,-1.05032
UID_34_1_6_all-12,19593.2,0.0962355,1.24721
UID_34_20_1_all-8,2400.4,2.22413,-0.467415
UID_34_20_2_all,995.51,1.61628,4.23717
UID_34_20_3_all-9,23558.7,-0.0433886,0.756211
UID_34_20_4_all-14,23485.7,-0.0593157,0.782602
UID_34_20_5_all-20,29117.2,-0.358614,0.4366
UID_34_20_6_all-18,34576.8,-0.585047,0.0589478
UID_34_20_7_all-10,25446,-0.0195268,0.330798
UID_34_20_8_all-23,29819.3,-0.371575,0.343708
UID_34_21_10_all-3,2497.1,2.50286,-1.36693
UID_34_21_11_all-15,7921.35,1.95526,-0.244748
UID_34_21_12_all-12,5477.59,2.14108,-0.69654
UID_34_21_13_all-15,12893.1,2.14317,0.905412
UID_34_21_14_all-11,22033.5,0.00847786,0.907161
UID_34_21_15_all-21,39622.7,-0.724772,-0.440427
UID_34_21_16_all-16,3715.42,2.0543,-0.322114
UID_34_21_17_all-8,19670.3,0.0895162,1.23687
UID_34_21_18_all-12,22162,0.507535,0.922925
UID_34_21_19_all-17,40724.9,-0.782228,-0.439343
UID_34_21_1_all-20,44183.3,-0.896418,-0.707664
UID_34_21_20_all-4,21599.2,-0.023993,1.10824
UID_34_21_21_all-10,22519.4,-0.0415182,0.937956
UID_34_21_2_all-12,20128.1,1.82454,0.654242
UID_34_21_3_all-22,9230.84,2.7818,-2.46748
UID_34_21_4_all-15,22935.4,-0.102338,1.02594
UID_34_21_5_all-18,28294.1,-0.32454,0.531119
UID_34_21_6_all-19,6952.4,2.62986,-0.844161
UID_34_21_7_all-12,31020.3,-0.466182,0.386031
UID_34_21_8_all-6,20238.5,2.37528,0.124332
UID_34_21_9_all-24,37074.1,-0.656722,-0.206477
UID_34_22_10_all-35,37969.4,-0.595125,-0.477039
UID_34_22_11_all-19,19337.8,0.104085,1.26775
UID_34_22_12_all-4,30632.2,-0.101085,-0.12921
UID_34_22_1_all-13,24670.4,-0.127682,0.693305
UID_34_22_2_all-11,37729.9,1.38899,-1.39857
UID_34_22_3_all-8,11193.4,1.95306,0.446333
UID_34_22_4_all-7,1659.05,1.65725,3.66866
UID_34_22_5_all-11,28174.9,-0.332653,0.590339
UID_34_22_6_all-30,33649.9,1.14372,-0.624915
UID_34_22_7_all-10,20965.5,0.0301173,1.05732
UID_34_22_8_all-21,37169.9,-0.701838,-0.0715757
UID_34_22_9_all-30,41142.1,-0.816366,-0.407476
UID_34_23_1_all-7,37255.3,-0.569591,-0.480924
UID_34_23_2_all-14,32552.7,-0.474588,0.126644
UID_34_23_3_all-25,40452.5,1.4041,-0.747425
UID_34_23_4_all-20,33170.3,-0.426045,-0.159019
UID_34_23_5_all-12,5151.56,2.70009,-2.23719
UID_34_24_10_all-11,26978.3,-0.288511,0.684078
UID_34_24_11_all-20,29149.5,-0.337962,0.363111
UID_34_24_1_all-21,49360,-1.10147,-0.955291
UID_34_24_2_all-10,20888.7,1.90921,0.949654
UID_34_24_3_all-10,17300.4,2.52721,0.0371691
UID_34_24_4_all-15,26362.9,-0.236053,0.656537
UID_34_24_5_all-14,34081.5,-0.58998,0.157619
UID_34_24_6_all-22,36481.9,-0.648775,-0.121942
UID_34_24_7_all-18,40639.8,-0.656648,-0.74753
UID_34_24_8_all-19,25124.7,-0.200049,0.84085
UID_34_24_9_all-25,46040.5,-0.942887,-0.822067
UID_34_25_10_all-27,35730.3,-0.589159,-0.135986
UID_34_25_11_all-9,33709.3,-0.565938,0.177186
UID_34_25_12_all-8,15805.4,0.297847,1.6098
UID_34_25_13_all-9,4595.88,2.2982,0.173229
UID_34_25_1_all-12,7289.7,1.80058,0.525716
UID_34_25_2_all-20,4535.98,1.79171,0.790833
UID_34_25_3_all-13,25133.7,-0.10467,0.613934
UID_34_25_4_all-15,22078.8,-0.0412432,1.06108
UID_34_25_5_all-22,15428.4,2.28849,-1.49441
UID_34_25_6_all-13,26326.9,-0.00104132,-0.197915
UID_34_25_7_all-17,23054.5,-0.0923717,0.986063
UID_34_25_8_all-18,6003.3,1.77007,0.397518
UID_34_25_9_all-7,30373.2,-0.406506,0.30606
UID_34_26_1_all-7,36423.9,-0.627894,-0.158288
UID_34_26_2_all-21,34848.2,-0.566387,-0.0220746
UID_34_26_3_all-17,6155.6,2.63531,-1.93735
UID_34_26_4_all-22,43075.3,-0.897315,-0.504632
UID_34_26_5_all-19,43383.2,-0.824952,-0.820244
UID_34_26_6_all-14,31307.4,-0.443056,0.267021
UID_34_26_7_all-14,23581.9,-0.0795277,0.79173
UID_34_27_1_all-17,19984.9,0.0682702,1.2818
UID_34_27_2_all-24,33354.8,-0.381383,-0.277089
UID_34_27_3_all-8,33982.7,-0.508039,-0.0464907
UID_34_27_4_all-14,22395.5,0.0260337,0.779568
UID_34_27_5_all-32,31318.8,-0.465208,0.315158
UID_34_27_6_all-31,46722.5,-1.00916,-0.801907
UID_34_28_1_all-9,27508.7,-0.150056,0.346321
UID_34_28_2_all-18,27179.6,-0.246786,0.546509
UID_34_28_3_all-15,25992.3,-0.184068,0.592685
UID_34_28_4_all-15,23524.8,-0.118445,0.948586
UID_34_28_5_all-17,9745.94,2.40141,-1.04765
UID_34_29_1_all-20,27076.3,0.520833,-0.11649
UID_34_29_2_all-12,23573.7,-0.00532778,0.82995
UID_34_29_3_all-14,26091.1,-0.136332,0.418988
UID_34_29_4_all-17,5157.46,2.38076,-1.97123
UID_34_29_5_all-20,26922.9,-0.213518,0.489818
UID_34_29_6_all-7,4579.24,1.68744,1.50957
UID_34_2_10_all-21,23389.3,-0.0973689,0.899067
UID_34_2_11_all-13,31630.5,-0.429551,0.139149
UID_34_2_12_all-24,26094.7,-0.223543,0.675458
UID_34_2_13_all-11,3250.33,2.87981,-0.56755
UID_34_2_14_all-35,35613.5,-0.618909,-0.0104705
UID_34_2_1_all-13,5533.14,2.64199,-2.18755
UID_34_2_2_all-9,22634.1,-0.0657312,0.978079
UID_34_2_3_all-13,22961.5,-0.0810647,0.951405
UID_34_2_4_all-8,1786.15,2.06305,-0.191381
UID_34_2_5_all-5,21943.7,-0.0456316,1.0833
UID_34_2_6_all-10,21713,-0.0174022,1.0517
UID_34_2_7_all-26,45807.6,-0.872346,-0.999273
UID_34_2_8_all-9,19551.5,0.0750465,1.31072
UID_34_2_9_all-19,26522.4,1.60286,0.374891
UID_34_30_10_all-13,23464.8,-0.108895,0.91527
UID_34_30_11_all-13,23304.8,-0.116661,0.972172
UID_34_30_12_all-19,17364,1.89935,0.772213
UID_34_30_13_all-23,21812.3,-0.0313043,1.07608
UID_34_30_1_all-25,35606.8,-0.628718,-0.0109704
UID_34_30_2_all-21,28421.7,-0.336953,0.527611
UID_34_30_3_all-38,43089.6,-0.860925,-0.591825
UID_34_30_4_all-16,31219,-0.47269,0.359399
UID_34_30_5_all-12,24396.8,-0.138635,0.815379
UID_34_30_6_all-6,26828.9,-0.260346,0.655752
UID_34_30_7_all,360.622,1.79335,4.58079
UID_34_30_8_all-28,36524.4,-0.64715,-0.0838779
UID_34_30_9_all-27,21638.9,2.04144,0.15288
UID_34_31_1_all-10,41214.2,-0.789882,-0.488214
UID_34_31_2_all-25,41029.3,-0.798944,-0.450075
UID_34_31_3_all-19,42557.5,-0.798433,-0.761848
UID_34_31_4_all-22,44137.5,-0.89055,-0.714909
UID_34_31_5_all-16,46775.1,-0.508366,-1.92282
UID_34_31_6_all-20,40818.8,-0.691191,-0.638572
UID_34_31_7_all-28,23196.2,2.09877,-0.486515
UID_34_31_8_all-11,12383.5,2.36342,0.403122
UID_34_32_1_all-24,33287.4,-0.463034,-0.0783062
UID_34_32_2_all-18,27786,-0.267728,0.452957
UID_34_32_3_all-33,40867.4,-0.757473,-0.55694
UID_34_32_4_all-27,5909.55,2.99929,-2.65484
UID_34_32_5_all-28,5321.64,2.82336,-1.30338
UID_34_32_6_all-20,27523.3,-0.29153,0.571282
UID_34_32_7_all-23,24761.4,-0.170103,0.833613
UID_34_32_8_all-4,22048.4,-0.0175595,0.998955
UID_34_32_9_all-29,35722.2,-0.631683,-0.00418895
UID_34_33_1_all-13,8268.46,2.20236,0.273252
UID_34_33_2_all-11,3377.42,2.59292,-0.252475
UID_34_33_3_all-31,36349.6,-0.646807,-0.0788804
UID_34_33_4_all-16,25392.7,-0.137901,0.65945
UID_34_33_5_all-17,32696,-0.498214,0.177372
UID_34_33_6_all-17,3504.54,2.7844,-1.7408
UID_34_33_7_all-19,26734.7,-0.28479,0.719342
UID_34_33_8_all-13,5820.74,2.61726,-2.89812
UID_34_33_9_all-19,28376.7,-0.355991,0.59684
UID_34_34_1_all-27,33614.7,-0.570249,0.19629
UID_34_34_2_all-20,29507.7,-0.402147,0.493451
UID_34_34_3_all-19,22170,-0.0744781,1.12379
UID_34_34_4_all-15,18400.3,2.14952,0.284469
UID_34_34_5_all-32,49267.1,-0.52082,-2.08026
UID_34_34_6_all-24,23833.7,1.75796,0.187142
UID_34_34_7_all-15,26468,-0.0629661,0.313896
UID_34_35_1_all-10,41095.4,-0.787277,-0.476739
UID_34_35_2_all-14,25526.2,-0.148688,0.611107
UID_34_35_3_all-20,40975.8,-0.794283,-0.453748
UID_34_35_4_all-30,42393.2,-0.79055,-0.753918
UID_34_35_5_all-20,44020.3,-0.88906,-0.702049
UID_34_35_6_all-28,46568.4,-0.512535,-1.89751
UID_34_35_7_all-17,40661.8,-0.681699,-0.637564
UID_34_35_8_all-23,24201.2,1.78145,0.819034
UID_34_35_9_all-14,13159,2.24289,0.391795
UID_34_36_1_all-17,10573.5,2.20512,-0.293425
UID_34_36_2_all-21,18013.8,2.63887,-0.705375
UID_34_36_3_all-21,38107.7,-0.674291,-0.317352
UID_34_36_4_all-13,7987.24,2.39693,-1.9232
UID_34_36_5_all-21,30167.3,-0.405069,0.400209
UID_34_36_6_all-11,21232.3,2.43494,0.613343
UID_34_36_7_all-14,28167.1,1.11474,-0.292386
UID_34_37_1_all-19,29697.1,-0.338251,0.316017
UID_34_37_2_all-9,21542.7,-0.00824866,1.08591
UID_34_37_3_all-2,36286.3,-0.35828,-0.261266
UID_34_37_4_all-22,37266.5,-0.686399,-0.131077
UID_34_3_1_all-16,11852.4,2.36609,-1.3709
UID_34_4_1_all-20,31926.7,-0.452393,0.180424
UID_34_4_2_all-26,46519.4,-0.121132,-1.11754
UID_34_4_3_all-20,26412.6,-0.280093,0.777791
UID_34_4_4_all-13,4792.12,2.38786,-0.105652
UID_34_4_5_all-21,29381.7,-0.331275,0.316924
UID_34_4_6_all-17,35626.6,-0.618607,-0.0248321
UID_34_5_1_all-34,41382.2,-0.782678,-0.577037
UID_34_5_2_all-13,34112.9,0.134781,-0.841568
UID_34_5_3_all-23,43358.9,-0.892806,-0.572729
UID_34_5_4_all-11,25086,-0.197484,0.819462
UID_34_6_1_all-19,35510.6,-0.378625,-0.633158
UID_34_6_2_all-16,33875.8,-0.555871,0.101677
UID_34_6_3_all-14,37326.9,-0.342186,-1.18804
UID_34_6_4_all-18,31165.4,-0.365077,0.0811958
UID_34_6_5_all-9,42221.9,-0.838202,-0.550666
UID_34_6_6_all-17,27065.6,-0.236413,0.510391
UID_34_7_10_all-16,16415.5,1.96039,1.24248
UID_34_7_11_all-20,38724.3,-0.662899,-0.442713
UID_34_7_12_all-9,47319.8,-0.813505,-1.25443
UID_34_7_13_all-16,2051.5,1.67797,1.65715
UID_34_7_14_all-15,33693.3,-0.172583,-0.203604
UID_34_7_15_all-4,26924.4,-0.201648,0.466092
UID_34_7_16_all-29,25911.1,1.56428,-1.14778
UID_34_7_17_all-16,31267.4,-0.430815,0.257504
UID_34_7_1_all-16,27272.2,-0.255618,0.513213
UID_34_7_2_all-15,36486.7,-0.633649,-0.149322
UID_34_7_3_all-10,18404.5,1.39026,0.931605
UID_34_7_4_all-8,42809.5,0.22271,-1.92357
UID_34_7_5_all-13,38493.4,-0.725147,-0.223337
UID_34_7_6_all-22,35727.7,-0.482309,-0.449658
UID_34_7_7_all-19,31790,2.42158,0.511727
UID_34_7_8_all-23,30387.7,-0.384052,0.272168
UID_34_7_9_all-8,2341.25,2.02893,-1.61025
UID_34_8_1_all-8,40018.8,-0.736609,-0.487021
UID_34_9_10_all-17,30778.2,-0.360463,0.19924
UID_34_9_1_all-13,35101.9,0.0240434,-0.884481
UID_34_9_2_all-24,31560,-0.460317,0.258554
UID_34_9_3_all-26,35119.6,-0.517651,-0.230395
UID_34_9_4_all-17,13559.5,1.65423,1.10857
UID_34_9_5_all-9,4665.63,2.45911,-0.722082
UID_34_9_6_all-17,38830.9,-0.739963,-0.252296
UID_34_9_7_all-14,31412.8,-0.0205084,-1.05504
UID_34_9_8_all-22,47562.6,-1.03477,-0.809612
UID_34_9_9_all-9,29536.3,-0.309511,0.162246
UID_38_10_1_all-5,4376.67,2.74346,-1.314
UID_38_10_2_all-23,34858.5,-0.560165,-0.0988367
UID_38_10_3_all-4,4694.04,2.60504,-1.56913
UID_38_10_4_all-10,36000.8,-0.593115,-0.17375
UID_38_10_5_all-27,48443.1,-0.996237,-1.10383
UID_38_10_6_all-3,37781.5,-0.676152,-0.262096
UID_38_11_1_all-12,35946.3,-0.263091,-0.887731
UID_38_11_2_all-18,1233.15,1.56201,4.16684
UID_38_11_3_all-17,34196.5,-0.438368,-0.25533
UID_38_11_4_all-39,35014.1,-0.503207,-0.225977
UID_38_11_5_all-21,38270.5,-0.613499,-0.564844
UID_38_11_6_all-6,34730.4,-0.565372,-0.0517701
UID_38_12_1_all-25,43226.6,-0.898637,-0.54174
UID_38_12_2_all-17,33896.4,-0.553582,0.098773
UID_38_12_3_all-21,44640.4,-0.898534,-0.801087
UID_38_13_1_all-22,40866.4,-0.780392,-0.462638
UID_38_13_2_all-21,37064.1,-0.561483,-0.359779
UID_38_13_3_all-2,673.287,1.70937,4.3816
UID_38_13_4_all-8,32972.5,-0.550169,0.255806
UID_38_13_5_all-16,35884.2,-0.597869,-0.141534
UID_38_13_6_all-16,38062.2,-0.735075,-0.133227
UID_38_14_1_all-27,44580.6,-0.854968,-0.862778
UID_38_14_2_all-7,32778.6,-0.434741,-0.0166622
UID_38_14_3_all-20,35950.4,-0.507287,-0.394742
UID_38_14_4_all-24,46714.5,-0.80229,-0.952262
UID_38_14_5_all-28,35187,-0.570863,-0.0924958
UID_38_14_6_all-11,31813.9,-0.469245,0.208387
UID_38_14_7_all-27,40415.4,-0.676722,-0.722438
UID_38_14_8_all-10,38243.1,-0.728416,-0.187309
UID_38_15_1_all,462.643,1.74985,4.55083
UID_38_15_2_all-8,31760,-0.495454,0.321368
UID_38_15_3_all-6,32384,-0.427302,0.0396203
UID_38_15_4_all-25,38094.6,-0.687887,-0.265071
UID_38_15_5_all-2,309.489,1.81605,4.6153
UID_38_15_6_all-14,35272,-0.602845,-0.00576599
UID_38_15_7_all-27,39253.2,-0.740672,-0.327407
UID_38_15_8_all-30,46939,-0.866232,-1.26202
UID_38_16_1_all-9,41184.9,-0.545392,-1.10907
UID_38_16_2_all-9,7044.62,2.50844,-2.17731
UID_38_17_1_all-30,45696.7,-0.927788,-0.873604
UID_38_17_2_all-11,3536.23,2.66881,-1.9591
UID_38_17_3_all-12,10002.2,2.38182,-1.35724
UID_38_17_4_all-12,6258.25,2.49971,-1.99248
UID_38_18_1_all-17,41624.5,-0.733253,-0.662791
UID_38_18_2_all-19,37029.9,-0.511843,-0.595644
UID_38_18_3_all-9,381.384,1.77405,4.61946
UID_38_18_4_all-24,8962.92,1.97729,-1.01065
UID_38_1_1_all-8,31963.8,-0.413909,0.0641484
UID_38_1_2_all-10,30347.6,-0.423203,0.392481
UID_38_1_3_all-11,31125.2,-0.407109,0.165581
UID_38_1_4_all-11,33026.3,-0.532635,0.180958
UID_38_20_1_all-12,34444.8,-0.439034,-0.240204
UID_38_20_2_all-9,35955.9,-0.61113,-0.12944
UID_38_20_3_all-34,37622.6,1.27478,-0.831204
UID_38_20_4_all-16,40114.4,-0.753397,-0.430203
UID_38_20_5_all,253.696,1.81992,4.72986
UID_38_20_6_all-18,43493.2,-0.693926,-1.33905
UID_38_20_7_all-8,3456.16,2.87706,-1.48533
UID_38_20_8_all-16,39373.3,-0.273787,-0.761685
UID_38_20_9_all-21,47680.8,-0.306864,-1.33083
UID_38_21_10_all-17,42151.9,-0.83924,-0.529771
UID_38_21_1_all-8,4860.44,2.48087,-1.62546
UID_38_21_2_all-15,147.687,1.87329,4.83278
UID_38_21_3_all-24,8584.33,2.10167,-1.10682
UID_38_21_4_all-20,5117.1,2.45174,-1.91973
UID_38_21_5_all-25,5719.48,2.53227,-1.70975
UID_38_21_6_all-26,46095.1,-0.844347,-1.025
UID_38_21_7_all-28,43130.4,-0.711553,-1.01601
UID_38_21_8_all-23,37770.9,-0.706584,-0.163766
UID_38_21_9_all-11,37732.1,-0.527607,-0.552011
UID_38_22_10_all-16,42701.9,-0.544064,-1.15511
UID_38_22_11_all-16,4618.08,1.79949,1.0128
UID_38_22_12_all-27,35379.1,-0.629233,0.0442927
UID_38_22_1_all-18,41593.2,-0.82217,-0.489933
UID_38_22_2_all-32,41124.9,-0.668094,-0.7713
UID_38_22_3_all-25,40433.1,-0.736566,-0.561303
UID_38_22_4_all-5,153.252,1.86985,4.82605
UID_38_22_5_all-34,38612.8,-0.591894,-0.47364
UID_38_22_6_all-31,44867.6,-0.896812,-0.80109
UID_38_22_7_all-45,42419.3,0.576234,-1.41025
UID_38_22_8_all-17,41051.4,-0.728025,-0.64861
UID_38_22_9_all-20,35701.3,-0.352605,-0.814171
UID_38_23_1_all-16,39894.3,-0.780406,-0.304927
UID_38_23_2_all-26,35550.2,-0.528044,-0.195719
UID_38_23_3_all-11,7717.43,2.49227,-1.28802
UID_38_23_4_all-19,36859.4,-0.570065,-0.419057
UID_38_23_5_all-17,41433.7,-0.806621,-0.518359
UID_38_24_1_all-2,261.846,1.81736,4.71824
UID_38_24_2_all-13,39139.3,-0.712538,-0.363979
UID_38_24_3_all-11,34596.2,-0.490818,-0.206891
UID_38_24_4_all-10,43965.9,-0.850147,-0.654332
UID_38_25_1_all-15,33698.2,-0.575686,0.200662
UID_38_25_2_all-3,32758.5,-0.530103,0.244389
UID_38_26_1_all-14,523.514,1.72971,4.51062
UID_38_26_2_all-33,37984.1,-0.682555,-0.25859
UID_38_26_3_all-36,39113.9,-0.737391,-0.315867
UID_38_26_4_all-13,35397.8,-0.614837,0.00360225
UID_38_26_5_all-21,46953.6,-0.864209,-1.25915
UID_38_2_1_all-41,10062.4,2.4455,-2.44111
UID_38_2_2_all-20,42018.5,-0.836787,-0.522731
UID_38_3_1_all-14,40282.2,-0.781011,-0.409133
UID_38_3_2_all-16,35405.5,-0.589218,-0.0885314
UID_38_3_3_all-21,40902.1,-0.7887,-0.451997
UID_38_4_1_all-15,36589.9,-0.509896,-0.440294
UID_38_5_10_all-5,2828.91,2.58595,-1.17718
UID_38_5_11_all-15,29772.6,-0.395567,0.429916
UID_38_5_1_all-12,33441,-0.544542,0.131296
UID_38_5_2_all-8,31249,-0.414779,0.233784
UID_38_5_3_all-14,30517.9,-0.447506,0.423426
UID_38_5_4_all-4,36023.9,-0.648257,-0.0223587
UID_38_5_5_all-21,38552.6,-0.616595,-0.625311
UID_38_5_6_all-20,37427.9,-0.441363,-0.994623
UID_38_5_7_all-12,28899.5,-0.350228,0.457926
UID_38_5_8_all-12,31905.6,-0.464858,0.191685
UID_38_5_9_all-21,34413.8,-0.54797,0.0505493
UID_38_6_10_all-2,788.859,1.67779,4.29841
UID_38_6_11_all-20,28642.6,-0.353497,0.540982
UID_38_6_12_all-20,28501.2,-0.259679,0.284739
UID_38_6_13_all-15,29340,0.123284,-0.560801
UID_38_6_1_all-13,31709.7,-0.453437,0.193753
UID_38_6_2_all-8,29760.9,-0.375175,0.406862
UID_38_6_3_all-11,5298.31,2.92654,-2.75404
UID_38_6_4_all-24,33365.2,-0.469661,0.0314631
UID_38_6_5_all-21,39012.8,-0.647718,-0.622522
UID_38_6_6_all-11,32149.7,-0.394251,-0.0411991
UID_38_6_7_all-6,28105,-0.296714,0.468332
UID_38_6_8_all-10,31406.2,-0.43988,0.226672
UID_38_6_9_all-24,21971.7,1.78792,0.815892
UID_38_7_1_all-16,38083.8,-0.663637,-0.368213
UID_38_7_2_all-13,34433.9,-0.587979,0.105981
UID_38_7_3_all-16,37027.1,-0.641332,-0.179889
UID_38_7_4_all-21,38074.7,-0.709507,-0.209779
UID_38_7_5_all-12,7063.47,2.90263,-0.142872
UID_38_7_6_all-24,16580.6,2.28306,0.0118926
UID_38_7_7_all-22,34420.4,-0.539833,-0.0364693
UID_38_8_1_all-12,4616.68,2.95171,-1.35754
UID_38_8_2_all-25,6977.63,2.49536,-2.61982
UID_38_8_3_all-24,41657.2,-0.80431,-0.571319
UID_38_8_4_all-10,32981.4,-0.452862,-0.0744633
UID_38_8_5_all-27,33140.8,-0.486407,0.0579595
UID_38_8_6_all-15,34997.6,-0.579838,-0.0497714
UID_38_8_7_all-14,32453,-0.412125,-0.0199849
UID_38_9_1_all-9,44301.6,-0.875619,-0.739123
UID_38_9_2_all-11,34653.5,-0.615983,0.124833
UID_38_9_3_all-18,44210.3,-0.741254,-0.958372
UID_44_10_1_all-9,31168.3,-0.330817,-0.059083
UID_44_10_2_all-15,34157.6,-0.5298,-0.0312454
UID_44_10_3_all-8,28802.8,-0.280649,0.266248
UID_44_10_4_all-11,29995.9,-0.338169,0.203126
UID_44_10_5_all-18,31645.2,-0.48053,0.31413
UID_44_10_6_all-15,28846.4,-0.255109,0.235278
UID_44_11_1_all-12,26368.4,-0.0283802,0.268457
UID_44_11_2_all-35,32334.2,-0.5101,0.257963
UID_44_11_3_all-11,32987.7,-0.437885,-0.0599205
UID_44_11_4_all-36,31701.7,-0.266747,-0.118301
UID_44_12_1_all-3,2984.54,2.26587,-0.240138
UID_44_12_2_all-18,3710.2,2.68281,-1.40008
UID_44_12_3_all-17,30713.5,-0.429346,0.342724
UID_44_13_1_all-9,34380.9,-0.497162,-0.283551
UID_44_13_2_all-16,32590.6,-0.38714,0.00176553
UID_44_14_1_all-6,4177.4,2.65711,-1.22999
UID_44_14_2_all-22,31770.5,-0.470274,0.241001
UID_44_14_3_all-24,28180.6,-0.315801,0.501165
UID_44_14_4_all-20,27729.4,-0.130605,0.237069
UID_44_14_5_all-12,27762,-0.2835,0.539239
UID_44_15_1_all-7,31907.5,-0.46953,0.228573
UID_44_15_2_all-4,19828.7,0.143835,1.05783
UID_44_15_3_all-25,46578,-0.989167,-0.81392
UID_44_16_1_all-14,36675.9,-0.604071,-0.220918
UID_44_16_2_all-18,31595.6,-0.481791,0.300705
UID_44_16_3_all-29,32984,-0.463716,-0.00406912
UID_44_16_4_all-14,27545.8,-0.305802,0.608963
UID_44_17_1_all-25,38306.1,-0.478865,-0.492544
UID_44_17_2_all-8,45623.1,-0.915302,-0.896337
UID_44_17_3_all-37,45270.7,-0.89382,-0.879291
UID_44_17_4_all-15,36344.5,-0.67337,-0.00439062
UID_44_18_1_all-15,38434.9,-0.671567,-0.33677
UID_44_18_2_all-5,45386.9,-0.90328,-0.890299
UID_44_18_3_all-26,45325.5,-0.906573,-0.848977
UID_44_18_4_all-15,36083,-0.666671,0.0198
UID_44_19_1_all-27,39768.6,-0.751653,-0.390962
UID_44_19_2_all-19,27923.4,-0.23895,0.385091
UID_44_19_3_all-24,33721.7,-0.461867,-0.0797678
UID_44_1_1_all-25,36785.5,-0.681269,-0.0481798
UID_44_1_2_all-17,30044.3,-0.402543,0.378786
UID_44_1_3_all-13,26094.1,-0.221749,0.689507
UID_44_1_4_all-14,30555.1,-0.304229,-0.0205527
UID_44_1_5_all-4,27577.5,-0.307985,0.601653
UID_44_1_6_all-17,33449,-0.508063,0.0309463
UID_44_1_7_all-12,28577.9,-0.294326,0.346552
UID_44_20_1_all-18,43887.1,-0.882684,-0.670836
UID_44_20_2_all-13,28464.8,-0.259981,0.290884
UID_44_20_3_all-12,6294.03,2.51482,-1.00292
UID_44_21_1_all-11,28363.8,-0.322637,0.521607
UID_44_21_2_all-17,30768.1,-0.42666,0.313409
UID_44_21_3_all-18,32515.7,-0.49052,0.160525
UID_44_22_1_all-7,24282.7,-0.11757,0.76917
UID_44_22_2_all-8,4208.06,2.66516,-1.10598
UID_44_22_3_all-16,30887.4,-0.381305,0.164691
UID_44_22_4_all-28,31975.2,-0.482716,0.238948
UID_44_22_5_all-9,26466.8,-0.214645,0.541497
UID_44_22_6_all-21,32827.9,-0.533541,0.232815
UID_44_23_1_all-3,21909.2,0.0176198,0.932096
UID_44_23_2_all-15,33207.1,-0.519873,0.115526
UID_44_23_3_all-24,29566.2,-0.336991,0.277288
UID_44_23_4_all-6,29086.6,-0.160008,0.0484179
UID_44_23_5_all-15,26232.8,-0.220711,0.661913
UID_44_23_6_all-8,27098.5,-0.254238,0.593464
UID_44_23_7_all-7,22736.2,-0.0810223,1.02399
UID_44_24_1_all-14,41061,-0.743882,-0.641039
UID_44_24_2_all-15,39697.7,-0.723556,-0.415316
UID_44_24_3_all-17,44798.4,-0.904706,-0.778293
UID_44_25_1_all-7,34641.7,-0.451478,-0.269072
UID_44_25_2_all-27,42296.7,-0.870188,-0.478544
UID_44_26_1_all-12,41014.6,-0.79791,-0.410196
UID_44_26_2_all-3,33108.4,-0.402495,-0.260505
UID_44_26_3_all-19,33833.9,-0.550291,0.0961189
UID_44_27_1_all-30,49234.2,-1.02038,-1.06643
UID_44_27_2_all-18,34842.5,-0.362071,-0.437567
UID_44_27_3_all-24,31186.4,-0.427504,0.244731
UID_44_28_1_all-23,49742.7,-1.01576,-1.14789
UID_44_28_2_all-22,29915.1,-0.370011,0.351428
UID_44_29_1_all-8,24819.4,-0.1104,0.679051
UID_44_29_2_all-22,33204.5,-0.549336,0.209818
UID_44_29_3_all-28,36437.4,-0.652914,-0.0853096
UID_44_29_4_all-22,32753.3,-0.448125,0.070748
UID_44_2_1_all-13,33732.2,-0.483369,-0.057007
UID_44_2_2_all-19,35078.3,-0.3411,-0.52372
UID_44_2_3_all-18,38524.5,-0.646468,-0.437521
UID_44_2_4_all-17,25751.9,-0.184457,0.622586
UID_44_2_5_all-31,42233.4,-0.827927,-0.591699
UID_44_30_1_all-25,34438,-0.588813,0.0855123
UID_44_30_2_all-20,33027.7,-0.542756,0.222969
UID_44_30_3_all-26,36325,-0.31716,-0.648389
UID_44_30_4_all-23,3038.04,2.53507,-0.905492
UID_44_31_1_all-2,26674.5,-0.142713,0.322613
UID_44_31_2_all-12,37320.1,-0.654309,-0.184154
UID_44_31_3_all-18,33711.7,-0.345362,-0.544689
UID_44_32_1_all-17,30256.7,-0.435979,0.447226
UID_44_32_2_all-23,33437.6,-0.534108,0.119657
UID_44_32_3_all-15,29185,-0.27648,0.227585
UID_44_33_1_all-12,35522.7,-0.607298,-0.0594705
UID_44_33_2_all-14,29201,-0.314087,0.30301
UID_44_34_1_all-24,36880.8,-0.619102,-0.261916
UID_44_34_2_all-9,25526.3,-0.204835,0.757505
UID_44_34_3_all-18,32294.3,-0.419472,0.0124028
