Contour,Mode 1,Mode 2,Mode 3,Mode 4,Mode 5
UID_51_142_2_all-32,-201.356,-89.2466,-35.9588,-14.1049,-36.753
UID_51_142_3_all-14,-169.305,17.1003,5.05584,-37.172,24.0631
UID_51_142_4_all-23,-212.314,-130.032,46.4486,-14.5398,36.3368
UID_51_143_1_all-22,690.044,-132.584,-34.7914,-88.7065,98.8685
UID_51_143_2_all-28,-124.605,-136.675,48.2458,25.4091,76.5987
UID_51_143_3_all-39,-157.131,-118.975,71.0673,-5.83339,72.8306
UID_51_143_4_all-34,-241.185,-170.431,52.0929,22.9782,17.6248
UID_51_143_5_all-43,-133.383,-119.824,45.3436,-1.94085,61.3101
UID_51_143_6_all-24,792.722,-245.416,-11.5119,-122.764,5.67609
UID_51_144_1_all-17,-279.622,-113.576,12.8676,-50.6439,0.243085
UID_51_145_1_all-2,723.716,-250.978,3.89861,-31.0457,-145.786
UID_51_145_2_all-19,-184.896,0.688014,2.66474,-54.464,17.1551
UID_51_145_3_all-31,-162.243,-37.0399,-9.43946,-23.3936,6.73185
UID_51_145_4_all-4,-93.3463,78.9831,-6.23155,-20.2813,5.24762
UID_51_145_5_all-18,-127.654,30.6582,-6.70009,-31.7129,15.0512
UID_51_146_1_all-37,-161.923,-156.981,52.9982,67.6486,-42.8734
UID_51_146_2_all-12,-127.644,33.4405,8.55856,-18.3544,20.0458
UID_51_146_3_all-18,-156.734,36.099,6.40608,-35.4811,21.85
UID_51_146_4_all-25,-169.726,-44.0572,-6.19413,-25.7166,29.9247
UID_51_146_5_all-31,-126.32,-76.6998,-6.58445,44.9473,-32.6567
UID_51_146_6_all-41,-278.335,-157.7,-14.2353,-37.9995,21.2382
UID_51_146_7_all-21,-134.117,-52.4785,-12.0868,35.0165,-34.0374
UID_51_146_8_all-17,-97.9169,70.8623,0.606781,-30.5793,18.0332
UID_51_147_1_all-12,-35.8293,-34.6468,-32.2774,18.0787,-17.4107
UID_51_147_2_all-19,-154.179,-91.7773,40.8193,13.6615,49.2091
UID_51_147_3_all-30,808.828,-153.656,-9.66176,-135.85,87.6495
UID_51_147_4_all-33,-132.119,-122.397,51.9115,70.5633,-23.5862
UID_51_147_5_all-26,-258.517,-142.825,-34.2184,-13.5101,-37.4922
UID_51_147_6_all-16,821.157,-108.97,-141.556,-49.1196,197.825
UID_51_148_1_all-8,38.2056,-164.398,-17.5498,-0.40859,-43.5811
UID_51_148_2_all-21,-200.036,-147.284,-30.9804,37.8183,-64.7009
UID_51_148_3_all,-121.17,-3.18817,5.73822,-13.5619,2.65623
UID_51_148_4_all-5,-79.0341,-40.6312,-77.9776,44.3968,-115.318
UID_51_148_5_all-2,-46.0882,-20.924,103.309,80.3797,86.732
UID_51_148_6_all-21,-98.571,48.5887,-3.88659,-23.371,12.833
UID_51_148_7_all-23,-47.2081,-32.1395,50.0618,65.4033,7.80034
UID_51_14_1_all-32,-214.367,-153.335,31.6589,25.099,9.45425
UID_51_14_2_all-24,752.641,-353.591,97.0122,-76.8179,16.3753
UID_51_14_3_all-17,548.118,-49.4377,-313.864,83.3709,104.199
UID_51_14_4_all-2,712.224,-267.022,49.3677,-32.533,-114.264
UID_51_14_5_all-23,-199.716,-14.1847,-0.0664688,-34.9647,14.9909
UID_51_14_6_all-13,-239.916,-88.1844,6.68258,12.0914,19.5953
UID_51_14_7_all-22,-107.761,-34.8816,-40.1163,14.3403,-57.4459
UID_51_14_8_all-43,-191.328,-58.6974,-15.2602,-25.6178,3.01848
UID_51_150_1_all-22,-176.88,-106.682,23.3829,56.0486,-26.3425
UID_51_150_2_all-30,567.282,-164.295,-394.876,18.6884,93.7621
UID_51_150_3_all-27,-188.757,-31.7738,45.0611,-41.7856,40.5602
UID_51_150_4_all-18,-182.754,-32.9608,-14.5826,-10.0919,-17.6286
UID_51_150_5_all-20,-202.318,-62.9273,-22.9638,-15.9812,-22.7129
UID_51_150_6_all-19,-168.147,-58.4,-41.6428,-2.24675,-21.4129
UID_51_151_1_all-48,-267.269,-146.577,-10.4281,-5.90488,-1.61489
UID_51_151_2_all-25,-179.687,-230.934,34.6263,106.481,12.4735
UID_51_151_3_all-24,-217.254,-37.164,-10.3785,-56.4667,20.7574
UID_51_151_4_all-33,-187.275,-141.354,27.2433,7.1356,45.0643
UID_51_152_1_all-24,-125.597,-321.726,91.8285,237.451,6.70762
UID_51_152_2_all-25,-236.588,-63.9215,-8.29627,-18.3007,12.6124
UID_51_152_3_all-16,463.674,-367.822,8.36433,21.9944,118.367
UID_51_152_4_all-20,-194.367,-70.1873,-20.0484,-5.2587,-36.9921
UID_51_152_5_all-11,-153.928,11.3482,-8.5584,-18.9685,-0.651174
UID_51_153_1_all-27,-187.07,-71.2075,-2.98856,-21.106,-36.8425
UID_51_153_2_all-18,-152.755,10.128,-2.77822,-34.5438,14.5598
UID_51_153_3_all-29,0.0694985,-303.138,85.4897,300.908,-63.3679
UID_51_153_4_all-21,-133.809,-107.356,17.5618,39.9492,-29.8128
UID_51_153_5_all-31,-190.344,-44.4935,-18.9995,-23.8109,-9.88429
UID_51_153_6_all-15,360.206,105.629,396.025,65.1572,20.8646
UID_51_154_1_all-10,818.305,-359.366,11.6343,-52.5999,-60.8454
UID_51_155_1_all-9,-133.038,32.3579,-8.58268,-23.6784,3.06796
UID_51_156_1_all-17,-219.913,-58.2268,-9.92132,-20.2467,17.8329
UID_51_156_2_all-19,-155.305,-64.4496,-32.4142,18.5497,-68.8466
UID_51_156_3_all-10,688.283,106.473,-250.075,176.677,154.889
UID_51_156_4_all-27,-167.565,-19.9858,-32.0338,-3.23968,-0.330261
UID_51_156_5_all-18,-208.924,-44.7238,-15.6218,-21.0106,-9.53631
UID_51_157_1_all-20,-214.903,-200.917,36.2205,87.2759,6.1964
UID_51_157_2_all-25,-79.0469,-174.52,61.3722,105.693,33.6335
UID_51_157_3_all-18,-151.359,-62.1914,-23.8039,-17.3406,-0.352075
UID_51_157_4_all-14,-119.691,-64.0295,33.5201,42.1361,40.3206
UID_51_157_5_all-14,-218.469,-167.843,-16.9432,51.7589,-69.3245
UID_51_158_1_all-24,-129.876,-16.7107,-33.3734,-6.79931,-24.8364
UID_51_158_2_all-37,-217.369,-98.765,-4.86816,-5.11695,1.69212
UID_51_158_3_all-39,-214.748,-109.726,-35.8697,-11.4178,-23.4912
UID_51_158_4_all-30,-234.437,-144.417,-14.4628,39.8509,-39.0068
UID_51_158_5_all-27,-185.164,-32.8441,15.7074,-22.0888,12.3678
UID_51_159_1_all-4,743.442,-238.097,60.4546,-88.8908,-108.396
UID_51_15_1_all-11,-278.94,-99.3076,6.94711,-42.7634,5.59008
UID_51_15_2_all-14,-233.818,-121.662,20.4985,-8.45578,40.9178
UID_51_160_1_all-24,-156.319,6.39804,-1.71731,-14.247,-5.96945
UID_51_161_10_all-27,682.886,-142.573,-238.104,-53.7549,142.973
UID_51_161_11_all-13,-84.3137,-204.542,202.834,180.335,63.1712
UID_51_161_12_all-28,-219.024,-146.919,-47.4074,14.1042,-82.7475
UID_51_161_13_all-9,-139.484,-80.9986,-19.2565,52.0215,-58.7715
UID_51_161_14_all-9,-136.714,-26.5395,3.15645,-7.10024,12.6451
UID_51_161_1_all-16,-183.574,-109.099,-22.042,10.3505,-31.1751
UID_51_161_2_all-24,-60.6392,-73.1198,62.5401,46.7532,64.5782
UID_51_161_3_all-16,-140.488,-80.2087,20.8083,7.66424,45.2098
UID_51_161_4_all-24,-227.205,-91.6176,-23.1509,-18.0787,17.5112
UID_51_161_5_all-22,-249.133,-71.4737,9.74258,-47.971,16.3908
UID_51_161_6_all-28,-296.104,-158.764,-50.9734,-10.2821,-23.8269
UID_51_161_7_all-12,-275.32,-116.012,-1.07486,-47.0944,37.157
UID_51_161_8_all-32,-209.826,-93.9573,-27.5493,-7.69467,-12.0009
UID_51_161_9_all-29,-139.612,11.3955,31.2684,-5.03155,25.7997
UID_51_162_1_all-11,-238.549,-116.323,21.0665,1.02511,43.4888
UID_51_162_2_all-16,-175.423,-94.4939,40.4521,28.2554,-5.45383
UID_51_163_1_all-7,-102.311,-140.389,-10.9143,92.3351,-100.09
UID_51_163_2_all-23,-74.887,-33.2979,-21.169,58.7613,-50.3322
UID_51_164_1_all-5,791.809,-298.547,-39.8812,-110.261,-42.8676
UID_51_164_2_all-7,-243.925,-73.5037,-3.52134,-22.7698,-13.2428
UID_51_164_3_all-2,-160.297,6.2621,-7.08094,-31.6339,0.0614718
UID_51_165_1_all-13,-114.322,49.7913,-5.4005,-13.2956,10.6778
UID_51_165_2_all-16,-172.925,13.366,-1.96952,-29.2138,14.7399
UID_51_166_1_all-5,-59.8491,99.1117,2.81802,3.44709,-13.8595
UID_51_166_2_all-21,-86.6454,71.7262,3.6756,-4.33321,-10.4753
UID_51_166_3_all-19,-108.084,55.6232,-6.27588,-27.3052,-1.54583
UID_51_166_4_all-19,-107.521,58.2577,-8.3198,-23.0355,12.646
UID_51_166_5_all-18,-244.853,-138.857,41.8421,-28.2563,50.1341
UID_51_166_6_all-35,517.607,-12.0304,342.305,208.181,47.4744
UID_51_166_7_all-23,-179.414,-55.6318,5.69287,-27.8654,70.1315
UID_51_166_8_all-13,-78.402,85.547,-12.3716,-23.9495,-1.95718
UID_51_166_9_all-12,595.175,-234.827,-141.164,64.5201,-164.17
UID_51_167_10_all-15,-91.4199,-118.2,55.8749,-12.1282,108.507
UID_51_167_11_all-14,-165.011,-21.7759,-22.2878,-39.7289,6.4314
UID_51_167_12_all-24,-161.24,-151.475,-70.0121,40.3966,-71.619
UID_51_167_13_all-19,-190.13,-168.268,-60.5581,62.9089,-130.026
UID_51_167_14_all-10,-155.932,-46.3859,-20.5893,-34.0665,-5.88006
UID_51_167_15_all-6,-222.074,-186.306,-2.67792,36.4174,-8.00821
UID_51_167_16_all-22,-179.206,-46.1526,-8.26919,10.426,-10.9074
UID_51_167_17_all-8,796.389,-193.506,-64.9512,-143.08,-18.6447
UID_51_167_1_all-18,-199.706,-139.39,-39.3219,23.4526,-61.0148
UID_51_167_2_all-19,-142.312,-76.7524,-42.3289,62.3734,-62.1048
UID_51_167_3_all-20,-146.73,-247.225,-52.15,106.068,-77.1463
UID_51_167_4_all-10,264.219,-97.5079,146.422,11.5778,190.154
UID_51_167_5_all-19,532.878,-112.445,392.671,167.171,236.29
UID_51_167_6_all-13,-136.468,-54.4613,-9.59262,29.4939,-37.1636
UID_51_167_7_all-25,-125.092,-93.2434,41.3233,33.209,-7.09784
UID_51_167_8_all-19,-128.811,-138.198,50.7661,-2.57364,83.7666
UID_51_167_9_all-19,486.319,130.071,-459.116,244.105,17.7205
UID_51_168_1_all-40,-179.94,-76.3613,4.66776,-22.9331,25.7299
UID_51_168_2_all-13,-59.0681,9.30771,-22.6039,35.8791,-22.6029
UID_51_168_3_all-23,751.692,-179.974,-47.8837,-50.0088,77.1625
UID_51_169_1_all-11,799.452,-366.031,-70.7254,-30.3073,-39.8207
UID_51_16_1_all-18,-140.276,17.3975,-0.193541,-31.0598,14.6475
UID_51_170_1_all-19,-145.707,22.6886,-10.6861,-24.7912,1.13602
UID_51_170_2_all-27,-178.111,-72.4101,1.54148,2.93003,4.68854
UID_51_171_1_all-17,-190.094,-84.8848,19.6013,-2.87295,25.7996
UID_51_171_2_all-20,-142.307,-99.2133,48.2754,32.7831,70.992
UID_51_171_3_all-42,-177.007,-32.404,-7.76928,-10.0255,-17.9759
UID_51_171_4_all-29,-232.077,-73.2059,-6.39903,-34.2358,33.0359
UID_51_172_1_all-25,-236.938,-171.203,3.07785,135.193,93.4858
UID_51_172_2_all-20,-149.418,-112.316,23.809,36.6926,-7.97217
UID_51_173_1_all,454.527,499.881,-2.37204,59.7904,-52.9058
UID_51_174_1_all-30,-191.212,-50.5222,-15.0506,-13.5346,-5.05781
UID_51_174_2_all-29,-173.896,-1.30642,-3.80596,-28.8982,9.22927
UID_51_175_1_all-3,-81.0418,0.613061,-19.8953,20.9797,-13.5582
UID_51_175_2_all-5,702.799,-238.117,80.2691,5.48077,43.4703
UID_51_176_1_all-15,-186.006,-156.814,23.6643,62.5328,24.1847
UID_51_177_1_all-6,-204.049,-44.0657,-2.40277,-26.5399,0.706691
UID_51_178_1_all-27,-137.81,-30.5571,43.2828,6.45043,35.415
UID_51_178_2_all-17,-183.031,-46.2526,-19.8984,0.249758,-24.4652
UID_51_178_3_all-18,-170.858,-31.018,-13.9468,-14.5115,-7.88395
UID_51_179_1_all-9,-215.426,-180.405,-3.97874,32.5927,-3.16268
UID_51_17_1_all-24,-225.735,-69.1978,-8.20736,-36.978,18.2789
UID_51_17_2_all-33,-238.421,-190.301,-50.7442,-9.61716,-43.4416
UID_51_17_3_all-25,-204.041,-79.5576,-24.8949,-5.32049,-29.4473
UID_51_17_4_all-29,-191.832,-166.617,-36.2623,40.5713,-75.9919
UID_51_17_5_all-14,-214.456,-58.6194,-5.12211,-38.5496,13.2333
UID_51_17_6_all-24,-177.951,-19.9202,-2.32167,-42.7407,18.783
UID_51_180_1_all-2,664.292,-94.946,-31.9915,38.4764,-93.8431
UID_51_180_2_all-26,-156.84,12.1654,-2.88917,-28.1546,-1.62814
UID_51_18_1_all-26,-208.34,-56.2662,12.7808,-29.2035,28.2088
UID_51_18_2_all-30,-159.814,-10.9906,-21.6952,-25.2543,10.966
UID_51_18_3_all-22,-224.636,-66.2771,30.184,-13.5062,45.4284
UID_51_18_4_all-39,-103.787,-185.898,51.7439,121.512,69.36
UID_51_19_1_all-12,775.81,-196.253,24.4975,-65.1207,-75.0422
UID_51_19_2_all-10,710.857,-371.429,-66.2371,-50.0576,-110.031
UID_51_19_3_all-19,672.06,-81.172,-181.144,7.60542,159.699
UID_51_19_4_all-49,-213.793,-94.47,12.4268,-32.9042,-0.5913
UID_51_19_5_all-14,-184.572,-135.399,8.32021,3.91014,-21.0277
UID_51_19_6_all-34,-128.086,0.248755,25.3972,1.90177,45.3542
UID_51_19_7_all-39,-164.738,-248.308,85.3821,138.045,66.6585
UID_51_1_1_all-9,-133.331,-86.9382,-4.53429,49.7003,-36.0453
UID_51_1_2_all-35,-258.383,-115.36,-32.6327,-18.7748,-1.558
UID_51_1_3_all-18,-175.88,-11.2235,14.4947,-46.7782,34.1385
UID_51_1_4_all-23,-201.308,-84.6679,-17.9301,-16.1585,-6.65735
UID_51_21_1_all-40,-287.165,-113.232,-23.1768,-61.329,22.8538
UID_51_21_2_all-9,834.695,-213.265,36.2853,-121.91,-26.6715
UID_51_22_1_all-26,-186.448,-165.108,-34.7567,37.0561,-74.1982
UID_51_22_2_all-16,-214.911,-58.2794,-5.60017,-39.0861,12.8082
UID_51_22_3_all-20,-173.71,-23.3527,-3.32379,-41.791,16.2043
UID_51_22_4_all-16,-180.892,-228.945,-33.9076,140.866,-45.6152
UID_51_22_5_all-24,-87.9953,-215.609,54.8438,140.032,-13.7599
UID_51_22_6_all-20,-174.574,11.3298,0.686771,-36.8473,19.6909
UID_51_23_1_all-21,-182.132,-12.1558,-3.57664,-33.5299,28.2577
UID_51_23_2_all-14,-230.814,-107.09,49.0405,0.994123,57.6365
UID_51_23_3_all-24,-135.085,-61.9476,-28.8115,12.6363,-41.477
UID_51_23_4_all-19,-138.73,9.52223,-14.7527,-16.0997,-2.77728
UID_51_24_1_all-34,-29.2293,-140.277,159.141,59.3706,219.943
UID_51_24_2_all-9,-111.961,-11.7894,20.5305,2.10283,25.0371
UID_51_25_1_all-3,-303.153,-165.268,-11.9822,-15.0631,-23.8217
UID_51_26_1_all-35,-240.756,-124.955,-55.6692,-0.0868684,-47.1329
UID_51_26_2_all-15,-184.379,-21.2992,-1.33638,-35.3894,20.4447
UID_51_26_3_all-14,-159.897,7.17739,6.21341,-28.8794,14.9572
UID_51_26_4_all-16,-157.152,-57.2019,-30.3593,-13.8234,-16.6554
UID_51_26_5_all-25,-230.855,-68.1151,-4.9756,-21.6879,7.00219
UID_51_27_1_all-4,-233.189,-131.213,-18.7334,-12.8052,-36.8204
UID_51_27_2_all-21,-160.934,-29.5348,-13.3478,-22.3847,3.41035
UID_51_27_3_all-10,-150.768,18.1238,-5.26216,-22.8099,-6.611
UID_51_27_4_all-27,-134.526,-50.3502,-34.633,19.3871,-48.048
UID_51_27_5_all-18,-169.511,4.90134,3.09803,-19.1899,14.4021
UID_51_28_1_all-27,-197.798,-80.8121,16.9692,6.66571,-2.15376
UID_51_28_2_all-14,-126.535,-2.46638,-22.9098,12.5135,-33.6115
UID_51_28_3_all-18,-134.133,-36.6486,-35.7499,-1.90793,-31.3033
UID_51_29_1_all-38,520.496,-16.1713,402.501,42.7682,-23.9044
UID_51_29_2_all-34,699.782,-28.7216,-251.993,45.1971,356.615
UID_51_2_1_all-17,-183.728,-21.0721,-23.1588,-30.5878,-3.52337
UID_51_2_2_all-19,-173.506,-7.51195,-8.26399,-21.0478,-7.4207
UID_51_2_3_all-27,-237.27,-86.6995,-7.42139,-16.8861,-15.559
UID_51_2_4_all-24,-163.552,-12.4175,0.000327191,-24.8402,13.8831
UID_51_30_1_all-12,-210.02,-100.491,-27.613,-0.614837,-39.133
UID_51_30_2_all-13,757.592,-238.285,-40.7678,-35.4277,-19.0767
UID_51_30_3_all-9,786.888,-253.544,-90.1332,-113.25,39.0489
UID_51_31_1_all-13,-203.2,-85.909,-14.7515,-15.5962,8.50468
UID_51_31_2_all-13,-210.257,-141.088,-55.2304,56.4357,-86.1203
UID_51_32_1_all-30,-261.955,-145.846,-5.69895,-30.6973,-14.0864
UID_51_33_1_all-26,-232.262,-91.3601,-22.5866,-24.6852,8.34191
UID_51_33_2_all-23,620.643,48.3849,-371.469,117.756,26.0506
UID_51_33_3_all-31,-214.937,-90.7223,51.7903,15.4041,47.7113
UID_51_33_4_all-20,-185.013,-53.2032,9.61236,-17.8542,8.77632
UID_51_33_5_all-25,-129.311,9.56783,-15.8767,-12.7821,2.07791
UID_51_34_1_all-5,485.709,476.396,25.0262,77.4532,-64.8316
UID_51_34_2_all-6,-219.872,-38.9648,5.36757,-32.393,26.4101
UID_51_34_3_all-28,-223.7,-97.9189,3.00025,-11.4772,10.2621
UID_51_35_1_all-10,716.677,-241.556,-162.041,-10.0513,-5.19611
UID_51_36_1_all-28,-235.324,-78.2278,-10.103,-30.0371,3.10688
UID_51_36_2_all-8,-144.604,21.0867,-3.20518,-20.0062,-0.276889
UID_51_37_1_all-15,-143.325,8.39161,-8.24528,-34.9615,7.17949
UID_51_37_2_all-20,-200.978,-40.0163,-7.56786,-32.3113,15.8006
UID_51_37_3_all-12,61.529,-93.7388,170.012,-19.9419,175.806
UID_51_37_4_all-25,-182.06,-25.1058,0.409366,-23.7542,6.09328
UID_51_37_5_all-19,-185.392,-117.263,47.5816,0.49595,107.035
UID_51_37_6_all-17,-126.393,2.10522,-5.1669,5.4825,-23.7997
UID_51_37_7_all-21,820.912,-145.39,39.7298,-61.7858,84.8895
UID_51_38_1_all-33,-177.821,-39.0091,-20.463,-20.4751,-11.4286
UID_51_38_2_all-31,-83.6741,-23.0422,60.7561,60.547,1.67178
UID_51_38_3_all-38,-175.333,-21.5542,2.8505,-8.30043,39.3825
UID_51_39_1_all-14,-172.274,-85.1654,40.2941,17.1433,31.8179
UID_51_39_2_all-35,-184.125,-108.482,-37.0534,16.3788,-32.0702
UID_51_39_3_all-41,-236.233,-123.744,-18.6743,-4.82858,8.70947
UID_51_39_4_all-21,-233.924,-134.074,-26.4014,-14.6493,-18.8456
UID_51_3_1_all-4,-178.714,-55.0502,31.7378,-0.55008,46.791
UID_51_3_2_all-9,-155.718,-30.2044,-6.25787,-40.934,13.9418
UID_51_3_3_all-4,-266.49,-91.3128,-12.7953,-68.2491,35.7121
UID_51_3_4_all-30,-158.814,-15.2048,36.3295,-17.7097,63.44
UID_51_3_5_all-17,-118.606,-4.37465,-16.8982,-0.711037,-38.5525
UID_51_40_1_all-11,-217.747,-37.3344,-2.45896,-33.2741,3.36577
UID_51_40_2_all-7,-236.533,-47.0125,11.6153,-40.9597,13.2846
UID_51_41_1_all-20,-169.502,-184.832,-6.29916,-46.8565,-81.2961
UID_51_41_2_all-20,-195.808,-217.905,42.5622,32.298,5.2746
UID_51_41_3_all-13,-173.741,-0.286957,-0.800105,-47.1057,10.1326
UID_51_41_4_all-10,-143.126,-21.8875,-19.6101,-19.0672,13.8728
UID_51_41_5_all-25,-194.914,-48.7776,-2.67102,-28.3587,26.7026
UID_51_42_1_all-19,-114.204,53.5658,10.6063,-24.8969,11.296
UID_51_42_2_all-19,-146.316,9.19371,-33.7058,-23.0584,10.3749
UID_51_42_3_all-17,-138.794,30.3457,2.55928,-21.6287,8.68148
UID_51_43_1_all-31,-100.062,68.371,-3.97207,-14.4211,-8.87592
UID_51_43_2_all-18,-81.6817,31.2098,-21.6668,-30.1273,0.831793
UID_51_43_3_all-18,-68.2612,65.5552,14.1773,16.3712,-18.6492
UID_51_43_4_all-13,-143.989,33.9381,-1.98354,-26.7852,5.64938
UID_51_43_5_all-42,-229.43,-69.7019,-21.5672,-30.9414,-3.18217
UID_51_43_6_all-22,-67.8016,32.5258,-27.3893,26.2934,-63.0413
UID_51_43_7_all-18,-134.336,-123.079,10.9048,74.6527,-24.5861
UID_51_43_8_all-4,-125.03,-10.8704,-32.2395,9.37315,-12.1816
UID_51_44_1_all-24,-231.279,-102.685,22.5368,-40.501,64.6448
UID_51_44_2_all-29,-158.831,-318.841,104.93,66.7534,23.3724
UID_51_44_3_all-8,-170.453,-26.3142,-31.4345,-49.6003,11.2776
UID_51_44_4_all-18,-89.6805,-99.0209,20.7696,17.9498,-33.7052
UID_51_44_5_all-10,-145.271,-0.240502,-1.81762,-22.3547,-0.369633
UID_51_44_6_all,-223.241,-52.0373,11.8205,-43.7395,35.8975
UID_51_44_7_all-24,-132.958,44.8378,5.41235,-27.4223,8.39764
UID_51_44_8_all,-126.904,-18.9239,65.3233,19.7144,76.4561
UID_51_46_1_all-37,-250.935,-100.419,-6.02699,-17.5343,-4.15149
UID_51_46_2_all-23,-131.641,-226.672,-59.306,187.598,-112.231
UID_51_46_3_all-31,-173.162,-6.24187,-9.09704,-32.7405,6.66026
UID_51_46_4_all-20,-63.5582,77.3602,-7.43952,-5.00873,0.821287
UID_51_46_5_all-25,-86.9598,20.4941,-12.3943,18.0501,-38.5965
UID_51_46_6_all-40,-291.678,-172.157,-26.325,-12.0284,-35.1407
UID_51_46_7_all-36,-70.8034,11.2802,40.4454,13.6487,25.7827
UID_51_47_1_all-16,-237.121,-56.9297,-4.3805,-54.8888,29.4278
UID_51_47_2_all-19,-146.63,-58.19,-27.4899,6.99866,-22.5731
UID_51_47_3_all-12,-72.2608,24.2985,-21.0991,26.1712,-46.5087
UID_51_47_4_all-12,-112.434,54.9336,2.93399,-34.1455,26.9154
UID_51_47_5_all-22,-124.799,18.4212,-9.01438,0.107229,-19.7257
UID_51_47_6_all-15,-225.806,-43.9274,-2.17713,-41.072,17.6782
UID_51_48_10_all-37,-163.527,-62.7858,13.9966,-12.0478,2.76101
UID_51_48_11_all-14,692.581,-211.915,-194.392,17.8132,57.8318
UID_51_48_12_all-31,-70.9643,-114.561,-26.8466,90.0388,-69.7406
UID_51_48_13_all-32,-152.188,-152.091,86.6947,46.6639,70.4017
UID_51_48_14_all-9,-88.8756,-23.8175,32.3027,10.9431,87.3751
UID_51_48_1_all-19,-104.808,63.0547,1.3558,-10.1042,0.104037
UID_51_48_2_all-12,-135.484,-32.7579,-1.27107,16.9983,-26.7733
UID_51_48_3_all-32,-215.396,-32.7027,8.84356,-26.8104,30.9231
UID_51_48_4_all-5,-199.022,-85.1289,33.6554,28.4413,90.0007
UID_51_48_5_all-46,433.836,570.588,9.98338,31.3977,-2.93079
UID_51_48_6_all-30,-141.1,6.0097,-6.02055,-19.7166,7.39247
UID_51_48_7_all-28,-163.485,-1.34389,-5.42278,-48.7482,38.186
UID_51_48_8_all-15,139.947,-332.911,74.0527,284.908,42.2474
UID_51_48_9_all-6,535.843,674.386,11.6017,51.8277,-16.1307
UID_51_49_1_all-6,-231.034,-104.132,2.30937,2.85967,-33.5628
UID_51_49_2_all-3,-87.5287,-261.386,19.1878,167.769,-4.02943
UID_51_49_3_all-8,-291.032,-160.102,37.7223,-14.2004,54.948
UID_51_4_10_all-14,8.18007,159.575,5.05122,5.90332,-12.3386
UID_51_4_11_all-15,-239.554,-102.218,9.79316,-29.6075,28.9889
UID_51_4_12_all-17,-11.6454,156.366,1.74921,-13.6226,3.97463
UID_51_4_13_all-6,788.209,-75.9672,93.8699,-122.413,-32.2923
UID_51_4_14_all-17,-33.6317,-6.00032,-53.5055,-19.0964,-29.1541
UID_51_4_15_all-32,-119.875,-92.7677,11.3699,38.2155,-36.0426
UID_51_4_1_all-8,-20.8564,97.1849,11.8224,8.53469,-0.980517
UID_51_4_2_all-9,-19.3494,72.3232,8.75593,-2.21414,20.6074
UID_51_4_3_all-8,-45.2362,53.4435,-36.3437,36.5474,-43.5762
UID_51_4_4_all-17,-88.7048,86.8685,4.43698,-20.2719,25.8095
UID_51_4_5_all-24,-74.7408,-33.1151,-30.5968,-23.7765,-16.3145
UID_51_4_6_all-30,-307.951,-129.614,0.528772,-42.7542,-3.9967
UID_51_4_7_all-16,-64.3169,104.552,1.59421,-33.8755,3.56751
UID_51_4_8_all-25,-153.736,-20.8453,-22.2318,-31.5937,33.3074
UID_51_4_9_all-20,-41.7494,10.3143,-13.6042,41.963,-65.5742
UID_51_50_1_all-6,-37.7962,-248.869,63.9897,221.381,13.1581
UID_51_50_2_all-14,-195.139,-136.381,-32.2482,65.8609,-61.2175
UID_51_51_1_all-23,-100.131,42.5884,18.0141,-7.005,2.93647
UID_51_51_2_all-32,-232.006,-102.059,17.3603,-0.420456,11.2042
UID_51_51_3_all-19,-79.9464,31.1923,45.3611,9.69879,19.1875
UID_51_51_4_all-24,-48.518,-18.078,17.3515,96.7774,-51.6882
UID_51_51_5_all-15,-56.0094,-14.7462,-49.9756,29.2703,-71.4424
UID_51_51_6_all-20,-186.161,-79.0996,19.5691,18.6616,6.50179
UID_51_52_1_all-21,-228.835,-139.634,-2.64883,-51.8894,49.4159
UID_51_52_2_all-19,-190.734,-71.4905,17.0653,-12.4167,50.9978
UID_51_52_3_all-18,-166.19,17.4604,-1.82459,-37.1321,14.1144
UID_51_52_4_all-25,-192.312,-53.6565,-17.377,-11.2539,-4.08164
UID_51_53_1_all-19,-153.568,-5.14832,-6.73297,-30.8975,10.5171
UID_51_53_2_all-18,-169.297,-84.5221,38.3636,-57.0092,-74.3412
UID_51_53_3_all-3,-298.934,-161.866,-20.3953,-15.9085,-17.8203
UID_51_54_1_all-22,-260.916,-169.809,-22.6505,-64.8,16.5931
UID_51_55_1_all-4,-21.51,-261.482,118.218,-62.7055,35.0503
UID_51_56_1_all-13,0.0701715,38.4813,-11.4086,35.4706,-20.0249
UID_51_56_2_all-20,-39.9371,32.5962,-41.1187,55.8554,-73.9325
UID_51_56_3_all-20,-101.451,36.8422,-13.5881,-7.81559,-13.9015
UID_51_56_4_all-16,-91.9695,82.7559,3.5622,-27.072,13.0799
UID_51_56_5_all-15,-105.462,73.527,3.09129,-26.4346,10.874
UID_51_56_6_all-22,-125.173,44.7589,9.35663,-28.6975,7.4007
UID_51_56_7_all-8,-73.2258,-159.27,-38.0223,204.348,-119.13
UID_51_57_1_all-14,-147.767,-27.1221,13.8077,-8.10712,22.1502
UID_51_57_2_all-16,-101.431,29.191,-13.6873,-6.98391,-2.35381
UID_51_57_3_all-29,-236.27,-138.593,19.483,-17.7494,54.5328
UID_51_57_4_all-12,-87.8473,81.2252,-3.775,-18.8291,5.17141
UID_51_57_5_all-13,-101.392,53.6489,12.6216,-15.7017,9.15212
