Contour,Mode 1 (normalized),Mode 2 (normalized),Mode 3 (normalized),Mode 4 (normalized),Mode 5 (normalized)
UID_51_156_4_all-27,-0.582851,-0.141361,-0.398616,-0.0542925,-0.00600539
UID_51_156_5_all-18,-0.726714,-0.316335,-0.194391,-0.352108,-0.173406
UID_51_157_1_all-20,-0.747513,-1.4211,0.450713,1.46262,0.112674
UID_51_157_2_all-25,-0.274954,-1.2344,0.763691,1.77126,0.611583
UID_51_157_3_all-18,-0.526484,-0.439885,-0.296206,-0.290605,-0.00640205
UID_51_157_4_all-14,-0.416329,-0.452886,0.417111,0.706143,0.733181
UID_51_157_5_all-14,-0.759917,-1.18717,-0.210834,0.867408,-1.26058
UID_51_158_1_all-24,-0.451755,-0.118196,-0.415284,-0.113947,-0.451619
UID_51_158_2_all-37,-0.756091,-0.698573,-0.0605774,-0.0857531,0.0307691
UID_51_158_3_all-39,-0.746974,-0.776102,-0.446348,-0.191347,-0.427157
UID_51_158_4_all-30,-0.815459,-1.02147,-0.17997,0.667847,-0.709289
UID_51_158_5_all-27,-0.644069,-0.232309,0.195457,-0.370179,0.224892
UID_51_159_1_all-4,2.58597,-1.68408,0.752272,-1.48969,-1.97105
UID_51_15_1_all-11,-0.970257,-0.702411,0.086447,-0.716656,0.101649
UID_51_15_2_all-14,-0.813306,-0.860525,0.255075,-0.141707,0.744039
UID_51_160_1_all-24,-0.543734,0.0452539,-0.0213695,-0.23876,-0.108547
UID_51_161_10_all-27,2.37533,-1.00843,-2.96287,-0.900858,2.59979
UID_51_161_11_all-13,-0.293274,-1.44674,2.52398,3.02217,1.14869
UID_51_161_12_all-28,-0.761848,-1.03917,-0.589918,0.236367,-1.50466
UID_51_161_13_all-9,-0.485175,-0.57291,-0.23962,0.871809,-1.06869
UID_51_161_14_all-9,-0.475542,-0.187716,0.0392776,-0.11899,0.229936
UID_51_161_1_all-16,-0.638537,-0.771664,-0.274281,0.17346,-0.56688
UID_51_161_2_all-24,-0.210925,-0.517183,0.778223,0.783519,1.17427
UID_51_161_3_all-16,-0.488669,-0.567323,0.25893,0.128442,0.822083
UID_51_161_4_all-24,-0.790303,-0.648019,-0.288081,-0.302974,0.318419
UID_51_161_5_all-22,-0.866578,-0.505539,0.121233,-0.803928,0.298047
UID_51_161_6_all-28,-1.02996,-1.12295,-0.634292,-0.172314,-0.433263
UID_51_161_7_all-12,-0.957666,-0.820563,-0.0133752,-0.789238,0.675655
UID_51_161_8_all-32,-0.729853,-0.664568,-0.342812,-0.128952,-0.218221
UID_51_161_9_all-29,-0.485622,0.0806014,0.389091,-0.0843219,0.469136
UID_51_162_1_all-11,-0.829761,-0.822765,0.262143,0.0171795,0.79079
UID_51_162_2_all-16,-0.610187,-0.668363,0.503369,0.473522,-0.0991711
UID_51_163_1_all-7,-0.355876,-0.992986,-0.135813,1.54741,-1.82001
UID_51_163_2_all-23,-0.260484,-0.235519,-0.263419,0.984759,-0.915228
UID_51_164_1_all-5,2.7542,-2.11165,-0.496265,-1.84781,-0.779494
UID_51_164_2_all-7,-0.848461,-0.519898,-0.0438182,-0.38159,-0.240804
UID_51_164_3_all-2,-0.557573,0.0442924,-0.0881123,-0.53014,0.00111779
UID_51_165_1_all-13,-0.397654,0.352178,-0.0672016,-0.222817,0.194163
UID_51_165_2_all-16,-0.601497,0.0945387,-0.0245079,-0.489584,0.268027
UID_51_166_1_all-5,-0.208177,0.701026,0.0350663,0.0577685,-0.252017
UID_51_166_2_all-21,-0.301385,0.507326,0.0457377,-0.0726187,-0.190481
UID_51_166_3_all-19,-0.375958,0.393428,-0.0780945,-0.457597,-0.028109
UID_51_166_4_all-19,-0.373999,0.412062,-0.103528,-0.386043,0.229951
UID_51_166_5_all-18,-0.851688,-0.982148,0.520666,-0.473537,0.911626
UID_51_166_6_all-35,1.80043,-0.0850921,4.2595,3.48882,0.863263
UID_51_166_7_all-23,-0.624069,-0.393488,0.0708398,-0.466986,1.27525
UID_51_166_8_all-13,-0.272711,0.605081,-0.153947,-0.40136,-0.0355888
UID_51_166_9_all-12,2.07024,-1.66095,-1.75659,1.08127,-2.98522
UID_51_167_10_all-15,-0.317992,-0.836039,0.695285,-0.203252,1.97307
UID_51_167_11_all-14,-0.573971,-0.154023,-0.27734,-0.665801,0.116947
UID_51_167_12_all-24,-0.560851,-1.0714,-0.871202,0.676992,-1.3023
UID_51_167_13_all-19,-0.661344,-1.19017,-0.753561,1.05427,-2.36436
UID_51_167_14_all-10,-0.542389,-0.328091,-0.256205,-0.570908,-0.106922
UID_51_167_15_all-6,-0.772457,-1.31776,-0.033323,0.610305,-0.145619
UID_51_167_16_all-22,-0.623344,-0.326441,-0.102898,0.174725,-0.198338
UID_51_167_17_all-8,2.77013,-1.36868,-0.808226,-2.39783,-0.339032
UID_51_167_1_all-18,-0.69465,-0.985916,-0.489306,0.393034,-1.10948
UID_51_167_2_all-19,-0.495014,-0.542876,-0.526723,1.04529,-1.1293
UID_51_167_3_all-20,-0.510381,-1.74864,-0.648933,1.77756,-1.40281
UID_51_167_4_all-10,0.919052,-0.689681,1.82201,0.194028,3.45771
UID_51_167_5_all-19,1.85355,-0.79533,4.88624,2.80156,4.29663
UID_51_167_6_all-13,-0.474686,-0.38521,-0.119367,0.494277,-0.675774
UID_51_167_7_all-25,-0.435114,-0.659518,0.514211,0.556537,-0.129065
UID_51_167_8_all-19,-0.448053,-0.977488,0.631712,-0.0431306,1.52319
UID_51_167_9_all-19,1.6916,0.920001,-5.71306,4.09087,0.322225
UID_51_168_1_all-40,-0.625897,-0.54011,0.0580836,-0.384327,0.467866
UID_51_168_2_all-13,-0.205461,0.0658342,-0.281273,0.601284,-0.411005
UID_51_168_3_all-23,2.61466,-1.27297,-0.595845,-0.83808,1.4031
UID_51_169_1_all-11,2.78079,-2.58897,-0.880078,-0.507908,-0.72409
UID_51_16_1_all-18,-0.487933,0.123054,-0.00240835,-0.520519,0.266346
UID_51_170_1_all-19,-0.506823,0.160479,-0.132974,-0.415466,0.0206571
UID_51_170_2_all-27,-0.619534,-0.512163,0.0191816,0.0491033,0.0852553
UID_51_171_1_all-17,-0.661216,-0.600397,0.24391,-0.0481467,0.469133
UID_51_171_2_all-20,-0.494998,-0.701744,0.600719,0.549399,1.2909
UID_51_171_3_all-42,-0.615696,-0.229196,-0.0966777,-0.168014,-0.326869
UID_51_171_4_all-29,-0.807248,-0.517792,-0.0796269,-0.573745,0.600717
UID_51_172_1_all-25,-0.824158,-1.21093,0.0382995,2.26564,1.69992
UID_51_172_2_all-20,-0.519731,-0.794421,0.29627,0.614917,-0.144964
UID_51_173_1_all,1.58101,3.5357,-0.0295167,1.00201,-0.962025
UID_51_174_1_all-30,-0.665106,-0.357348,-0.187283,-0.226822,-0.09197
UID_51_174_2_all-29,-0.604876,-0.00924042,-0.0473598,-0.484294,0.167823
UID_51_175_1_all-3,-0.281893,0.00433624,-0.247569,0.351591,-0.246539
UID_51_175_2_all-5,2.44459,-1.68422,0.998836,0.0918501,0.790454
UID_51_176_1_all-15,-0.646997,-1.10916,0.294469,1.04796,0.439769
UID_51_177_1_all-6,-0.709759,-0.31168,-0.0298991,-0.444773,0.0128503
UID_51_178_1_all-27,-0.479354,-0.216133,0.538593,0.1081,0.643977
UID_51_178_2_all-17,-0.636648,-0.327149,-0.247608,0.00418559,-0.444869
UID_51_178_3_all-18,-0.594307,-0.219393,-0.173548,-0.243192,-0.14336
UID_51_179_1_all-9,-0.749332,-1.27602,-0.0495098,0.546209,-0.0575094
UID_51_17_1_all-24,-0.785189,-0.489442,-0.102129,-0.619701,0.332379
UID_51_17_2_all-33,-0.829316,-1.34602,-0.63144,-0.16117,-0.789931
UID_51_17_3_all-25,-0.709728,-0.562718,-0.309782,-0.089164,-0.535463
UID_51_17_4_all-29,-0.667262,-1.1785,-0.451233,0.679919,-1.38182
UID_51_17_5_all-14,-0.745957,-0.41462,-0.0637374,-0.646038,0.240632
UID_51_17_6_all-24,-0.618978,-0.140897,-0.0288899,-0.716275,0.341546
UID_51_180_1_all-2,2.31065,-0.671561,-0.398089,0.644812,-1.70642
UID_51_180_2_all-26,-0.545549,0.0860467,-0.0359517,-0.471832,-0.0296057
UID_51_18_1_all-26,-0.724684,-0.397975,0.159039,-0.48941,0.512943
UID_51_18_2_all-30,-0.555893,-0.0777376,-0.269966,-0.423227,0.199403
UID_51_18_3_all-22,-0.781368,-0.468783,0.375597,-0.226345,0.82606
UID_51_18_4_all-39,-0.361008,-1.31487,0.64388,2.03637,1.26122
UID_51_19_1_all-12,2.69855,-1.38811,0.304836,-1.09133,-1.36455
UID_51_19_2_all-10,2.47262,-2.62715,-0.824227,-0.838897,-2.00077
UID_51_19_3_all-19,2.33767,-0.574137,-2.25408,0.127456,2.90393
UID_51_19_4_all-49,-0.743649,-0.668195,0.154634,-0.551429,-0.0107521
UID_51_19_5_all-14,-0.642009,-0.957691,0.103533,0.0655285,-0.382363
UID_51_19_6_all-34,-0.445529,0.00175946,0.316032,0.0318711,0.824709
UID_51_19_7_all-39,-0.57302,-1.7563,1.06246,2.31345,1.2121
UID_51_1_1_all-9,-0.463775,-0.614921,-0.0564228,0.832908,-0.655439
UID_51_1_2_all-35,-0.89875,-0.815952,-0.406068,-0.314639,-0.0283304
UID_51_1_3_all-18,-0.611776,-0.0793851,0.180366,-0.783939,0.620766
UID_51_1_4_all-23,-0.700222,-0.598864,-0.223115,-0.270795,-0.121056
UID_51_21_1_all-40,-0.998866,-0.8009,-0.288403,-1.02779,0.415568
UID_51_21_2_all-9,2.90338,-1.50844,0.451519,-2.04304,-0.484988
UID_51_22_1_all-26,-0.648536,-1.16782,-0.432498,0.62101,-1.3492
UID_51_22_2_all-16,-0.74754,-0.412215,-0.0696862,-0.655029,0.232901
UID_51_22_3_all-20,-0.604226,-0.165176,-0.0413598,-0.70036,0.294656
UID_51_22_4_all-16,-0.629211,-1.61935,-0.421933,2.36072,-0.829456
UID_51_22_5_all-24,-0.30608,-1.52502,0.682453,2.34674,-0.250207
UID_51_22_6_all-20,-0.607233,0.0801364,0.00854589,-0.61751,0.358055
UID_51_23_1_all-21,-0.633523,-0.0859791,-0.0445062,-0.561915,0.513832
UID_51_23_2_all-14,-0.802857,-0.757457,0.61024,0.0166601,1.04805
UID_51_23_3_all-24,-0.469875,-0.43816,-0.358519,0.211767,-0.754207
UID_51_23_4_all-19,-0.482553,0.0673515,-0.183576,-0.269809,-0.0505015
UID_51_24_1_all-34,-0.10167,-0.992193,1.98029,0.994969,3.99938
UID_51_24_2_all-9,-0.389441,-0.0833876,0.255473,0.0352405,0.455269
UID_51_25_1_all-3,-1.05448,-1.16895,-0.149101,-0.252437,-0.433168
UID_51_26_1_all-35,-0.837438,-0.883816,-0.692725,-0.0014558,-0.857053
UID_51_26_2_all-15,-0.641337,-0.150651,-0.0166294,-0.593078,0.371762
UID_51_26_3_all-14,-0.556181,0.0507663,0.0773171,-0.483979,0.271978
UID_51_26_4_all-16,-0.546634,-0.404594,-0.377779,-0.231661,-0.302857
UID_51_26_5_all-25,-0.802998,-0.481784,-0.0619143,-0.36346,0.127326
UID_51_27_1_all-4,-0.811119,-0.928082,-0.233111,-0.214598,-0.669534
UID_51_27_2_all-21,-0.559788,-0.208902,-0.166095,-0.375136,0.0620131
UID_51_27_3_all-10,-0.524425,0.128191,-0.0654801,-0.382262,-0.120213
UID_51_27_4_all-27,-0.46793,-0.356131,-0.430959,0.324902,-0.873693
UID_51_27_5_all-18,-0.589621,0.0346676,0.0385507,-0.321596,0.261884
UID_51_28_1_all-27,-0.688014,-0.571591,0.211158,0.111708,-0.0391635
UID_51_28_2_all-14,-0.440136,-0.0174449,-0.285081,0.209709,-0.611183
UID_51_28_3_all-18,-0.466566,-0.259219,-0.444858,-0.0319743,-0.569211
UID_51_29_1_all-38,1.81048,-0.114381,5.00856,0.716736,-0.434672
UID_51_29_2_all-34,2.4341,-0.203151,-3.1357,0.757441,6.48461
UID_51_2_1_all-17,-0.639073,-0.149045,-0.288179,-0.51261,-0.0640681
UID_51_2_2_all-19,-0.603519,-0.0531327,-0.102834,-0.352732,-0.134936
UID_51_2_3_all-27,-0.825311,-0.613233,-0.0923487,-0.282989,-0.28292
UID_51_2_4_all-24,-0.568893,-0.0878299,4.07143e-06,-0.416287,0.252447
UID_51_30_1_all-12,-0.730527,-0.710783,-0.343605,-0.0103038,-0.711584
UID_51_30_2_all-13,2.63519,-1.68541,-0.507298,-0.593719,-0.346887
UID_51_30_3_all-9,2.73709,-1.79334,-1.12158,-1.89792,0.710055
UID_51_31_1_all-13,-0.706803,-0.607641,-0.183562,-0.261371,0.154647
UID_51_31_2_all-13,-0.73135,-0.997926,-0.687265,0.945785,-1.56599
UID_51_32_1_all-30,-0.911176,-1.03158,-0.0709155,-0.514445,-0.256144
UID_51_33_1_all-26,-0.807892,-0.646198,-0.281059,-0.413691,0.151687
UID_51_33_2_all-23,2.15883,0.342231,-4.62241,1.97342,0.473697
UID_51_33_3_all-31,-0.747631,-0.641686,0.644457,0.258152,0.867571
UID_51_33_4_all-20,-0.643544,-0.376311,0.119612,-0.299213,0.159587
UID_51_33_5_all-25,-0.449793,0.0676741,-0.197563,-0.21421,0.0377842
UID_51_34_1_all-5,1.68947,3.36959,0.311415,1.29801,-1.17888
UID_51_34_2_all-6,-0.764796,-0.275601,0.0667919,-0.542863,0.480235
UID_51_34_3_all-28,-0.778112,-0.692589,0.0373339,-0.192342,0.186604
UID_51_35_1_all-10,2.49287,-1.70855,-2.01637,-0.168446,-0.0944849
UID_51_36_1_all-28,-0.818544,-0.553312,-0.125718,-0.50338,0.0564947
UID_51_36_2_all-8,-0.502987,0.149148,-0.0398839,-0.335277,-0.00503489
UID_51_37_1_all-15,-0.498537,0.0593546,-0.102601,-0.585906,0.13055
UID_51_37_2_all-20,-0.699075,-0.283039,-0.0941714,-0.541493,0.287313
UID_51_37_3_all-12,0.21402,-0.663023,2.11556,-0.334198,3.19682
UID_51_37_4_all-25,-0.633272,-0.177576,0.00509398,-0.398088,0.110799
UID_51_37_5_all-19,-0.644862,-0.829413,0.592085,0.00831145,1.94629
UID_51_37_6_all-17,-0.439642,0.0148904,-0.0642948,0.0918791,-0.432767
UID_51_37_7_all-21,2.85544,-1.02835,0.494381,-1.03544,1.54361
UID_51_38_1_all-33,-0.618527,-0.275915,-0.254634,-0.343135,-0.207816
UID_51_38_2_all-31,-0.291049,-0.16298,0.756024,1.01468,0.0303992
UID_51_38_3_all-38,-0.609872,-0.152455,0.0354704,-0.139104,0.716122
UID_51_39_1_all-14,-0.599231,-0.602382,0.501404,0.287299,0.578568
UID_51_39_2_all-35,-0.640453,-0.767304,-0.461078,0.274487,-0.583157
UID_51_39_3_all-41,-0.821704,-0.875253,-0.232375,-0.0809204,0.158371
UID_51_39_4_all-21,-0.813675,-0.948314,-0.328529,-0.245502,-0.342684
UID_51_3_1_all-4,-0.621635,-0.389375,0.394932,-0.00921858,0.850835
UID_51_3_2_all-9,-0.541645,-0.213638,-0.0778704,-0.685998,0.253514
UID_51_3_3_all-4,-0.926949,-0.645863,-0.159219,-1.14376,0.649381
UID_51_3_4_all-30,-0.552413,-0.107545,0.45207,-0.29679,1.15358
UID_51_3_5_all-17,-0.412556,-0.0309423,-0.210274,-0.011916,-0.70103
UID_51_40_1_all-11,-0.757404,-0.26407,-0.0305983,-0.557629,0.0612024
UID_51_40_2_all-7,-0.822749,-0.332523,0.144536,-0.686428,0.241564
UID_51_41_1_all-20,-0.58959,-1.30733,-0.0783841,-0.785251,-1.47827
UID_51_41_2_all-20,-0.681091,-1.54126,0.529627,0.54127,0.095912
UID_51_41_3_all-13,-0.604336,-0.00202967,-0.00995618,-0.789427,0.184248
UID_51_41_4_all-10,-0.497846,-0.154812,-0.24402,-0.319541,0.252259
UID_51_41_5_all-25,-0.677981,-0.345008,-0.0332371,-0.475252,0.485554
UID_51_42_1_all-19,-0.397244,0.378875,0.131981,-0.417238,0.205403
UID_51_42_2_all-19,-0.508939,0.0650279,-0.419422,-0.386428,0.188655
UID_51_42_3_all-17,-0.482777,0.214637,0.0318466,-0.362467,0.157862
UID_51_43_1_all-31,-0.348052,0.483594,-0.0494268,-0.241678,-0.161398
UID_51_43_2_all-18,-0.284119,0.22075,-0.269612,-0.504892,0.0151251
UID_51_43_3_all-18,-0.237438,0.463677,0.176416,0.27436,-0.339113
UID_51_43_4_all-13,-0.500847,0.240047,-0.0246824,-0.448883,0.102727
UID_51_43_5_all-42,-0.798043,-0.493007,-0.268374,-0.518535,-0.0578639
UID_51_43_6_all-22,-0.235839,0.230058,-0.340821,0.440641,-1.14633
UID_51_43_7_all-18,-0.467268,-0.870545,0.135695,1.25108,-0.447067
UID_51_43_8_all-4,-0.434899,-0.0768874,-0.401175,0.157081,-0.221507
UID_51_44_1_all-24,-0.804473,-0.726297,0.280439,-0.678742,1.17549
UID_51_44_2_all-29,-0.552472,-2.25519,1.30571,1.1187,0.424998
UID_51_44_3_all-8,-0.5929,-0.186122,-0.391158,-0.831232,0.205068
UID_51_44_4_all-18,-0.311942,-0.700383,0.258448,0.300814,-0.612886
UID_51_44_5_all-10,-0.505306,-0.00170109,-0.0226177,-0.374634,-0.00672131
UID_51_44_6_all,-0.776515,-0.368064,0.147089,-0.733013,0.652752
UID_51_44_7_all-24,-0.462478,0.317142,0.0673491,-0.459561,0.152701
UID_51_44_8_all,-0.441419,-0.13385,0.812856,0.330387,1.39026
UID_51_46_1_all-37,-0.872845,-0.710275,-0.0749974,-0.293851,-0.0754896
UID_51_46_2_all-23,-0.457894,-1.60327,-0.737979,3.14389,-2.04079
UID_51_46_3_all-31,-0.602321,-0.0441492,-0.1132,-0.548686,0.121108
UID_51_46_4_all-20,-0.221079,0.547175,-0.0925743,-0.0839394,0.0149341
UID_51_46_5_all-25,-0.302478,0.144956,-0.154229,0.302495,-0.70183
UID_51_46_6_all-40,-1.01456,-1.21768,-0.327577,-0.20158,-0.63899
UID_51_46_7_all-36,-0.24628,0.079786,0.503286,0.228733,0.468827
UID_51_47_1_all-16,-0.824793,-0.402668,-0.0545091,-0.919861,0.535108
UID_51_47_2_all-19,-0.510031,-0.411583,-0.342073,0.117288,-0.410464
UID_51_47_3_all-12,-0.25135,0.171866,-0.262548,0.438593,-0.845703
UID_51_47_4_all-12,-0.391085,0.38855,0.0365094,-0.572232,0.489423
UID_51_47_5_all-22,-0.434098,0.130295,-0.112171,0.00179701,-0.358688
UID_51_47_6_all-15,-0.785438,-0.310702,-0.0270913,-0.688311,0.321457
UID_51_48_10_all-37,-0.568806,-0.444089,0.174167,-0.201904,0.0502055
UID_51_48_11_all-14,2.40905,-1.49889,-2.41894,0.298525,1.0516
UID_51_48_12_all-31,-0.24684,-0.810299,-0.334068,1.50893,-1.26815
UID_51_48_13_all-32,-0.529365,-1.07575,1.07879,0.782022,1.28017
UID_51_48_14_all-9,-0.309142,-0.168463,0.401962,0.183391,1.58881
UID_51_48_1_all-19,-0.36456,0.445992,0.016871,-0.169332,0.00189178
UID_51_48_2_all-12,-0.471263,-0.231699,-0.0158167,0.284869,-0.486838
UID_51_48_3_all-32,-0.749225,-0.231309,0.110046,-0.449306,0.562298
UID_51_48_4_all-5,-0.692272,-0.602124,0.418794,0.476636,1.63655
UID_51_48_5_all-46,1.50904,4.03582,0.124229,0.526182,-0.0532928
UID_51_48_6_all-30,-0.490798,0.0425071,-0.0749173,-0.330424,0.134423
UID_51_48_7_all-28,-0.568659,-0.00950543,-0.0674789,-0.816953,0.694364
UID_51_48_8_all-15,0.486787,-2.35471,0.921481,4.77466,0.768216
UID_51_48_9_all-6,1.86386,4.76999,0.144367,0.86856,-0.293316
UID_51_49_1_all-6,-0.80362,-0.736533,0.0287369,0.0479241,-0.610297
UID_51_49_2_all-3,-0.304457,-1.8488,0.238765,2.81158,-0.0732702
UID_51_49_3_all-8,-1.01232,-1.13241,0.469401,-0.237979,0.999161
UID_51_4_10_all-14,0.0284533,1.12869,0.0628554,0.0989315,-0.224362
UID_51_4_11_all-15,-0.833256,-0.722994,0.121862,-0.496181,0.527128
UID_51_4_12_all-17,-0.040507,1.10599,0.0217664,-0.228296,0.0722736
UID_51_4_13_all-6,2.74168,-0.537323,1.16808,-2.05148,-0.587195
UID_51_4_14_all-17,-0.116983,-0.0424408,-0.665801,-0.32003,-0.530132
UID_51_4_15_all-32,-0.416971,-0.656154,0.141482,0.640439,-0.655391
UID_51_4_1_all-8,-0.0725464,0.687397,0.147113,0.14303,-0.0178295
UID_51_4_2_all-9,-0.0673044,0.511549,0.108955,-0.0371059,0.374719
UID_51_4_3_all-8,-0.157348,0.378011,-0.452246,0.612483,-0.792379
UID_51_4_4_all-17,-0.308548,0.614429,0.055212,-0.33973,0.469314
UID_51_4_5_all-24,-0.259976,-0.234226,-0.380734,-0.398462,-0.296659
UID_51_4_6_all-30,-1.07117,-0.916769,0.00657982,-0.716502,-0.0726751
UID_51_4_7_all-16,-0.223718,0.739504,0.0198376,-0.567706,0.0648707
UID_51_4_8_all-25,-0.534752,-0.147441,-0.276643,-0.529467,0.605653
UID_51_4_9_all-20,-0.14522,0.0729541,-0.169285,0.703242,-1.19239
UID_51_50_1_all-6,-0.131469,-1.76027,0.796262,3.71005,0.239263
UID_51_50_2_all-14,-0.678767,-0.964632,-0.401284,1.10374,-1.11316
UID_51_51_1_all-23,-0.348294,0.301232,0.22416,-0.117394,0.053396
UID_51_51_2_all-32,-0.807001,-0.72187,0.216024,-0.00704626,0.203734
UID_51_51_3_all-19,-0.278083,0.220626,0.564456,0.162538,0.3489
UID_51_51_4_all-24,-0.168763,-0.127867,0.215915,1.62186,-0.939885
UID_51_51_5_all-15,-0.194821,-0.104301,-0.621876,0.490531,-1.29909
UID_51_51_6_all-20,-0.647537,-0.559478,0.243509,0.312742,0.118227
UID_51_52_1_all-21,-0.795973,-0.987646,-0.0329609,-0.869595,0.898567
UID_51_52_2_all-19,-0.663442,-0.505659,0.212353,-0.208087,0.927332
UID_51_52_3_all-18,-0.57807,0.123499,-0.0227044,-0.622284,0.256652
UID_51_52_4_all-25,-0.668931,-0.379517,-0.216233,-0.188599,-0.0742196
UID_51_53_1_all-19,-0.534167,-0.0364145,-0.0837823,-0.5178,0.19124
UID_51_53_2_all-18,-0.588877,-0.597832,0.477381,-0.955396,-1.3518
UID_51_53_3_all-3,-1.0398,-1.14489,-0.253791,-0.266605,-0.324039
UID_51_54_1_all-22,-0.907563,-1.20107,-0.281854,-1.08596,0.301725
UID_51_55_1_all-4,-0.0748196,-1.84948,1.47105,-1.05086,0.637345
UID_51_56_1_all-13,0.000244082,0.272182,-0.141963,0.594438,-0.364127
UID_51_56_2_all-20,-0.138916,0.230556,-0.511665,0.93606,-1.34437
UID_51_56_3_all-20,-0.352883,0.260588,-0.169084,-0.130978,-0.252782
UID_51_56_4_all-16,-0.319904,0.58534,0.0443266,-0.453689,0.237842
UID_51_56_5_all-15,-0.366836,0.520063,0.0384667,-0.443008,0.19773
UID_51_56_6_all-22,-0.435398,0.316584,0.11643,-0.480931,0.134573
UID_51_56_7_all-8,-0.254706,-1.12653,-0.473134,3.4246,-2.16623
UID_51_57_1_all-14,-0.513987,-0.191837,0.171817,-0.135864,0.402774
UID_51_57_2_all-16,-0.352815,0.206471,-0.170319,-0.117041,-0.0428011
UID_51_57_3_all-29,-0.821836,-0.980282,0.242439,-0.297456,0.991611
UID_51_57_4_all-12,-0.305565,0.574512,-0.0469746,-0.31555,0.0940356
UID_51_57_5_all-13,-0.352679,0.379464,0.157058,-0.263139,0.16642
UID_51_57_6_all-27,-0.809261,-0.712068,0.019276,-0.814243,0.177742
UID_51_57_7_all-12,-0.415908,0.230903,-0.126498,-0.245996,0.083191
UID_51_58_1_all-13,2.72741,-2.57715,1.83275,-1.03768,-0.363723
UID_51_58_2_all-31,-0.796037,-0.726115,-0.652773,-0.200502,0.449931
UID_51_59_1_all-16,-0.75874,-0.362704,0.0849183,-0.712192,0.455608
UID_51_59_2_all-17,1.73225,-0.25839,-0.350803,1.70473,-4.98507
UID_51_5_1_all-12,1.96759,-0.295324,3.80994,-1.68285,2.52909
UID_51_5_2_all-15,1.65283,4.26467,0.0721901,0.788157,-0.274314
UID_51_5_3_all-7,2.24068,0.875927,-3.04608,1.50275,0.940714
UID_51_5_4_all-28,-1.01805,-0.815072,0.060635,-0.613676,0.394642
UID_51_5_5_all-11,-0.672558,-0.377586,-0.0479613,-0.184052,0.371388
UID_51_5_6_all-13,-0.365014,0.465856,-0.000371369,-0.395235,0.0936373
UID_51_60_1_all-28,-0.971466,-0.937858,-0.268161,-1.16206,0.157454
UID_51_61_1_all-19,-0.463821,0.0528391,-0.0951559,-0.287052,0.0438922
UID_51_61_2_all-7,-0.387242,0.225806,-0.196849,-0.413443,-0.00892206
UID_51_61_3_all-36,-0.44043,-0.292078,0.196847,-0.131729,-0.0823991
UID_51_61_4_all-38,-0.767951,-0.808662,-0.604976,0.152767,-0.464657
UID_51_61_5_all-16,-0.452585,-0.0430282,0.00239849,-0.394724,0.410464
UID_51_61_6_all-26,2.66384,-0.184503,-1.04645,-0.13642,0.593603
UID_51_61_7_all-25,-0.620504,-0.219194,-0.207086,-0.355586,-0.0378683
UID_51_61_8_all-29,-0.370719,-0.0913244,-0.281278,0.455574,-0.990746
UID_51_61_9_all-19,-0.707283,-0.142858,-0.0614822,-0.909454,0.518354
UID_51_62_1_all-4,2.46411,-1.30271,0.396754,-1.0593,-2.38282
UID_51_62_2_all-16,-0.80862,-0.71383,0.154728,0.131774,-0.0140798
UID_51_62_3_all-4,-0.625926,-1.58065,0.247934,1.99929,0.54609
UID_51_63_1_all-3,-0.354138,-1.74422,0.832139,1.99527,0.94815
UID_51_63_2_all-12,-0.417652,-0.24621,0.0341893,-0.0179371,-0.630633
UID_51_63_3_all-18,-0.432784,0.216267,0.214466,-0.675305,0.551511
UID_51_63_4_all-5,-0.749188,-1.17739,-0.243395,1.68351,0.129276
UID_51_63_5_all-11,0.244474,-0.420812,-0.172698,1.50148,2.02251
UID_51_63_6_all-26,1.76491,4.53705,0.0780764,0.848386,-0.237432
UID_51_63_7_all,-0.298263,-0.505478,-0.348746,-0.00225452,-0.260393
UID_51_64_1_all-6,-0.738086,-0.179242,-0.0922216,-0.764228,0.403391
UID_51_65_1_all-13,-0.577726,-1.18991,0.428428,1.03529,1.03202
UID_51_65_2_all-27,-0.699913,-0.344979,-0.0108616,-0.733492,0.663101
UID_51_66_1_all-19,-0.278161,-0.0635458,-0.18391,-0.0514301,-0.111305
UID_51_66_2_all-31,-0.149403,0.407933,-0.123953,0.241452,-0.238697
UID_51_66_3_all-27,-0.264893,0.523715,-0.164686,0.126803,-0.545091
UID_51_66_4_all-28,-0.24795,0.266723,-0.308296,0.255092,-0.581117
UID_51_67_1_all-12,-0.78425,-1.12179,0.377654,0.313937,0.230807
UID_51_67_2_all-18,-0.198344,-2.46506,0.721863,4.27948,0.172883
UID_51_68_1_all-3,-0.60179,-0.500469,-0.134775,-1.13052,0.211815
UID_51_68_2_all-2,-0.203038,-1.62078,-0.654057,4.81178,0.909145
UID_51_68_3_all-16,-0.395351,-0.163642,0.0255042,0.0543805,-0.618973
UID_51_68_4_all-3,-0.453421,0.325754,0.137481,-0.699703,0.590932
UID_51_68_5_all-5,-0.814308,-1.29943,0.0227076,0.329848,0.607859
UID_51_68_6_all-3,-0.0177263,-0.239009,-0.493946,1.75755,1.03522
UID_51_68_7_all-3,-0.713777,-0.812515,-0.483663,0.874107,-1.27716
UID_51_69_1_all-9,-0.977121,-0.694798,0.137126,-0.668931,0.175745
UID_51_69_2_all-15,-0.932133,-0.752454,-0.135269,-0.611836,0.147939
