Contour,Area,all2Model (normalized mode 1),all2Model (normalized mode 2)
UID_37_15_6_all-10,38059.1,0.605757,-0.250369
UID_37_15_7_all-2,3961.1,-2.93456,1.32719
UID_37_15_8_all-3,36355.4,0.0599953,0.248638
UID_37_15_9_all-18,24487.7,0.0579866,-1.45023
UID_37_16_1_all-15,35452.9,0.396211,-0.145929
UID_37_16_2_all-13,22105,-0.0828131,-1.6007
UID_37_16_3_all-31,37725,0.516758,-0.0158355
UID_37_16_4_all-15,24255.3,-0.0127588,-1.2854
UID_37_16_5_all-23,27465.2,0.138434,-0.971808
UID_37_16_6_all-18,21136.8,-0.0977241,-1.79042
UID_37_17_1_all-8,13481.8,-2.76748,-1.64477
UID_37_17_10_all-13,22934.7,-2.29025,-1.37739
UID_37_17_11_all-17,22095.2,-0.131796,-1.41295
UID_37_17_12_all-13,45412.7,0.487099,1.65655
UID_37_17_2_all-3,42693,0.181971,1.7236
UID_37_17_3_all-21,45926.2,0.441577,1.56879
UID_37_17_4_all-18,33103,0.276535,-0.170844
UID_37_17_5_all-11,10478.7,-2.34874,-0.524445
UID_37_17_6_all-14,27928.1,-1.66768,0.982731
UID_37_17_7_all-18,27727.5,0.144902,-0.976716
UID_37_17_8_all-19,34529.3,0.428884,-0.380174
UID_37_17_9_all-15,9896.95,-1.96357,-1.61772
UID_37_18_1_all-13,41096.8,0.654365,0.175011
UID_37_18_2_all-11,32586.4,0.330578,-0.520839
UID_37_18_3_all-44,34343.2,0.435976,-0.456044
UID_37_18_4_all-23,26787.3,0.156713,-1.19767
UID_37_18_5_all-13,23646.1,-0.0163655,-1.4576
UID_37_19_1_all-4,13981.9,-2.39896,-0.729447
UID_37_2_1_all-26,6493.2,-2.93574,1.47858
UID_37_2_2_all-15,38287.5,0.482069,0.267586
UID_37_2_3_all-29,44382.3,0.803416,0.301398
UID_37_2_4_all-26,17507.4,-2.74419,0.652
UID_37_20_1_all-14,3025.04,-3.142,1.51516
UID_37_20_2_all-4,3878.73,-2.09414,1.19072
UID_37_20_3_all-14,40139.4,0.672023,-0.0267963
UID_37_20_4_all-30,28664.4,0.214451,-0.991712
UID_37_20_5_all-15,23120.2,-0.028133,-1.51554
UID_37_20_6_all-21,40177.9,0.652444,0.0374217
UID_37_21_1_all-15,22628.8,-0.0911584,-1.43509
UID_37_21_2_all-12,36092.1,0.478765,-0.22955
UID_37_21_3_all-17,28595,0.176516,-0.840429
UID_37_21_4_all-26,36193.5,0.5045,-0.312503
UID_37_21_5_all-12,26594.5,0.119661,-1.13376
UID_37_21_6_all-15,30501.1,0.257947,-0.696584
UID_37_21_7_all-11,25178.6,0.0542219,-1.28706
UID_37_21_8_all-12,5395.32,-2.3237,-0.524544
UID_37_22_1_all-9,33845.7,0.411132,-0.474216
UID_37_22_2_all-25,29544.3,0.228072,-0.792879
UID_37_22_3_all-12,25898.1,0.115565,-1.30531
UID_37_22_4_all-24,32470.5,-2.92733,-0.402544
UID_37_22_5_all-35,37508.6,0.583172,-0.289977
UID_37_23_1_all-20,27529.8,0.158687,-1.03033
UID_37_23_2_all-13,6572.09,-2.4356,0.537766
UID_37_23_3_all-21,37551,0.326952,0.642543
UID_37_23_4_all-26,24997.4,0.0372209,-1.25318
UID_37_23_5_all-21,27756.8,0.155943,-0.953592
UID_37_23_6_all-19,45886.8,0.0871468,1.6559
UID_37_23_7_all-18,42479.4,0.0955283,1.93953
UID_37_24_1_all-29,42349.7,-0.215514,2.61208
UID_37_24_2_all-17,27475.8,0.17002,-1.13038
UID_37_24_3_all-22,40514.6,0.687862,-0.0422976
UID_37_24_4_all-21,26100.5,-2.70208,-0.84117
UID_37_24_5_all-17,25308.8,-0.0497652,-0.961595
UID_37_24_6_all-28,30316.8,0.268037,-0.760598
UID_37_24_7_all-8,33591.8,0.415935,-0.550832
UID_37_24_8_all-10,24511.5,-0.00745533,-1.22292
UID_37_25_1_all-10,14062.4,-2.8412,-1.25387
UID_37_25_10_all-20,42384.1,0.538487,0.698549
UID_37_25_11_all-25,12281.9,-2.14104,-0.414083
UID_37_25_12_all-8,22356.5,-0.0705229,-1.56656
UID_37_25_13_all-20,28543.9,0.226102,-1.02477
UID_37_25_2_all-22,12847.5,-2.77393,1.27984
UID_37_25_3_all-2,810.51,-1.8462,-4.73499
UID_37_25_4_all-16,34335.1,-0.4602,0.876561
UID_37_25_5_all-11,21421.1,-0.106894,-1.67989
UID_37_25_6_all-9,6276.38,-2.03454,-1.81387
UID_37_25_7_all-23,30678.6,0.225651,-0.580554
UID_37_25_8_all-11,4463.59,-2.56503,1.96467
UID_37_25_9_all-20,31624.3,0.260427,-0.440403
UID_37_26_1_all-7,28220.6,0.229075,-1.11652
UID_37_26_2_all-25,28063.4,0.0966439,-0.788423
UID_37_26_3_all-21,25198.6,0.0873312,-1.35928
UID_37_26_4_all-26,12986.2,-2.26721,-1.43077
UID_37_26_5_all-3,3056.16,-2.88863,-0.190179
UID_37_27_1_all-17,30509.5,0.314177,-0.890838
UID_37_27_2_all-11,24279.6,0.0509501,-1.4799
UID_37_27_3_all-24,41230.8,0.664698,0.15612
UID_37_28_1_all-24,38699.5,0.197286,1.11497
UID_37_28_2_all-24,25174.6,0.0336571,-1.18772
UID_37_28_3_all-19,22381.8,-0.128879,-1.37713
UID_37_28_4_all-12,29467.3,0.22499,-0.827445
UID_37_3_1_all-22,23916.9,0.0107481,-1.44885
UID_37_3_2_all-12,23755.4,-0.0301497,-1.36858
UID_37_3_3_all-20,26075.1,0.126647,-1.28193
UID_37_3_4_all-44,45096.1,0.869621,0.235193
UID_37_3_5_all-13,7089.52,-2.49673,-1.01112
UID_37_3_6_all-22,27294.3,0.160496,-1.12583
UID_37_3_7_all-36,43442.1,0.736353,0.392434
UID_37_3_8_all-20,26389.8,0.0868699,-1.11848
UID_37_3_9_all-16,24161.6,-0.0594966,-1.15631
UID_37_4_1_all-16,39868.1,0.540973,0.3643
UID_37_4_10_all-15,24082,-0.0403104,-1.12338
UID_37_4_2_all-14,29311,0.210037,-0.782607
UID_37_4_3_all-9,14072.3,-2.06106,-1.20088
UID_37_4_4_all-32,46539.7,0.864006,0.496586
UID_37_4_5_all-8,18970.2,-0.283912,-1.7898
UID_37_4_6_all-21,33130.1,0.425335,-0.677966
UID_37_4_7_all-21,43094,0.773714,0.15081
UID_37_4_8_all-14,22517.2,-0.176777,-1.04642
UID_37_4_9_all-17,23778.6,-2.00022,0.127648
UID_37_5_1_all-29,44939.1,0.178118,1.50466
UID_37_5_2_all-34,19890.1,-2.12441,-2.24981
UID_37_6_1_all-13,19998.9,-0.227738,-1.70279
UID_37_6_2_all-11,22702.6,-0.0540837,-1.53369
UID_37_6_3_all-27,31938,0.3578,-0.699408
UID_37_6_4_all-32,36021.5,0.489153,-0.291767
UID_37_7_1_all-14,12840.3,-2.15636,-2.1662
UID_37_7_10_all-9,8776.96,-2.16999,-1.52112
UID_37_7_11_all-10,6564.12,-2.11601,0.400241
UID_37_7_12_all-14,21760.9,-0.124886,-1.53327
UID_37_7_13_all-7,17565.2,-1.95703,-1.11273
UID_37_7_2_all-25,41150,0.670168,0.16559
UID_37_7_3_all-20,8219.76,-2.48343,1.11468
UID_37_7_4_all-13,5255.05,-2.43597,1.71271
UID_37_7_5_all-20,29232.9,0.216211,-0.811923
UID_37_7_6_all-10,2556.42,-2.09807,0.125542
UID_37_7_7_all-15,23359,-0.0415227,-1.37872
UID_37_7_8_all-7,21959.3,-0.138456,-1.42602
UID_37_7_9_all-17,24833.8,-0.062223,-0.952251
UID_37_8_1_all-14,25384.1,-0.0105501,-1.05855
UID_37_8_2_all-10,24024,-0.0523619,-1.18739
UID_37_8_3_all-13,30709.7,0.192697,-0.615586
UID_37_8_4_all-15,31131.8,0.259616,-0.609801
UID_37_8_5_all-8,616.477,-1.87931,-5.24579
UID_37_8_6_all-17,27972.3,0.180595,-1.01878
UID_37_8_7_all-8,26853.4,0.168319,-1.22685
UID_37_9_1_all-21,24172.1,0.00755098,-1.37557
UID_37_9_2_all-14,21656.8,-0.275204,-1.28855
UID_37_9_3_all-15,36641.3,0.425693,0.0424596
UID_37_9_4_all-25,26275.1,0.030067,-0.893576
UID_37_9_5_all-37,38661.7,0.577316,-0.019079
UID_47_1_1_all-13,32557.2,0.253152,-0.320929
UID_47_1_2_all-16,24578.9,-1.52859,0.581579
UID_47_1_3_all-20,33504.8,0.380766,-0.419344
UID_47_11_1_all-18,21715.1,-2.80347,-0.508845
UID_47_11_2_all-22,40411,0.645458,0.065278
UID_47_11_3_all-18,39738.1,0.681676,-0.166052
UID_47_11_4_all-7,49441.6,0.799131,1.20948
UID_47_11_5_all-22,46140.4,0.848703,0.503206
UID_47_12_1_all-14,41110.3,0.441653,1.15669
UID_47_12_10_all-20,23068.9,-2.38656,-0.130975
UID_47_12_11_all-26,41412.5,0.620597,0.493205
UID_47_12_2_all-14,36320.5,0.507628,-0.330492
UID_47_12_3_all-34,39161.5,0.502434,0.221296
UID_47_12_4_all-22,10109,-2.78186,0.747967
UID_47_12_5_all-27,48338.7,0.421977,1.92896
UID_47_12_6_all-13,45950.8,-0.266202,1.73272
UID_47_12_7_all-31,39803.7,0.657003,-0.0819274
UID_47_12_8_all-19,26659.2,-2.65939,-0.670429
UID_47_12_9_all-26,42179.2,0.662896,0.440577
UID_47_13_1_all-23,29987.3,-0.197259,-0.569068
UID_47_13_10_all-7,40887.2,0.487197,0.738534
UID_47_13_11_all-9,41303.7,0.587749,0.490465
UID_47_13_12_all-13,44572.1,0.35918,1.52739
UID_47_13_13_all-16,41536,0.661433,0.194718
UID_47_13_14_all-9,42082.7,0.495327,0.798941
UID_47_13_2_all-12,41970.7,0.67848,0.291754
UID_47_13_3_all-9,33985.6,-1.92002,1.56424
UID_47_13_4_all-7,49575.3,0.799217,1.20502
UID_47_13_5_all-16,32286.4,0.24491,-0.329487
UID_47_13_6_all-31,40631.1,0.57368,0.337168
UID_47_13_7_all-17,41438.1,0.571994,0.388706
UID_47_13_8_all-22,39656.2,0.471895,0.469381
UID_47_13_9_all-11,41860.2,0.00365561,1.68811
UID_47_14_1_all-17,39774.2,0.56605,0.236523
UID_47_14_2_all-27,48628.1,0.852633,0.915216
UID_47_14_3_all-22,6345.41,-1.87416,-0.597817
UID_47_14_4_all-18,41739.1,0.670678,0.248848
UID_47_14_5_all-10,45920.4,0.33092,2.42656
UID_47_15_1_all-17,44380.8,0.443247,1.70238
UID_47_15_2_all-18,44811.7,0.44548,1.87737
UID_47_15_3_all-33,45386.3,0.704842,1.0127
UID_47_15_4_all-23,43062.3,-0.294627,1.33286
UID_47_15_5_all-18,36362,0.375574,0.313639
UID_47_15_6_all-21,10201.4,-1.49574,-1.81686
UID_47_15_7_all-8,45002.4,0.458554,1.55882
UID_47_15_8_all-8,9989.95,-2.29361,0.953443
UID_47_16_1_all-8,49116.6,0.935941,0.719072
UID_47_16_2_all-18,38888.6,-0.68934,0.552536
UID_47_16_3_all-24,49934.2,0.622091,1.92904
UID_47_17_1_all-20,43918.3,0.453744,1.30562
UID_47_17_2_all-24,21164.4,-2.27529,1.10595
UID_47_17_3_all-16,31611.7,-1.04039,0.667115
UID_47_17_4_all-11,46912.8,0.605186,1.64737
UID_47_17_5_all-13,36883.9,0.460359,-0.0535589
UID_47_18_1_all-5,18196.5,-1.68525,-1.25435
UID_47_18_2_all-11,43863.8,0.656512,0.729186
UID_47_18_3_all-21,39563.3,0.482469,0.575244
UID_47_18_4_all-13,43759.9,0.75291,0.339159
UID_47_18_5_all-11,44202.1,0.651268,0.809442
UID_47_19_1_all-16,41853,0.575355,0.700261
UID_47_19_2_all-17,28763.4,-1.78304,-1.10792
UID_47_19_3_all-12,37196.6,0.470663,0.130411
UID_47_19_4_all-12,30425.8,-1.79439,-0.431517
UID_47_19_5_all-7,25698.7,0.0590618,-1.1563
UID_47_19_6_all-7,38437.5,0.526375,0.061797
UID_47_19_7_all-6,42612.4,0.581823,0.474434
UID_47_2_1_all-5,1845.58,-2.55248,1.89416
UID_47_2_2_all-6,6112.34,-2.28542,0.775398
UID_47_20_1_all-8,43047.3,0.259047,1.41992
UID_47_20_2_all-17,24335.6,-1.84212,-0.282144
UID_47_20_3_all-10,35290,0.356123,-0.108044
UID_47_20_4_all-17,42808.3,0.0285507,2.05593
UID_47_20_5_all-15,33689.6,0.318743,-0.194835
UID_47_20_6_all-18,47738,0.753096,1.1078
UID_47_20_7_all-13,38378.7,0.522194,0.0827913
UID_47_20_8_all-14,36420.9,0.470516,-0.145935
UID_47_21_1_all-16,41152,0.369804,0.875718
UID_47_21_2_all-27,40703.4,0.560035,0.286315
UID_47_21_3_all-23,39202.1,0.488311,0.348607
UID_47_21_4_all-6,18882.8,-2.77358,0.115002
UID_47_21_5_all-25,48631.9,0.779944,1.18682
UID_47_21_6_all-14,48679.5,0.818407,1.12679
UID_47_21_7_all-11,19107.2,-2.03578,0.387393
UID_47_21_8_all-17,35842.6,0.393915,0.0977631
UID_47_22_1_all-17,36035.3,0.488037,-0.266252
UID_47_22_10_all-17,30655.7,0.282022,-0.731294
UID_47_22_11_all-21,33831.9,0.37761,-0.433053
UID_47_22_12_all-4,32553.3,0.040566,0.641061
UID_47_22_13_all-18,40225.9,0.450055,0.811466
UID_47_22_14_all-2,44702.8,0.648643,0.707141
UID_47_22_15_all-22,37896.9,0.563512,-0.1172
UID_47_22_16_all-15,14544.5,-2.09751,-0.125651
UID_47_22_2_all-19,44657.6,-0.406368,3.28827
UID_47_22_3_all-12,8436.14,-1.97867,-0.751345
UID_47_22_4_all-13,37004.1,-0.439557,1.01203
UID_47_22_5_all-21,6899.14,-2.59235,0.330954
UID_47_22_6_all-25,32626.3,0.0617607,0.616149
UID_47_22_7_all-16,33926.3,0.162254,0.551387
UID_47_22_8_all-7,31785.4,0.23734,-0.393009
UID_47_22_9_all-7,45434.9,0.575413,1.37343
UID_47_23_1_all-12,42384.4,0.431178,1.44434
UID_47_23_10_all-20,41498.2,0.409187,0.888723
UID_47_23_11_all-17,39046.4,0.100737,1.33982
UID_47_23_12_all-15,39261.9,0.543445,0.271748
UID_47_23_2_all-21,32907.6,0.0719409,0.622601
UID_47_23_3_all-14,37521.8,0.428968,0.313851
UID_47_23_4_all-11,32063.1,-1.03451,0.45989
UID_47_23_5_all-23,40741.2,0.47352,0.836115
UID_47_23_6_all-19,33593.8,0.392301,-0.489359
UID_47_23_7_all-21,36810.5,0.304945,0.828135
UID_47_23_8_all-14,38008,0.552372,-0.122498
UID_47_23_9_all-21,21975.4,-2.42175,-1.02259
UID_47_24_1_all-11,34005.7,-0.0343366,1.14788
UID_47_24_10_all-17,33013.5,0.394799,-0.621424
UID_47_24_11_all-2,36196.9,0.48952,-0.307552
UID_47_24_12_all-13,27634,0.113574,-0.856079
UID_47_24_13_all-13,36063.5,0.166729,0.242858
UID_47_24_14_all-12,33843.2,0.369028,-0.341705
UID_47_24_2_all-9,34264.1,0.0632929,0.989433
UID_47_24_3_all-18,43345.3,0.620039,0.498352
UID_47_24_4_all-12,21315.9,-2.34568,-0.961208
UID_47_24_5_all-12,23272.8,-2.51956,-0.350781
UID_47_24_6_all-7,30755.5,0.20853,-0.517886
UID_47_24_7_all-15,29425,-0.177196,0.109664
UID_47_24_8_all-6,32569.6,0.359747,-0.526656
UID_47_24_9_all-21,42809.1,0.288857,1.60513
UID_47_25_1_all-7,45429,0.54054,1.51576
UID_47_25_2_all-18,36203.8,0.277874,0.389071
UID_47_25_3_all-13,33870,0.273002,0.011649
UID_47_25_4_all-12,33099.7,0.394149,-0.551072
UID_47_25_5_all-21,36007.2,0.306154,0.37232
UID_47_25_6_all-6,36936.7,0.425832,0.232954
UID_47_25_7_all-13,49656.4,0.551876,1.99082
UID_47_26_1_all-11,45401.4,0.539601,1.52073
UID_47_26_2_all-14,36188.6,0.282936,0.372985
UID_47_26_3_all-19,33012.8,0.392617,-0.552785
UID_47_26_4_all-22,35877.1,0.321052,0.285169
UID_47_26_5_all-9,36834.8,0.420765,0.232778
UID_47_26_6_all-26,33596.6,0.267296,-0.0571586
UID_47_26_7_all-14,40942.8,0.330143,1.06517
UID_47_27_1_all-9,41413.4,0.359915,1.10644
UID_47_27_10_all-5,43277.7,0.706103,0.405801
UID_47_27_11_all-7,34066,0.161678,0.499493
UID_47_27_12_all-12,38806.3,0.532121,0.17545
UID_47_27_13_all-20,49305.6,0.798848,1.14282
UID_47_27_2_all-24,38733.3,0.514717,0.250977
UID_47_27_3_all-9,15313,-1.45181,-0.827462
UID_47_27_4_all-17,32209.8,0.0401955,0.199769
UID_47_27_5_all-4,44239.6,0.670434,0.68803
UID_47_27_6_all-14,38017.8,0.362086,0.490256
UID_47_27_7_all-8,35197.8,0.183103,0.393366
UID_47_27_8_all-14,44808.9,0.569036,1.0971
UID_47_27_9_all-19,35461.8,0.342156,0.109868
UID_47_28_1_all-18,42125.8,0.394793,1.11308
UID_47_28_10_all-11,43710.1,0.72254,0.431377
UID_47_28_11_all-5,34332.2,0.172112,0.50678
UID_47_28_12_all-12,39131.4,0.514455,0.25723
UID_47_28_13_all-22,49548.3,0.820636,1.10951
UID_47_28_2_all-16,38803.2,0.531781,0.214582
UID_47_28_3_all-17,27546.4,-0.293098,-0.278166
UID_47_28_4_all-22,36850.2,0.18226,0.804218
UID_47_28_5_all-6,45687.5,0.639615,1.09803
UID_47_28_6_all-17,38452.2,0.363464,0.567466
UID_47_28_7_all-29,39950.8,0.379052,0.582785
UID_47_28_8_all-16,42667.9,0.562276,0.73693
UID_47_28_9_all-31,35753.9,0.349527,0.144166
UID_47_29_1_all-16,46078.1,0.725683,0.976873
UID_47_29_10_all-16,38183.1,0.490168,0.328008
UID_47_29_11_all-16,31795.7,0.178781,-0.261366
UID_47_29_12_all-14,40417.4,-0.087014,2.26886
UID_47_29_13_all-15,40334.1,0.369131,1.15405
UID_47_29_14_all-6,41721.9,0.483199,0.791856
UID_47_29_2_all-8,38857.8,0.374789,0.550884
UID_47_29_3_all-30,38898.7,0.497398,0.254244
UID_47_29_4_all-23,37465.7,0.362584,0.577267
UID_47_29_5_all,357.568,-1.95818,-5.49535
UID_47_29_6_all-20,29424.6,-1.55674,-0.141901
UID_47_29_7_all-12,20814.1,-1.52843,-0.285268
UID_47_29_8_all-4,34629.8,-0.312206,0.516887
UID_47_29_9_all-2,36339.3,0.50756,-0.261784
UID_47_3_1_all-23,39692.5,0.521916,0.418265
UID_47_3_2_all-11,35917.8,0.359713,0.15023
UID_47_3_3_all-17,33021.2,0.357833,-0.532114
UID_47_3_4_all-28,46951.6,0.812533,0.671486
UID_47_3_5_all-21,36822,-1.62131,0.926396
UID_47_3_6_all-16,1535.48,-1.78903,-4.84328
UID_47_3_7_all-5,43154,0.615306,0.721264
UID_47_30_1_all-14,38774.8,0.47869,0.364272
UID_47_30_2_all-11,13298.5,-2.08051,-0.042027
UID_47_30_3_all-28,48267.1,0.326546,2.87264
UID_47_30_4_all-12,39653.9,0.500231,0.478705
UID_47_30_5_all,364.767,-1.94919,-5.51754
UID_47_30_6_all-26,36756.4,0.382859,0.273453
UID_47_30_7_all-19,46925.7,0.16322,3.07742
UID_47_30_8_all-13,37643.3,0.55161,-0.156549
UID_47_31_1_all-29,38033.2,0.522401,-0.0289066
UID_47_31_2_all-10,38235.9,0.455089,0.33024
UID_47_31_3_all-30,36306.6,0.343328,0.313101
UID_47_32_1_all-27,39557.7,0.633433,-0.0489173
UID_47_32_10_all-17,36894.9,0.505567,-0.160241
UID_47_32_11_all-26,37652.6,0.475145,0.15135
UID_47_32_12_all-12,38652.6,0.187975,0.329395
UID_47_32_13_all-17,35811.7,0.458695,-0.235325
UID_47_32_2_all-12,42188,0.423394,0.904297
UID_47_32_3_all-22,25831.3,-1.77851,-0.46447
UID_47_32_4_all-16,30070.9,-1.28787,0.62608
UID_47_32_5_all-9,41354.6,0.502039,0.749567
UID_47_32_6_all-4,43482.8,0.35009,1.51008
UID_47_32_7_all-12,46114.5,0.292783,2.21085
UID_47_32_8_all-16,40080.1,0.634685,0.0346024
UID_47_32_9_all-4,34997.2,0.0652064,0.23525
UID_47_33_1_all-23,44696.4,0.0563228,1.84947
UID_47_33_10_all-7,47346.9,0.74731,1.10794
UID_47_33_2_all-14,41781,0.504835,0.829
UID_47_33_3_all-17,40530.5,0.497461,0.418038
UID_47_33_4_all-16,44370,0.665118,0.875523
UID_47_33_5_all-15,42831.9,-0.0577772,1.47166
UID_47_33_6_all-10,45178.9,0.307251,1.959
UID_47_33_7_all-16,41896.2,0.68877,0.219326
UID_47_33_8_all-18,41112.9,0.475528,0.950765
UID_47_33_9_all-10,45080,0.75015,0.609131
UID_47_34_1_all-16,39790.4,0.346749,1.23368
UID_47_34_10_all-33,43898.6,0.587566,0.973531
UID_47_34_2_all-20,42608.7,0.696065,0.265242
UID_47_34_3_all-21,25857.3,-1.4706,-0.979174
UID_47_34_4_all-8,32210,-1.48166,0.975718
UID_47_34_5_all-19,32618.1,-1.86312,0.857667
UID_47_34_6_all-19,47174.6,0.0952953,2.1325
UID_47_34_7_all-17,49017.7,0.467818,2.41394
UID_47_34_8_all-11,41039,0.289619,1.15615
UID_47_34_9_all-25,26171.5,-2.35295,0.132363
UID_47_35_1_all-19,43736.4,0.461899,1.14749
UID_47_35_10_all-15,39138.2,0.254877,1.11964
UID_47_35_11_all-13,39265.6,0.44818,0.276695
UID_47_35_2_all-16,38792.6,0.423043,0.678505
UID_47_35_3_all-21,14156.5,-1.7962,-1.6836
UID_47_35_4_all-16,35018.8,0.4093,-0.184434
UID_47_35_5_all-17,40904.9,0.386759,0.743129
UID_47_35_6_all-12,41851.3,0.401965,1.09887
UID_47_35_7_all-8,44167.2,-0.0313626,2.39678
UID_47_35_8_all-3,465.323,-1.88934,-5.53633
UID_47_35_9_all-20,29574.5,-1.87144,0.244176
UID_47_36_1_all-2,35486.4,-0.224136,1.87699
UID_47_36_2_all-8,41849.7,0.606427,0.361762
UID_47_36_3_all-19,42647.6,0.60932,0.557061
UID_47_36_4_all-7,45314.6,0.683936,0.784509
UID_47_36_5_all-25,38139.3,0.386028,0.388787
UID_47_36_6_all-18,44162.3,0.491561,1.13561
UID_47_4_1_all-18,34605.1,0.410192,-0.315735
UID_47_4_2_all-17,32950.7,0.313449,-0.331771
UID_47_4_3_all-9,36869.4,-0.363644,1.2769
UID_47_4_4_all-18,38747.7,0.526353,0.197629
UID_47_5_1_all-19,9164.81,-2.40412,-0.0912578
UID_47_5_2_all-17,49627.1,0.227416,3.17714
UID_47_5_3_all-22,37882.7,0.475891,0.133344
UID_47_5_4_all-11,42245.4,0.161717,2.14213
UID_47_5_5_all,516.714,-1.88165,-5.46363
UID_47_5_6_all,1006.67,-1.77081,-5.11184
UID_47_6_1_all-11,44100.4,-0.353595,1.05456
UID_47_6_2_all-12,36455.5,0.32426,0.400208
UID_47_6_3_all-13,46498.5,0.119204,1.32391
UID_47_6_4_all-18,47121.2,0.62534,1.75685
UID_47_6_5_all-23,49392.6,0.896891,0.94314
UID_47_6_6_all-16,39115,0.465075,0.263609
UID_47_7_1_all-21,41699.8,0.608372,0.419483
UID_47_7_2_all-19,44700.2,0.71599,0.675078
UID_47_7_3_all-17,38992.1,0.532003,0.0820185
UID_47_7_4_all-14,39303.4,0.51584,0.261471
UID_47_8_1_all-12,42958.1,0.425552,1.64285
UID_47_8_2_all-22,38984.5,0.494542,0.20625
UID_47_8_3_all-18,41337.3,0.659211,0.179826
UID_47_8_4_all-12,7618.66,-2.61983,0.684024
UID_47_8_5_all-13,47922.5,0.911564,0.626517
UID_47_8_6_all-22,35647.5,0.424924,-0.167408
UID_47_9_1_all-18,9433.08,-2.34541,0.879469
UID_47_9_2_all-28,19641.9,-2.78468,-0.880705
UID_47_9_3_all-22,38284.4,0.496478,0.182112
UID_47_9_4_all-12,7999.38,-2.36951,1.25659
UID_49_1_1_all-4,28868.3,0.241476,-0.967338
UID_49_1_2_all-21,37248.7,0.562022,-0.25435
UID_49_1_3_all-13,30903.1,0.19516,-0.497304
UID_49_1_4_all-21,9814.81,-0.934524,-2.7989
UID_49_1_5_all-26,45730.3,0.784107,0.706471
UID_49_1_6_all-20,36372.5,0.519792,-0.315988
UID_49_1_7_all-15,42805.4,0.166353,1.44192
UID_49_10_1_all-8,22427.3,-0.397783,-1.05415
UID_49_10_2_all-27,38720.2,0.545333,0.0634591
UID_49_10_3_all-12,4627.67,-2.71509,1.0772
UID_49_10_4_all-3,27823.9,0.0624827,-0.581397
UID_49_10_5_all-48,48749.9,0.464136,2.09889
UID_49_10_6_all-15,32679.3,0.34661,-0.488774
UID_49_10_7_all-13,30545.2,-1.21199,0.29715
UID_49_10_8_all-26,49806.8,0.583313,1.57039
UID_49_11_1_all-17,36020.7,0.458817,-0.177015
UID_49_11_2_all-9,40027.7,0.554083,0.423914
UID_49_11_3_all-15,7005.82,-1.55176,-2.07805
UID_49_11_4_all-24,18907.2,-1.76181,-0.445733
UID_49_12_1_all-14,5687.97,-3.14225,1.33823
UID_49_12_2_all-27,47194.7,0.851233,0.631735
UID_49_12_3_all,3129.98,-2.91963,0.544241
UID_49_12_4_all-14,30931.9,0.187768,-0.300296
UID_49_12_5_all-14,27664.4,0.143878,-0.957445
UID_49_13_1_all-15,38305.2,0.60515,-0.188049
UID_49_13_2_all-20,37780.8,0.455333,0.20236
UID_49_13_3_all-13,48649.3,0.802041,1.0042
UID_49_13_4_all-12,34850.6,0.446065,-0.369957
UID_49_14_1_all-14,48082.9,0.340721,1.44728
UID_49_14_2_all-26,38318.8,0.612339,-0.220922
UID_49_14_3_all-22,32776.1,0.291526,-0.356733
UID_49_14_4_all-3,31629.5,0.326449,-0.705446
UID_49_15_1_all-23,36470.3,0.414607,0.166108
UID_49_15_2_all-21,46280.5,0.67044,1.29544
UID_49_15_3_all-18,34566.6,0.327813,-0.0767691
UID_49_15_4_all-9,36985.7,0.490505,-0.178354
UID_49_15_5_all-10,35005.1,0.387495,-0.277707
UID_49_15_6_all-24,38808.8,0.581285,-0.0157607
UID_49_16_1_all-16,44045.6,0.703893,0.391564
UID_49_16_2_all-20,37999.4,0.4317,-6.81585E-05
UID_49_16_3_all-12,34643.6,0.464,-0.500399
UID_49_16_4_all-9,36170.2,0.431172,-0.133747
UID_49_16_5_all-23,46293.6,0.869774,0.40669
UID_49_17_1_all-24,10414.9,-2.76216,1.41821
UID_49_17_2_all-20,31844.9,0.241293,-0.261089
UID_49_17_3_all-15,43940.2,0.724447,0.322911
UID_49_18_1_all-9,38036,0.23413,0.709135
UID_49_18_2_all-22,36234.7,0.442384,-0.0584998
UID_49_18_3_all-5,2457.57,-2.77661,2.41243
UID_49_18_4_all-15,31311.2,0.250453,-0.436058
UID_49_19_1_all-22,40661.3,0.427687,0.853811
UID_49_19_2_all-2,222.379,-1.98445,-5.73474
UID_49_19_3_all-39,47726.7,0.896374,0.6496
UID_49_19_4_all-8,15177.5,-2.61458,2.57582
UID_49_19_5_all-14,31986.3,0.285745,-0.450295
UID_49_19_6_all-17,43033.7,0.296599,1.75559
UID_49_19_7_all-22,35685,0.477321,-0.31213
UID_49_2_1_all-6,29579.7,0.273934,-0.924721
UID_49_2_2_all-14,38225.3,0.590671,-0.160604
UID_49_2_3_all-11,40549.4,0.555889,0.347775
UID_49_2_4_all-23,37728.7,0.445078,0.310529
UID_49_2_5_all-16,34276.9,0.42034,-0.401528
UID_49_2_6_all-17,37691,0.522834,-0.0467542
UID_49_2_7_all-4,30136.6,0.130197,-0.393365
UID_49_2_8_all-15,39846.3,0.574402,0.209556
UID_49_20_1_all-6,28276.2,0.175237,-0.951877
UID_49_20_2_all-9,33500.7,0.37355,-0.366073
UID_49_20_3_all-22,48023.8,0.346969,1.91254
