Contour,Aspect Ratio,allModel (normalized mode 1),allModel (normalized mode 2)
UID_43_14_1_all-11,1.09175,-0.411287,-0.552547
UID_43_14_2_all-29,1.12474,-0.305411,-0.320205
UID_43_15_1_all-12,1.1443,-0.169171,-0.200582
UID_43_15_2_all-24,1.06754,-0.950214,0.718922
UID_43_15_3_all-15,1.3061,-0.331941,0.323071
UID_43_15_4_all-21,1.12013,-0.345608,-0.514489
UID_43_15_5_all-11,1.19599,-0.025067,-0.337354
UID_43_16_1_all-15,1.02359,-0.303928,-0.0369246
UID_43_16_2_all-14,1.2422,-0.110161,-0.641058
UID_43_16_3_all-17,1.04844,-0.333217,-0.539057
UID_43_16_4_all-13,1.29432,-0.218325,-0.328264
UID_43_17_1_all-3,1.12604,-0.314731,-0.448361
UID_43_17_2_all-41,1.24393,-0.863411,1.11899
UID_43_17_3_all-17,1.21047,-0.292653,0.153961
UID_43_17_4_all-8,1.06391,-0.106725,-0.145244
UID_43_1_1_all-17,1.13313,2.93703,1.79129
UID_43_1_2_all-14,1.18461,-0.0323549,-0.510185
UID_43_1_3_all-5,1.09154,-0.033379,-1.12349
UID_43_1_4_all-23,1.25478,-0.462476,0.431658
UID_43_1_5_all-26,1.07694,-0.547215,-0.238654
UID_43_1_6_all-34,1.04066,-0.675103,0.0112746
UID_43_1_7_all-19,1.04683,-0.525729,-0.39825
UID_43_1_8_all-26,1.29126,-0.343553,-0.10156
UID_43_1_9_all-12,1.1034,-0.275977,-0.556844
UID_43_2_1_all-20,1.13873,-0.575733,0.29925
UID_43_2_2_all-8,1.0812,-0.00943647,-1.26422
UID_43_2_3_all-21,1.18906,3.29165,1.03101
UID_43_2_4_all-20,1.09422,-0.171619,-0.927541
UID_43_2_5_all-19,1.08418,-0.235929,-0.8306
UID_43_2_6_all-14,0.998997,-0.298208,-0.818023
UID_43_3_1_all-18,1.12291,-0.332373,-0.612022
UID_43_3_2_all-14,1.05554,-0.0971283,-1.06049
UID_43_3_3_all-17,1.05635,-0.24719,-0.84334
UID_43_3_4_all-21,1.10248,-0.309472,-0.770947
UID_43_4_1_all-4,1.08662,0.148809,-1.31535
UID_43_4_2_all-7,1.44117,0.135523,-0.790452
UID_43_4_3_all-15,1.19591,-0.235411,-0.560343
UID_43_4_4_all-9,1.09651,-0.0166361,-0.261261
UID_43_4_5_all-21,1.09077,-0.0945415,-1.0373
UID_43_4_6_all-8,1.05963,0.0623943,-1.49572
UID_43_4_7_all-4,1.03396,0.213737,-1.86136
UID_43_6_1_all-21,1.11272,-0.47697,-0.344731
UID_43_6_2_all-19,1.31392,-0.282461,-0.0338359
UID_43_6_3_all-9,1.18879,-0.065413,-0.664855
UID_43_6_4_all-8,1.19285,-0.097422,-0.498803
UID_43_7_1_all-23,1.13084,-0.360572,-0.348279
UID_43_7_2_all-31,1.12046,-0.821691,0.468573
UID_43_7_3_all-21,1.1104,-0.22256,-0.84337
UID_43_7_4_all-32,0.945274,-0.588803,1.45962
UID_43_7_5_all-8,1.05429,-0.115227,-0.973317
UID_43_7_6_all-12,1.45327,1.88737,-3.91579
UID_43_7_7_all-13,1.13027,3.0246,1.31597
UID_43_7_8_all-4,1.03852,3.18478,0.931788
UID_43_8_1_all-14,1.16827,-0.526821,0.147143
UID_43_9_1_all-33,1.00483,-0.683509,0.365209
UID_43_9_2_all-21,1.18205,-0.808207,0.583419
UID_43_9_3_all-29,1.12069,-0.621591,0.01153
UID_43_9_4_all-24,1.25183,-0.336527,-0.0150551
UID_45_10_1_all-25,1.41607,2.48697,-3.08385
UID_45_10_2_all-9,1.81457,1.84784,-0.30506
UID_45_10_3_all-17,1.05981,-0.69609,0.11292
UID_45_10_4_all-11,1.11285,-0.646619,0.247367
UID_45_10_5_all-16,1.72888,-0.512738,1.593
UID_45_11_1_all-15,1.10343,-0.261723,0.786894
UID_45_11_2_all-20,1.06472,-0.677222,0.0602051
UID_45_11_3_all-17,1.34644,-0.529189,1.19984
UID_45_11_4_all-14,1.78906,-0.493537,1.64341
UID_45_11_5_all-9,1.10422,-0.847586,0.547335
UID_45_12_1_all-13,1.40198,-0.635646,0.73918
UID_45_12_2_all-20,1.06372,-0.544437,0.880741
UID_45_12_3_all-21,1.68047,1.29803,-0.323629
UID_45_12_4_all-16,1.06928,-0.832213,0.620034
UID_45_12_5_all-17,1.41434,-0.382607,0.748897
UID_45_13_1_all-12,1.49218,-0.438453,0.682565
UID_45_13_2_all-15,1.43372,-0.649704,0.785395
UID_45_13_3_all-12,1.22405,3.06457,-0.148662
UID_45_13_4_all-17,0.984224,0.891909,0.272156
UID_45_13_5_all-17,1.1646,-0.544353,0.0983555
UID_45_13_6_all-15,1.35622,-0.603694,0.56042
UID_45_14_1_all-21,1.25364,-0.434324,1.33473
UID_45_14_2_all-12,1.22991,-0.898837,0.962299
UID_45_14_3_all-20,1.13586,-0.900214,0.680067
UID_45_14_4_all-15,1.49816,-0.42242,0.630043
UID_45_14_5_all-11,1.2283,1.41703,0.322949
UID_45_15_1_all-9,1.12362,3.55921,-0.719806
UID_45_15_2_all-18,1.40782,-0.409079,2.09783
UID_45_15_3_all-23,1.24008,-0.727116,1.59966
UID_45_15_4_all-13,1.67693,-0.559093,1.15677
UID_45_15_5_all-19,0.929448,1.76939,0.671023
UID_45_16_1_all-22,1.1169,2.95802,-0.187282
UID_45_16_2_all-18,1.10463,-0.490922,-0.183914
UID_45_16_3_all-19,0.818577,2.93804,1.52202
UID_45_16_4_all-14,1.13505,2.14556,3.25035
UID_45_16_5_all-11,1.0233,0.465049,1.12174
UID_45_17_1_all-15,0.869334,-0.553239,1.32501
UID_45_17_2_all-15,1.58718,-0.44591,0.959004
UID_45_17_3_all-17,1.19896,1.03253,0.754067
UID_45_17_4_all-20,1.76116,-0.390019,1.28288
UID_45_17_5_all-18,1.30638,-0.603639,0.663987
UID_45_17_6_all-9,1.35585,-0.44322,0.361242
UID_45_17_7_all-17,1.49931,-0.0470871,1.80382
UID_45_18_1_all-14,1.01762,2.08428,-0.66049
UID_45_18_2_all-22,1.75717,-0.212949,1.50827
UID_45_18_3_all-24,1.30324,-0.614269,0.68707
UID_45_18_4_all-11,1.40986,2.424,-0.568397
UID_45_18_5_all-17,1.0219,-0.462141,-0.576009
UID_45_18_6_all-4,1.15927,-0.580526,-0.0702297
UID_45_18_7_all-12,1.05261,0.161232,0.283527
UID_45_19_1_all-16,1.26502,-0.441354,0.510574
UID_45_19_2_all-17,1.11175,-0.599288,0.197045
UID_45_19_3_all-15,1.2,-0.7506,0.677215
UID_45_19_4_all-10,1.12334,-0.844511,0.717561
UID_45_1_1_all-22,1.46246,-0.653193,1.53118
UID_45_1_2_all-9,1.01098,-0.0559565,-0.368978
UID_45_1_3_all-10,1.01735,2.01211,0.267381
UID_45_1_4_all-30,0.836348,1.49811,1.17328
UID_45_1_5_all-15,1.10442,-0.751025,0.320958
UID_45_1_6_all-21,1.09851,-0.581834,0.0146936
UID_45_1_7_all-5,1.06275,-0.858393,0.349231
UID_45_1_8_all-13,1.08602,-0.29264,0.134595
UID_45_20_1_all-10,1.39419,-0.38158,0.0471653
UID_45_20_2_all-22,1.42303,-0.407019,1.50162
UID_45_20_3_all-23,1.6516,-0.449531,1.11494
UID_45_20_4_all-16,1.08589,-0.529165,0.26837
UID_45_20_5_all-9,1.21083,-0.589402,0.0326128
UID_45_20_6_all-14,1.09118,-0.886089,0.453956
UID_45_21_1_all-24,1.18566,-0.885314,0.827898
UID_45_21_2_all-13,1.25855,-0.762181,0.899576
UID_45_22_1_all-11,1.30614,-0.598138,1.18919
UID_45_22_2_all-18,1.04336,2.36227,-0.369913
UID_45_22_3_all-12,1.22897,1.19975,0.926516
UID_45_22_4_all-20,1.19357,-0.450262,0.0490438
UID_45_22_5_all-8,0.977897,3.21332,2.30848
UID_45_23_10_all-8,1.55652,-0.564714,1.89214
UID_45_23_11_all-11,1.62981,-0.341504,2.22294
UID_45_23_12_all-4,1.57892,-0.472621,2.44329
UID_45_23_13_all-3,1.19843,0.96913,0.625437
UID_45_23_14_all-14,1.18373,-0.62491,0.74492
UID_45_23_1_all-27,1.17845,-0.899478,0.741671
UID_45_23_2_all-19,1.0248,-0.766989,0.0234347
UID_45_23_3_all-20,0.91016,0.284745,-0.22519
UID_45_23_4_all-19,1.1117,2.52086,-0.785632
UID_45_23_5_all-21,1.15275,-0.415838,0.0216293
UID_45_23_6_all-11,0.643142,2.53169,1.18718
UID_45_23_7_all-21,1.09195,-0.665401,1.31407
UID_45_23_8_all-10,0.906932,3.05187,0.470183
UID_45_23_9_all-15,1.11633,-0.631424,0.0138402
UID_45_24_10_all-13,1.17896,-0.584345,0.0240559
UID_45_24_11_all-6,0.839798,2.95368,-0.903107
UID_45_24_12_all-10,1.2091,0.909874,1.46106
UID_45_24_13_all-15,1.02836,2.04822,0.260817
UID_45_24_1_all-7,1.03725,-0.539099,-0.35568
UID_45_24_2_all-12,1.01028,-0.528631,0.295658
UID_45_24_3_all-15,1.1274,-0.804622,0.840459
UID_45_24_4_all-18,1.14483,-0.734612,0.465054
UID_45_24_5_all-18,1.02441,-0.717647,0.14038
UID_45_24_6_all-7,1.06292,-0.65289,0.795962
UID_45_24_7_all-22,1.17297,-0.749803,0.671233
UID_45_24_8_all-11,1.43419,-0.155892,0.100599
UID_45_24_9_all-10,1.2411,-0.531456,0.161876
UID_45_25_10_all-9,1.19932,-0.422401,0.575684
UID_45_25_11_all-5,1.17876,0.0201813,1.76029
UID_45_25_12_all-24,1.11364,-0.588871,-0.0291665
UID_45_25_13_all-9,1.18532,-0.466451,0.143351
UID_45_25_1_all-11,1.23707,-0.541578,0.186644
UID_45_25_2_all-13,1.16052,-0.589061,0.00929562
UID_45_25_3_all-6,0.838438,3.08004,-0.570634
UID_45_25_4_all-10,1.22219,1.22085,1.41463
UID_45_25_5_all-8,1.07884,-0.516058,0.822106
UID_45_25_6_all-15,1.05015,-0.304828,-0.260431
UID_45_25_7_all-15,1.30359,2.79329,0.955915
UID_45_25_8_all-12,1.04684,-0.562013,-0.0572793
UID_45_25_9_all-19,1.18051,-0.301494,-0.284926
UID_45_26_1_all-13,1.50623,-0.385893,1.44058
UID_45_26_2_all-11,1.18077,-0.527556,1.81631
UID_45_26_3_all-19,1.28134,-0.537343,0.239054
UID_45_26_4_all-17,1.3012,-0.518636,0.216054
UID_45_26_5_all-6,1.31839,-0.74084,1.13433
UID_45_26_6_all-21,1.22479,-0.681109,0.484457
UID_45_27_1_all-17,0.958541,1.52929,-0.0787259
UID_45_27_2_all-9,1.15825,-0.319108,-0.300062
UID_45_27_3_all-36,1.26967,0.731372,2.71796
UID_45_27_4_all-4,1.29999,-0.517254,1.99517
UID_45_27_5_all-17,1.27206,2.52321,1.57468
UID_45_27_6_all-10,1.20413,2.29506,-0.139628
UID_45_28_1_all-15,0.988735,-0.432359,0.55501
UID_45_28_2_all-31,1.59275,-0.598732,1.65926
UID_45_28_3_all-17,1.19945,-0.074815,0.0902252
UID_45_28_4_all-10,1.13694,-0.396968,-0.201487
UID_45_28_5_all-12,1.5063,-0.427584,0.897657
UID_45_28_6_all-6,1.23045,-0.517329,0.0256336
UID_45_28_7_all-13,1.83765,-0.490054,2.86783
UID_45_28_8_all-19,0.991591,-0.290804,-0.507371
UID_45_28_9_all-12,1.08525,-0.381234,-0.579503
UID_45_29_10_all-6,1.1637,-0.497859,0.265325
UID_45_29_11_all-19,1.19922,-0.509189,0.372473
UID_45_29_1_all-17,1.46673,-0.246851,2.99269
UID_45_29_2_all-10,1.19774,-0.556056,0.327706
UID_45_29_3_all-12,1.11433,-0.567591,0.588376
UID_45_29_4_all-9,1.21606,-0.26012,-0.267218
UID_45_29_5_all-22,1.65378,-0.61283,1.46839
UID_45_29_6_all-8,1.4443,-0.39379,2.24558
UID_45_29_7_all-15,1.18892,-0.399312,-0.286525
UID_45_29_8_all-5,1.1304,-0.541932,-0.0303944
UID_45_29_9_all,0.979238,-0.71098,-0.079358
UID_45_2_1_all-12,1.1892,0.627557,0.970293
UID_45_2_2_all-24,1.14055,-0.518221,0.0419017
UID_45_2_3_all-19,1.30823,-0.504382,0.591254
UID_45_2_4_all-27,1.46045,-0.688222,1.60759
UID_45_30_10_all-10,1.39057,-0.274248,0.0761721
UID_45_30_1_all-21,1.21641,-0.617572,0.885432
UID_45_30_2_all-11,1.10769,2.86751,-0.552477
UID_45_30_3_all-13,1.17943,-0.443395,-0.237822
UID_45_30_4_all-31,1.70571,-0.47735,1.04373
UID_45_30_5_all-15,1.09283,-0.873627,0.583704
UID_45_30_6_all-10,1.20313,-0.819703,1.28199
UID_45_30_7_all-6,0.869507,2.71818,-0.0347342
UID_45_30_8_all-12,1.2754,-0.315696,0.11066
UID_45_30_9_all-12,1.21989,-0.08794,0.316777
UID_45_31_10_all-17,0.985456,1.89843,-0.200341
UID_45_31_11_all-9,1.01518,-0.528896,-0.192841
UID_45_31_12_all-14,1.264,-0.498641,0.574722
UID_45_31_13_all-10,1.36049,-0.103726,0.902212
UID_45_31_1_all-12,1.33687,-0.111439,0.398063
UID_45_31_2_all-14,1.30319,0.0264367,1.33593
UID_45_31_3_all-7,1.35314,0.262968,0.993265
UID_45_31_4_all-12,1.09609,-0.394464,-0.432177
UID_45_31_5_all-7,1.27764,-0.808779,1.63125
UID_45_31_6_all-13,1.32462,-0.327756,1.33068
UID_45_31_7_all-7,1.1942,-0.463366,0.153823
UID_45_31_8_all-15,1.21466,-0.381676,-0.198698
UID_45_31_9_all-19,1.51643,-0.307013,1.9204
UID_45_32_1_all-14,1.12919,-0.595442,0.000937031
UID_45_32_2_all-23,1.37362,-0.452672,0.237924
UID_45_32_3_all-11,1.22588,-0.265001,-0.234413
UID_45_32_4_all-23,1.18769,-0.236775,-0.263313
UID_45_32_5_all-3,1.05779,-0.607331,0.230921
UID_45_32_6_all-20,1.11463,0.833324,1.48285
UID_45_33_10_all-11,1.56323,-0.536916,1.64858
UID_45_33_11_all-4,1.10006,-0.477721,-0.0160463
UID_45_33_12_all-10,1.06735,-0.185018,0.836518
UID_45_33_13_all-19,1.11409,-0.448346,0.0385922
UID_45_33_14_all-13,2.15276,0.0230031,2.44955
UID_45_33_15_all-5,1.21276,-0.512987,0.304342
UID_45_33_16_all-6,1.3254,-0.181626,0.556681
UID_45_33_17_all-6,1.30579,-0.240132,0.967034
UID_45_33_18_all-8,1.09434,-0.443156,0.517887
UID_45_33_1_all-12,1.08342,2.82129,-1.72789
UID_45_33_2_all-14,1.18167,-0.482991,0.777783
UID_45_33_3_all-21,0.978056,1.99101,-0.922086
UID_45_33_4_all-11,0.792931,3.01558,0.0603374
UID_45_33_5_all-8,1.51135,0.246518,1.24975
UID_45_33_6_all-16,1.50366,-0.267852,0.45773
UID_45_33_7_all-11,1.25339,1.15051,1.06631
UID_45_33_8_all-3,1.16566,0.057086,2.00658
UID_45_33_9_all-22,1.13386,-0.637358,0.180459
UID_45_34_10_all-12,1.43096,-0.471533,0.770898
UID_45_34_11_all-17,1.12554,-0.367264,-0.315102
UID_45_34_12_all-16,1.31207,-0.15925,0.047259
UID_45_34_13_all-17,1.49365,-0.618423,1.11302
UID_45_34_14_all-16,1.00417,-0.344701,-0.0527944
UID_45_34_1_all-13,1.16039,-0.83068,0.994232
UID_45_34_2_all-12,1.39467,-0.341289,-0.0416494
UID_45_34_3_all-18,1.23924,-0.410818,-0.158613
UID_45_34_4_all-6,1.08223,-0.343943,1.39848
UID_45_34_5_all-38,1.05343,-0.868226,1.20667
UID_45_34_6_all-18,1.41291,-0.412707,0.746393
UID_45_34_7_all-17,1.39561,-0.50919,0.518777
UID_45_34_8_all-28,1.13439,-0.720184,1.00254
UID_45_34_9_all-23,1.10898,-0.878555,0.611337
UID_45_35_10_all-9,1.40844,-0.282198,1.33124
UID_45_35_11_all-13,1.33941,-0.322337,0.293341
UID_45_35_12_all-8,1.19829,-0.502956,-0.0582772
UID_45_35_13_all-7,1.42018,-0.242271,1.00682
UID_45_35_14_all-2,1.2198,2.00911,-5.27695
UID_45_35_15_all-25,1.33141,0.153652,2.70223
UID_45_35_1_all-22,1.45149,1.82038,-3.2212
UID_45_35_2_all-19,1.23649,-0.432712,-0.0956653
UID_45_35_3_all-11,1.00261,1.51859,0.316615
UID_45_35_4_all-8,1.03157,-0.513834,-0.384083
UID_45_35_5_all-10,1.4265,-0.35683,0.77052
UID_45_35_6_all-15,1.16385,-0.469766,0.799386
UID_45_35_7_all-11,1.39466,-0.582449,0.524061
UID_45_35_8_all-2,1.12592,-0.458141,0.0631068
UID_45_35_9_all-12,2.28332,2.1747,-0.901458
UID_45_3_1_all-15,1.55763,-0.260631,2.86865
UID_45_3_2_all-30,1.1563,1.73985,0.647283
UID_45_3_3_all-18,1.30233,-0.55908,0.605399
UID_45_4_1_all-12,1.30296,-0.601282,1.64553
UID_45_4_2_all-17,1.4944,-0.345581,2.41205
UID_45_5_1_all-18,1.18457,-0.268691,2.53497
UID_45_5_2_all-14,1.04982,-0.702735,-0.0171495
UID_45_6_1_all-18,1.28524,-0.483956,0.378384
UID_45_6_2_all-9,1.54644,-0.285277,1.15521
UID_45_7_1_all-17,1.11924,-0.52714,-0.208598
UID_45_7_2_all-15,1.22762,-0.617373,0.348774
UID_45_7_3_all-20,1.05413,-0.674533,0.0113895
UID_45_7_4_all-17,1.05858,-0.536516,-0.18699
UID_45_7_5_all-11,1.38179,-0.510971,1.11841
UID_45_7_6_all-16,1.19575,-0.463169,0.504287
UID_45_8_1_all-16,1.18704,-0.457056,0.330072
UID_45_8_2_all-6,1.56082,-0.583944,1.70055
UID_45_8_3_all-20,1.26219,-0.27796,2.50951
UID_45_8_4_all-3,1.27717,-0.929264,1.20584
UID_45_9_1_all-18,1.15851,-0.705637,0.226753
UID_45_9_2_all-20,1.11744,-0.767372,0.537795
UID_45_9_3_all-10,1.07895,-0.662627,-0.0158944
UID_45_9_4_all-15,1.10063,-0.663995,0.222378
UID_45_9_5_all-8,1.42402,-0.858078,1.51386
UID_45_9_6_all-8,1.02157,1.31288,0.981055
UID_45_9_7_all-14,1.14798,-0.622926,0.0978111
UID_48_10_1_all-17,0.906587,2.6039,-1.3349
UID_48_10_2_all-17,0.995112,3.2458,-0.0231564
UID_48_10_3_all-17,1.3233,0.045924,-0.583148
UID_48_10_4_all-20,1.17834,-0.384186,-0.0231571
UID_48_10_5_all-17,1.10225,-1.04265,0.865041
UID_48_10_6_all-32,1.45757,-0.916367,1.4913
UID_48_10_7_all-13,1.21353,-0.084293,0.881917
UID_48_10_8_all-17,1.23929,-0.689111,0.706953
UID_48_10_9_all-10,1.04412,-0.265818,-0.410911
UID_48_11_10_all-9,1.33514,-0.0289956,-0.88547
UID_48_11_1_all-7,0.908914,3.30215,0.320251
UID_48_11_2_all-17,1.23767,-0.349226,-0.182423
UID_48_11_3_all-9,1.12703,-0.804501,0.387433
UID_48_11_4_all-28,1.15294,-0.457203,-0.151984
UID_48_11_5_all-26,1.23059,-0.732369,0.693463
UID_48_11_6_all-21,1.15928,-0.466719,-0.268833
UID_48_11_7_all-26,1.05654,-0.114752,-0.242917
UID_48_11_8_all-10,1.0287,-0.295158,-0.855422
UID_48_11_9_all-19,1.01463,-0.44869,-0.623941
UID_48_12_1_all-4,1.0972,-0.128252,-1.06133
UID_48_12_2_all-22,1.06892,-0.54916,0.0333337
UID_48_12_3_all-6,1.14754,-0.161356,-0.701591
UID_48_12_4_all-15,1.06588,-0.312679,-0.631918
UID_48_12_5_all-5,1.27331,-0.0463015,-0.79925
UID_48_12_6_all-4,1.0926,0.078875,-1.23007
UID_48_12_7_all-4,1.13704,-0.377989,-0.376195
UID_48_12_8_all-14,1.08462,-0.581352,-0.071312
UID_48_12_9_all-13,0.834442,1.80311,-4.34555
UID_48_13_1_all-6,1.08266,-0.0983564,-1.08282
UID_48_13_2_all-20,1.08166,-0.521742,-0.00246497
UID_48_13_3_all-17,1.16911,-0.134525,-0.744436
UID_48_13_4_all-16,1.07085,-0.288706,-0.676329
UID_48_13_5_all-14,1.08554,-0.555935,-0.106742
UID_48_13_6_all-2,1.22445,-0.339861,-0.248814
UID_48_14_1_all-34,1.16077,-0.574734,0.0716401
UID_48_14_2_all-20,1.07117,-0.415028,-0.563391
UID_48_14_3_all-16,1.0905,-0.563407,0.295203
UID_48_14_4_all-17,1.41029,-0.242108,-0.112597
UID_48_14_5_all-22,1.10857,-0.438831,-0.171859
UID_48_14_6_all-10,1.05816,-0.464641,-0.550481
UID_48_15_1_all-20,1.25153,-0.582124,1.0395
UID_48_15_2_all-26,1.14741,-0.644601,0.0325472
UID_48_15_3_all-15,1.317,-0.626314,0.553227
UID_48_15_4_all-14,1.1551,-0.101101,-0.984845
UID_48_15_5_all-21,1.12363,-0.556691,0.056109
UID_48_15_6_all-23,1.16053,-0.579737,0.0759554
UID_48_15_7_all-4,1.0627,-0.435431,-0.500511
UID_48_16_1_all-19,1.11786,-0.186947,-0.572546
UID_48_16_2_all-20,1.26768,-0.853007,0.957786
UID_48_16_3_all-36,1.18877,-0.770163,0.982222
UID_48_16_4_all-31,1.15334,-0.554948,-0.145393
UID_48_16_5_all-18,1.07231,-0.491627,-0.371627
UID_48_17_1_all-3,1.0767,-0.30092,-0.828218
UID_48_17_2_all-5,1.09844,-0.150694,-0.975541
UID_48_17_3_all-4,1.04793,-0.422015,0.278366
UID_48_17_4_all-5,1.02578,-0.189312,-0.913669
UID_48_17_5_all-21,1.04422,-0.363427,-0.544669
UID_48_17_6_all-22,1.33586,-0.437194,0.994812
UID_48_18_1_all-21,1.48401,-0.267201,1.71632
UID_48_18_2_all-15,0.998639,-0.906357,0.535268
UID_48_18_3_all-13,1.08827,-0.250079,-0.843576
UID_48_18_4_all-18,1.17208,-0.410361,-0.0836071
UID_48_18_5_all-3,1.23872,-0.352522,-0.0874797
UID_48_18_6_all-22,1.24961,-0.584034,0.586602
UID_48_18_7_all-20,1.02821,-0.610745,-0.163653
UID_48_18_8_all-2,0.860046,2.32208,2.26559
UID_48_19_1_all-3,1.13716,-0.0549224,1.22708
UID_48_19_2_all-30,1.03488,-0.255886,-0.521007
UID_48_19_3_all-34,1.13346,-0.72119,0.387391
UID_48_19_4_all-19,1.20274,-0.747153,0.585113
UID_48_19_5_all-17,1.01465,-0.886808,0.936158
UID_48_19_6_all-20,1.11671,-0.304792,-0.585554
UID_48_19_7_all-19,1.16407,-0.113943,-0.503776
UID_48_19_8_all-14,1.02325,-0.495094,-0.440377
UID_48_1_1_all-20,1.22981,-0.382116,0.195438
UID_48_1_2_all-12,1.1119,-0.333945,-0.600992
UID_48_20_10_all-22,1.13194,-0.68843,0.329366
UID_48_20_11_all-24,1.02855,-0.875653,1.00964
UID_48_20_12_all-28,1.1873,-0.554512,0.10685
UID_48_20_1_all-9,1.06737,-0.231899,-0.863811
UID_48_20_2_all-16,1.09845,-0.195452,-0.766623
UID_48_20_3_all-4,1.21826,-0.118328,0.519616
UID_48_20_4_all-3,1.10983,-0.228066,-0.721331
UID_48_20_5_all-17,1.18132,-0.178257,-0.660045
UID_48_20_6_all-25,1.04052,-0.668395,0.0410808
UID_48_20_7_all-10,1.03974,-0.260169,-0.48272
UID_48_20_8_all-25,1.17161,-0.234049,-0.275905
UID_48_20_9_all-4,1.12283,0.0298375,-1.24938
UID_48_21_1_all-15,1.03203,3.17725,0.862098
UID_48_21_2_all-5,1.68721,-0.0299382,0.218923
UID_48_21_3_all-16,1.25872,-0.846949,0.952359
UID_48_21_4_all-16,1.04296,-0.716467,0.0931512
UID_48_21_5_all-26,1.15055,-0.572671,-0.0764356
UID_48_21_6_all-16,1.17865,-0.286876,-0.190389
UID_48_21_7_all-20,1.06891,-0.514018,-0.327501
UID_48_21_8_all-15,1.13057,-0.585516,0.184679
UID_48_22_1_all-33,1.10767,2.95695,-0.124438
UID_48_22_2_all-21,1.03978,-0.200186,-0.535049
UID_48_22_3_all-14,1.25379,-0.183568,-0.362671
UID_48_22_4_all-7,1.4267,-0.0482755,-0.360881
UID_48_22_5_all-33,1.1532,-0.730335,0.569975
UID_48_22_6_all-36,1.03967,-0.70541,0.3403
UID_48_23_1_all-23,0.970746,-0.570657,-0.189334
UID_48_23_2_all-15,1.08912,-0.276201,-0.734946
UID_48_23_3_all-32,1.16931,-0.709466,0.574911
UID_48_23_4_all-43,1.05032,-0.670546,0.33137
UID_48_23_5_all-34,1.25912,0.906162,3.15577
UID_48_23_6_all-20,1.04588,-0.581631,-0.339177
UID_48_23_7_all-24,1.16834,-0.408171,-0.297479
UID_48_24_1_all-27,1.37883,-0.663135,0.743953
UID_48_24_2_all-16,1.0388,-0.329482,-0.74494
UID_48_24_3_all-15,1.0926,-0.500039,-0.00668751
UID_48_24_4_all-25,1.11509,-0.497839,-0.211556
UID_48_24_5_all-22,1.17919,-0.474494,0.177698
UID_48_24_6_all-2,1.27074,-0.780533,0.770555
UID_48_24_7_all-30,1.30499,-0.318698,-0.250508
UID_48_25_10_all-8,1.16804,-0.51853,0.0170922
UID_48_25_1_all-21,1.38299,-0.662004,0.695789
UID_48_25_2_all-17,1.03897,-0.325521,-0.748061
UID_48_25_3_all-10,0.956323,3.10587,1.43897
UID_48_25_4_all-5,1.12216,-0.311727,-0.512903
UID_48_25_5_all-4,1.2999,-0.136216,-0.190121
UID_48_25_6_all-4,1.0669,-0.135376,-1.0613
UID_48_25_7_all-24,1.44751,-0.619279,0.80058
UID_48_25_8_all-3,1.27168,-0.763274,0.74316
UID_48_25_9_all-21,1.29862,-0.338494,-0.231673
UID_48_26_1_all-28,1.13137,-0.364182,-0.0177644
UID_48_26_2_all-22,1.23511,-0.489146,0.0482268
UID_48_26_3_all-36,1.08805,-0.145645,-0.659035
UID_48_26_4_all-15,1.15619,-0.430107,0.330326
UID_48_26_5_all-8,1.10145,-0.147423,-0.467204
UID_48_26_6_all-13,1.15143,-0.303852,-0.614649
UID_48_26_7_all-16,1.21411,-0.467414,-0.0614237
UID_48_27_1_all-7,1.5733,0.158267,1.36378
UID_48_27_2_all-2,1.48419,-0.151329,0.803586
UID_48_27_3_all-2,1.34451,0.0778726,-0.682956
UID_48_27_4_all-4,1.12787,-0.0568328,-1.05801
UID_48_27_5_all-20,1.65407,0.247336,2.42364
UID_48_27_6_all-23,1.06583,-0.481969,-0.396887
UID_48_27_7_all-6,1.06646,-0.290807,-0.82166
UID_48_27_8_all-23,1.08943,-0.240157,-0.61642
UID_48_27_9_all-3,1.18826,-0.016609,-0.903325
UID_48_28_10_all-40,1.43339,-0.64395,1.45041
UID_48_28_11_all-24,1.14024,-0.421906,-0.257542
UID_48_28_1_all-23,1.22318,-0.0917786,-0.558929
UID_48_28_2_all-43,1.00344,-0.294583,-0.55865
UID_48_28_3_all-21,1.5713,0.123319,0.239343
UID_48_28_4_all-13,1.15209,-0.299597,0.0231768
UID_48_28_5_all-15,1.16202,-0.0737242,-0.88018
UID_48_28_6_all-15,1.14989,-0.732605,0.331632
UID_48_28_7_all-3,1.1207,-0.161535,-0.416684
UID_48_28_8_all-25,1.15809,-0.0992228,-0.637541
UID_48_28_9_all-29,1.01973,-0.209471,0.532496
UID_48_29_10_all-13,1.07222,-0.287835,-0.785696
UID_48_29_11_all-17,1.09367,-0.268005,-0.579111
UID_48_29_1_all-4,1.05368,0.0659079,-1.55691
UID_48_29_2_all-10,1.20155,-0.0626867,-0.844527
UID_48_29_3_all-5,1.30247,-0.0473375,-0.224119
UID_48_29_4_all-5,1.45116,-0.0958743,0.80262
UID_48_29_5_all-5,1.33219,0.0798074,-0.688656
UID_48_29_6_all-3,1.08355,-0.0707959,-1.13802
UID_48_29_7_all-16,1.13274,-0.308773,-0.45861
UID_48_29_8_all-25,1.05038,-0.491259,-0.370846
