Contour,Mode 1,Mode 2,Mode 3,Mode 4,Mode 5,Mode 6,Mode 7,Mode 8,Mode 9,Mode 10,Mode 11
UID_48_12_4_all-15,-80.252,-76.5566,5.03612,39.8491,1.35405,2.13117,13.5309,15.6124,1.16623,-10.0745,4.04584
UID_48_12_5_all-5,-11.8837,-96.8288,9.74362,-21.29,-32.066,-5.12741,4.75039,-6.11301,20.4327,6.17615,-8.60051
UID_48_12_6_all-4,20.244,-149.023,11.978,-7.64461,9.13344,9.19427,2.35141,8.40536,0.324403,-0.434753,13.4123
UID_48_12_7_all-4,-97.0145,-45.5759,-9.48624,7.36493,18.7347,44.7425,-38.2737,37.3994,-27.9503,36.8812,-0.349115
UID_48_12_8_all-14,-149.21,-8.63942,-5.13327,41.4647,8.7781,-9.75775,6.63591,-13.4733,8.09261,4.77709,-7.43594
UID_48_12_9_all-13,462.786,-526.461,-24.7769,-111.309,29.4889,73.1429,-45.0591,-33.3918,25.5174,-24.9176,34.396
UID_48_13_1_all-6,-25.2441,-131.183,-22.1633,0.710753,-2.04897,5.78212,-28.1982,-0.162321,7.13338,-7.48542,-0.296588
UID_48_13_2_all-20,-133.91,-0.298626,-0.356098,40.6081,24.5698,16.0638,-10.0943,25.8434,20.9595,37.3801,20.1872
UID_48_13_3_all-17,-34.5272,-90.1881,15.8569,-10.2984,-0.586195,15.5516,-16.0141,11.7914,-10.7603,8.57537,4.79863
UID_48_13_4_all-16,-74.0993,-81.937,5.05703,37.5102,3.19124,5.98069,17.0035,16.8779,1.3747,-8.7533,4.15381
UID_48_13_5_all-14,-142.686,-12.9317,-7.20432,38.6671,7.69742,-8.62688,6.87313,-13.8002,10.0988,3.5825,-6.7374
UID_48_13_6_all-2,-87.2284,-30.1437,30.6244,2.28566,-19.8273,-7.95796,-20.3959,-2.52506,2.50484,2.14614,-5.46398
UID_48_14_1_all-34,-147.511,8.67916,15.11,14.9708,-3.40505,14.2583,20.4737,18.6889,-19.4699,-6.18432,-0.131763
UID_48_14_2_all-20,-106.521,-68.2546,1.8357,26.3957,6.45412,4.55994,9.20375,5.23208,-7.7506,-11.8563,-0.353727
UID_48_14_3_all-16,-144.604,35.7637,-13.776,55.7723,20.5446,23.602,-19.5818,2.3993,-4.5284,14.9093,12.8038
UID_48_14_4_all-17,-62.1393,-13.641,41.0135,-14.2881,-48.7021,5.56817,3.7971,13.581,11.7798,-4.714,6.34207
UID_48_14_5_all-22,-112.63,-20.8207,7.7538,41.5459,-0.171409,-60.8402,-4.4335,-37.2406,25.3316,36.3029,-4.77738
UID_48_14_6_all-10,-119.255,-66.6905,-13.5555,29.6546,7.96167,-3.27272,0.231187,-6.61378,-2.56112,8.83937,-7.34835
UID_48_15_1_all-20,-149.408,125.935,-5.08461,61.6538,-22.1022,3.93002,-29.0924,-40.1859,13.435,23.8465,-5.59348
UID_48_15_2_all-26,-165.443,3.94308,-0.288048,27.8157,-13.8843,-0.060917,15.5881,6.53314,-2.06267,2.1767,-14.0162
UID_48_15_3_all-15,-160.749,67.0232,54.5105,16.1029,-48.3441,-0.286178,19.0528,-6.48366,15.2935,8.36409,7.1033
UID_48_15_4_all-14,-25.9486,-119.313,4.14226,-7.93341,-9.51653,9.34475,-1.65885,5.04839,-3.63473,-1.71385,-3.75411
UID_48_15_5_all-21,-142.88,6.79758,12.0649,19.0831,3.29091,-5.54191,20.9745,-0.587938,-2.79307,0.165917,-0.265421
UID_48_15_6_all-23,-148.795,9.20196,14.7036,16.1857,-1.41991,10.9122,20.3503,17.1968,-17.4884,-5.36237,0.695157
UID_48_15_7_all-4,-111.758,-60.6366,-0.0354521,29.4722,-2.86084,-1.79532,7.89721,8.36401,9.90127,-9.00027,3.24181
UID_48_16_1_all-19,-47.9819,-69.3637,22.7183,10.0254,3.8466,8.1188,-11.71,8.0459,1.81684,10.848,18.8061
UID_48_16_2_all-20,-218.932,116.035,33.001,22.6194,-11.0302,14.6799,11.6602,46.6841,-39.1429,10.7012,-10.5043
UID_48_16_3_all-36,-197.67,118.996,0.799539,24.2436,19.8031,16.0686,55.2128,-17.2628,17.714,7.30348,0.109337
UID_48_16_4_all-31,-142.433,-17.6143,32.2452,15.1546,-9.53789,-1.96541,9.41896,-14.7075,11.5973,-0.354518,-16.065
UID_48_16_5_all-18,-126.181,-45.0224,-0.877814,31.616,11.786,-28.0068,1.15567,-12.761,1.70047,14.1692,-4.5797
UID_48_17_1_all-3,-77.234,-100.338,-8.5386,12.2419,-0.741872,-1.55019,-6.79507,-1.04205,-1.98195,-2.12763,-6.30282
UID_48_17_2_all-5,-38.6772,-118.186,-3.93947,9.14102,-0.802171,-6.79733,7.36255,-11.708,18.7536,6.49651,2.73808
UID_48_17_3_all-4,-108.314,33.7239,-71.5266,2.38898,40.4449,-23.7505,-25.9954,-15.4587,5.94481,-36.2686,34.1091
UID_48_17_4_all-5,-48.5889,-110.691,-3.27186,20.1959,17.2959,9.2297,-12.8408,13.6848,0.590886,10.5669,12.4509
UID_48_17_5_all-21,-93.277,-65.9864,-15.5386,26.3456,9.27653,6.17659,1.00717,-3.19678,11.4311,8.13338,-10.6718
UID_48_17_6_all-22,-112.21,120.521,-38.9108,-45.6169,-25.8879,-5.3503,3.79411,-49.6421,14.6128,-24.6217,-25.6962
UID_48_18_1_all-21,-68.5797,207.931,-28.8916,-176.644,17.0608,-65.1739,47.5736,33.1857,-13.8756,0.604307,45.3671
UID_48_18_2_all-15,-232.625,64.8475,7.30998,75.856,43.6441,-1.83836,18.826,16.5711,-7.37606,18.7779,8.69726
UID_48_18_3_all-13,-64.1851,-102.199,2.75212,11.0813,-0.19214,0.00642291,5.5263,5.15686,6.45589,3.38598,1.78487
UID_48_18_4_all-18,-105.323,-10.129,26.6967,9.9449,-1.14702,16.4316,-17.8461,2.8331,-7.77851,36.215,2.15877
UID_48_18_5_all-3,-90.4782,-10.5981,13.794,4.95654,-12.1753,-12.6345,10.3855,-14.952,8.92478,8.5337,-3.45786
UID_48_18_6_all-22,-149.898,71.0665,35.513,24.6043,-2.95327,-19.8889,-36.2282,-33.7881,-32.1719,1.99585,-10.7008
UID_48_18_7_all-20,-156.753,-19.8264,2.23765,48.9546,9.71054,-7.97866,14.4844,5.80418,8.70878,-12.664,10.5202
UID_48_18_8_all-2,595.983,274.475,112.21,126.472,81.5197,237.158,37.7008,-30.3095,50.3935,-78.0597,-57.7866
UID_48_19_1_all-3,-14.0964,148.66,-31.3473,-112.738,117.043,151.04,27.2234,-124.311,93.1614,-39.8216,125.359
UID_48_19_2_all-30,-65.6757,-63.1197,9.67608,26.2939,27.436,13.7594,22.5962,4.37325,6.31176,8.26243,11.5422
UID_48_19_3_all-34,-185.1,46.9322,10.6652,36.5077,13.0418,6.96266,-6.30346,21.5687,-10.0267,13.6332,5.22509
UID_48_19_4_all-19,-191.764,70.8862,20.7414,33.0046,-3.61081,10.2675,1.99997,22.0709,-14.2792,7.66646,-5.89226
UID_48_19_5_all-17,-227.608,113.415,-68.0071,76.3883,-3.02081,-104.279,-20.4377,0.828535,-12.2675,-46.2392,-6.03538
UID_48_19_6_all-20,-78.2279,-70.9396,5.20862,6.83712,0.734548,-9.18576,6.32029,-16.0335,10.2425,15.3452,-7.96845
UID_48_19_7_all-19,-29.2446,-61.0322,1.34093,-34.1639,8.59144,39.7904,30.2057,13.0079,-8.06598,-3.1465,5.38721
UID_48_19_8_all-14,-127.071,-53.3515,3.79242,45.6925,11.9752,-5.08014,17.6489,1.95099,-4.3707,-13.7863,8.496
UID_48_1_1_all-20,-98.0738,23.6772,-0.874268,0.0794918,-6.05346,16.4387,-29.3589,10.3992,7.93964,-17.3423,-1.82197
UID_48_1_2_all-12,-85.7103,-72.8098,0.022938,18.7025,1.46352,-4.1208,-4.69013,-5.59223,-3.43377,-1.66603,-4.70323
UID_48_20_10_all-22,-176.692,39.9025,10.1757,37.2516,12.8069,7.16531,-3.9888,21.339,-10.2042,13.4847,5.34345
UID_48_20_11_all-24,-224.745,122.317,-82.2112,69.349,-3.11998,-95.7628,-18.702,-7.36003,-13.2468,-51.8877,-2.87739
UID_48_20_12_all-28,-142.321,12.9448,15.1929,14.216,-20.3334,-24.6681,26.4855,5.36994,28.9629,4.58888,8.68159
UID_48_20_1_all-9,-59.519,-104.65,-1.88434,14.0035,7.64214,4.1797,-10.8302,-1.48394,-7.61403,4.103,-3.56398
UID_48_20_2_all-16,-50.1646,-92.876,11.4472,23.7114,-0.732977,0.0483946,6.60609,3.63381,12.7912,-9.90353,12.2078
UID_48_20_3_all-4,-30.37,62.9513,-23.623,-77.5671,56.8075,62.1772,13.3972,-18.0882,19.7581,-35.982,29.7553
UID_48_20_4_all-3,-58.5354,-87.3889,12.8826,15.8683,-3.21019,-6.47893,-8.45285,1.78053,15.4515,4.01881,8.71578
UID_48_20_5_all-17,-45.7513,-79.9641,-21.6856,-19.0143,-36.1861,1.0413,-10.1126,7.49051,32.0149,-10.8012,-16.6162
UID_48_20_6_all-25,-171.55,4.97692,-1.15214,44.9632,8.03754,-5.76166,15.3083,-0.301325,17.4387,12.4588,-0.505448
UID_48_20_7_all-10,-66.7748,-58.4813,10.1843,24.0359,26.6641,16.5689,25.0547,5.69504,5.8484,7.52251,10.8147
UID_48_20_8_all-25,-60.0709,-33.4258,-49.8125,-8.15449,11.6738,-54.3875,-38.881,-44.316,-38.1575,-14.3269,-7.7978
UID_48_20_9_all-4,7.65808,-151.361,1.70364,-15.6987,-8.60051,-7.35934,-4.25879,-4.47753,8.24345,9.96609,0.823098
UID_48_21_1_all-15,815.472,104.443,65.346,117.705,-44.0391,39.3302,23.4375,24.4295,-7.35502,-45.8937,-33.583
UID_48_21_2_all-5,-7.68393,26.5225,36.5845,-68.7828,-78.267,4.2558,-0.0780943,-5.22667,14.2569,-4.5509,-17.9939
UID_48_21_3_all-16,-217.378,115.378,33.3663,24.7403,-11.7756,17.3772,7.4706,46.1474,-39.6375,13.209,-10.9805
UID_48_21_4_all-16,-183.888,11.2852,2.94969,44.4702,7.52124,-9.79985,16.1781,-4.7249,14.2472,10.2546,-0.158108
UID_48_21_5_all-26,-146.981,-9.26014,30.4598,16.8979,-8.86624,-2.50807,11.8809,-14.1141,11.9843,-0.0634011,-14.173
UID_48_21_6_all-16,-73.6295,-23.0656,-46.9915,-8.83013,7.96546,-53.6687,-32.8145,-43.2388,-36.2507,-14.4396,-10.1456
UID_48_21_7_all-20,-131.928,-39.6765,-2.00529,29.9055,12.3323,-34.9678,1.81891,-11.4279,0.280816,14.6903,-2.60405
UID_48_21_8_all-15,-150.278,22.3737,1.34511,12.3588,7.21713,23.5218,32.4368,13.1162,-17.6653,-18.7534,1.47705
UID_48_22_1_all-33,758.93,-15.0757,-212.951,124.788,-185.061,-169.292,130.927,28.559,2.58349,-40.6284,-15.0165
UID_48_22_2_all-21,-51.3798,-64.8209,12.9949,18.6497,31.3986,21.0339,20.6177,15.7112,-10.4211,6.98742,20.0719
UID_48_22_3_all-14,-47.1145,-43.9374,15.4416,-14.9321,-18.2683,-8.21973,27.0091,-7.78863,8.34184,4.63525,-1.73987
UID_48_22_4_all-7,-12.3904,-43.7205,44.7543,-30.2225,-42.2985,13.9782,-26.0734,-3.81333,-0.048084,15.9547,-6.14754
UID_48_22_5_all-33,-187.447,69.0522,25.4765,17.8581,-6.64216,-44.1622,35.9117,-10.0853,29.3846,17.7674,9.36724
UID_48_22_6_all-36,-181.05,41.2271,-24.3468,58.4574,25.716,1.64989,-8.98269,-43.7919,-23.6002,-27.3571,24.476
UID_48_23_1_all-23,-146.465,-22.9377,-22.5686,45.9624,30.8976,16.902,17.5012,22.1142,16.93,19.3201,4.82603
UID_48_23_2_all-15,-70.8896,-89.0383,-8.13413,13.7503,0.516745,5.91383,-12.8562,4.39983,18.6139,16.8309,5.96867
UID_48_23_3_all-32,-182.091,69.6502,29.5105,14.4949,-9.19152,-44.9533,30.9532,-10.0435,30.481,19.5763,8.91925
UID_48_23_4_all-43,-172.102,40.1453,-24.8557,55.1723,27.0656,-1.00788,-13.1227,-41.6216,-19.84,-27.9124,22.9511
UID_48_23_5_all-34,232.575,382.32,-82.1193,-153.95,112.656,108.752,-68.7588,-14.8125,82.626,34.641,34.5404
UID_48_23_6_all-20,-149.281,-41.0911,-2.22733,40.2487,10.4202,-4.56299,-5.53053,2.14644,-8.59327,-1.17822,-2.54855
UID_48_23_7_all-24,-104.761,-36.0395,8.91947,6.91424,-18.3247,12.3348,-5.57534,17.4229,-5.99129,-2.24827,-17.3393
UID_48_24_1_all-27,-170.2,90.1295,46.2371,-8.36304,-43.4505,13.7189,-4.16919,7.20993,-13.6477,-2.3332,-22.7334
UID_48_24_2_all-16,-84.5648,-90.249,-5.80413,24.393,4.02719,2.00465,-7.01125,3.4494,-0.0933887,-11.055,1.4897
UID_48_24_3_all-15,-128.34,-0.810188,-7.35128,26.3906,21.8852,-6.43567,-18.8067,-3.08253,-6.4653,2.18726,10.4364
UID_48_24_4_all-25,-127.775,-25.6299,25.6875,17.2299,0.178073,-41.1472,16.2721,2.24961,42.0354,6.35868,7.98391
UID_48_24_5_all-22,-121.783,21.5281,39.8983,10.745,-4.4317,-1.58221,-1.42209,16.9127,-5.44492,1.73654,10.593
UID_48_24_6_all-2,-200.331,93.3524,27.6962,12.4091,-32.6832,4.94568,-12.8477,10.2579,-9.03601,13.9078,-17.862
UID_48_24_7_all-30,-81.7968,-30.3489,37.241,-17.5544,-23.8553,22.3666,-23.3197,15.0412,-26.0731,15.5014,-0.247964
UID_48_25_10_all-8,-133.086,2.07071,23.249,15.3097,-14.1309,13.9907,26.4772,10.6707,-23.3263,-16.673,-7.83591
UID_48_25_1_all-21,-169.91,84.2945,45.6692,-7.67291,-43.7378,9.60222,1.5595,5.28912,-15.5517,-5.06831,-23.1089
UID_48_25_2_all-17,-83.5482,-90.6272,-7.80832,24.7701,6.86163,5.38717,-7.66197,5.63527,1.21231,-9.87727,0.124628
UID_48_25_3_all-10,797.15,174.331,42.2659,85.2126,-81.7334,-6.7335,-59.3676,-39.6746,62.4204,-12.5174,-24.7644
UID_48_25_4_all-5,-80.0077,-62.1379,12.4598,3.50396,-3.16796,-3.26031,9.53789,10.4108,6.71619,-5.60951,8.54385
UID_48_25_5_all-4,-34.9612,-23.0331,-27.8625,-56.7604,-43.2677,71.8698,35.7968,95.8558,16.8504,9.51591,-10.779
UID_48_25_6_all-4,-34.7455,-128.576,0.280634,7.86679,-3.90823,2.49286,-5.72996,2.19048,9.53465,-7.43369,4.40668
UID_48_25_7_all-24,-158.944,96.9899,42.9289,-33.3805,-58.4752,3.64905,17.3847,1.32893,-6.42873,11.02,-28.5958
UID_48_25_8_all-3,-195.902,90.0335,28.08,12.4105,-34.0749,2.07022,-12.791,7.85315,-10.1,13.0051,-16.0385
UID_48_25_9_all-21,-86.8778,-28.0671,33.1537,-21.5269,-30.6326,6.85001,-17.4078,-13.7833,-11.663,-7.01641,-28.9757
UID_48_26_1_all-28,-93.4709,-2.15214,17.7896,18.0631,-1.01317,8.91509,55.0459,13.8828,0.535085,-35.5633,29.9898
UID_48_26_2_all-22,-125.544,5.84265,5.91256,11.8965,-29.4215,-14.2982,3.94188,-17.7605,18.8558,13.8978,-10.9896
UID_48_26_3_all-36,-37.3811,-79.8418,15.6346,36.8629,10.7427,-31.8194,21.3238,-22.2081,37.0219,14.0009,19.1265
UID_48_26_4_all-15,-110.391,40.0189,-2.29018,-7.09843,23.1141,6.52272,10.6586,-17.1135,-20.8389,-57.5789,-2.6111
UID_48_26_5_all-8,-37.8376,-56.6015,15.3833,22.8964,12.1798,-29.6633,5.98626,-25.2062,26.3525,25.7061,12.7903
UID_48_26_6_all-13,-77.9864,-74.4644,-2.51455,-8.10056,-17.5891,11.5081,2.01669,-4.87122,0.113536,9.90581,-18.9234
UID_48_26_7_all-16,-119.966,-7.44145,0.783232,15.9313,-15.5267,26.4504,46.0815,12.741,9.28932,27.6338,-33.6331
UID_48_27_1_all-7,40.6207,165.221,46.5672,-173.75,-15.666,-46.3695,87.079,-40.28,26.4459,32.3011,20.7406
UID_48_27_2_all-2,-38.8401,97.354,119.147,-121.11,-25.9833,-10.4262,-48.2466,77.5032,11.1247,-2.61781,11.6358
UID_48_27_3_all-2,19.9867,-82.7398,15.2625,-42.7557,-20.1476,18.8305,38.879,-10.184,1.52095,-18.8574,-7.16357
UID_48_27_4_all-4,-14.5867,-128.177,-21.6066,-8.04156,-7.02597,15.1721,-23.8263,3.01088,19.4083,-2.67454,-0.657915
UID_48_27_5_all-20,63.4812,293.622,49.4268,-218.157,18.8086,45.7269,-12.6678,41.2866,33.4056,-36.7447,34.1886
UID_48_27_6_all-23,-123.702,-48.0826,5.73964,42.5803,6.11778,-5.95537,10.886,2.72706,-0.676731,-15.009,6.89798
UID_48_27_7_all-6,-74.6383,-99.5437,-6.21766,11.6119,-3.2333,2.16703,3.10798,-4.13298,8.48388,2.17538,-7.72299
UID_48_27_8_all-23,-61.6387,-74.679,-36.7263,9.82849,15.3459,-26.535,-31.7399,-31.4035,-10.2764,-4.61828,-4.77916
UID_48_27_9_all-3,-4.26285,-109.437,17.7321,-24.2025,-9.36267,15.5821,12.6078,12.6782,-6.6637,-16.7808,7.53587
UID_48_28_10_all-40,-165.276,175.716,59.7505,6.14579,-49.5353,-25.9114,-52.1202,-20.1178,9.22799,47.0833,-10.3791
UID_48_28_11_all-24,-108.286,-31.2011,26.8251,30.363,-6.8523,-2.63799,19.1424,17.0323,7.82829,-23.378,19.9466
UID_48_28_1_all-23,-23.5559,-67.714,-25.9741,-25.2962,-12.2835,2.8504,6.41445,-43.794,3.80725,2.76558,-13.3654
UID_48_28_2_all-43,-75.6077,-67.6802,-14.1829,25.6759,31.9819,-13.6581,2.48443,-7.4408,8.98986,-6.3682,13.1569
UID_48_28_3_all-21,31.651,28.9963,58.715,-72.5985,-59.5119,21.6112,52.6318,1.57116,32.3758,-6.86961,14.5985
UID_48_28_4_all-13,-76.8945,2.80785,-82.5201,-40.4587,42.5546,35.3613,-35.99,28.9839,-1.92574,-11.5163,27.1219
UID_48_28_5_all-15,-18.922,-106.633,0.0192232,-17.396,-8.55852,13.1051,-28.1014,43.7837,17.3186,-13.3281,3.91093
UID_48_28_6_all-15,-188.03,40.1771,3.78763,17.1798,-11.9638,6.83491,-7.22921,12.5386,-17.0197,0.366249,-13.0102
UID_48_28_7_all-3,-41.4596,-50.4811,35.9304,-37.0053,9.97382,39.4486,24.5468,57.1175,-27.7076,-6.24027,4.38311
UID_48_28_8_all-25,-25.4665,-77.2377,25.6412,-10.2224,-0.163364,-23.1435,12.8459,0.795293,27.5576,36.276,12.6513
UID_48_28_9_all-29,-53.7626,64.5117,-64.8414,43.5854,100.61,-15.1059,51.7156,-68.2375,13.0289,-14.0589,22.2436
UID_48_29_10_all-13,-73.8756,-95.1866,-6.74843,12.4265,-4.72229,1.56999,3.56587,-1.57013,9.55518,3.34184,-7.85132
UID_48_29_11_all-17,-68.7859,-70.1591,-37.6741,8.75204,16.1339,-21.5144,-31.7,-32.0907,-13.7552,-7.71231,-3.64336
UID_48_29_1_all-4,16.9159,-188.619,-10.7764,-11.3521,-1.35067,10.5646,-3.43528,1.28656,3.02187,-4.01715,-3.45537
UID_48_29_2_all-10,-16.0892,-102.314,12.43,-11.0497,-15.0772,3.78477,0.144881,-6.56673,8.25008,4.36363,-0.575964
UID_48_29_3_all-5,-12.1496,-27.1519,10.5111,-48.9152,13.0119,-9.1951,-11.8171,-34.8522,-36.203,1.47029,-13.9621
UID_48_29_4_all-5,-24.6071,97.2371,110.327,-119.271,-15.7665,-3.08645,-55.4071,69.4625,6.29999,-1.46518,11.8637
UID_48_29_5_all-5,20.4833,-83.4304,13.4216,-42.632,-20.3318,22.5809,36.8249,-10.7685,1.83459,-17.8873,-7.67111
UID_48_29_6_all-3,-18.1705,-137.871,-12.1231,-11.0281,-5.24351,16.7323,-10.6905,-2.66376,12.5128,11.1659,-1.64345
UID_48_29_7_all-16,-79.2495,-55.5604,13.3011,16.2686,-6.5078,-1.86345,-7.90151,2.17996,7.80527,5.66028,4.14839
UID_48_29_8_all-25,-126.086,-44.9278,4.75091,48.0601,7.60951,-3.35995,13.7991,3.99301,-0.236929,-15.0502,7.3388
UID_48_29_9_all-4,-31.7936,-120.66,3.58328,-10.5025,-7.05404,3.34278,6.36514,4.77538,-9.05643,-1.34713,-6.74992
UID_48_2_10_all-11,-133.582,-29.8707,6.24178,50.7369,23.783,-5.02494,1.12542,-3.1254,1.43684,3.8028,11.9449
UID_48_2_11_all-3,-129.895,-45.653,-7.61223,33.5111,13.1349,-4.44368,1.52711,0.442711,0.763943,-1.30409,-1.89403
UID_48_2_1_all-26,-186.68,78.0311,29.1455,37.7739,-0.411967,0.26318,-14.0735,18.3544,-12.3597,5.06849,5.89289
UID_48_2_2_all-2,570.642,-697.023,-12.1188,-157.111,-24.1774,43.2662,-28.6604,-1.70096,20.9561,-15.967,10.3187
UID_48_2_3_all-20,-103.736,20.8791,44.6091,3.88579,-10.6425,7.44326,-28.6889,10.6777,-4.62163,27.7603,0.83352
UID_48_2_4_all-4,-81.2285,-91.7167,2.94668,18.2907,2.36581,-1.31955,-7.07652,8.48449,-1.17237,-7.25671,0.962895
UID_48_2_5_all-7,-34.9191,-87.2104,7.3858,-3.11325,-10.798,-0.687586,26.437,-5.33296,16.0115,0.0731299,2.79825
UID_48_2_6_all-8,-140.309,46.0441,30.8172,45.2445,15.7402,2.01056,-17.9944,6.15129,-2.24367,21.3443,22.1578
UID_48_2_7_all-28,-180.78,13.6047,-4.34239,39.5951,13.9556,-20.4876,-16.5042,-5.46268,-6.8983,12.5483,-3.95273
UID_48_2_8_all-22,-230.557,65.7238,2.91271,58.8659,13.4585,-21.9154,-26.7085,-6.4236,-24.0525,3.26698,-0.751194
UID_48_2_9_all-10,-218.42,52.0961,-15.9798,42.9704,15.8196,5.73254,13.0931,0.152922,-9.56747,-4.45093,-8.46215
UID_48_30_10_all-33,-76.6213,-52.4472,13.9485,4.25512,-3.04777,13.3721,1.50383,7.0795,-12.8236,2.37488,-5.71391
UID_48_30_1_all-5,-62.0156,-79.0123,-0.422121,40.5164,19.6091,26.7979,45.7523,30.4158,2.15452,-13.48,13.6701
UID_48_30_2_all-12,-110.394,-45.5665,5.96379,13.4133,-6.99635,4.59614,-7.2993,11.5398,-6.04946,-9.13675,-7.13606
UID_48_30_3_all-13,-41.3642,-43.4563,13.4625,-22.6949,-7.15759,21.814,45.8964,6.70241,-2.43915,-0.844446,2.64841
UID_48_30_4_all-28,-123.022,-36.4937,-2.70599,38.4052,0.0587474,3.54541,-5.64991,5.04339,-1.84472,5.33433,-7.97471
UID_48_30_5_all-15,-49.9687,-97.7169,-3.2879,12.0947,17.2136,10.7383,4.06033,4.06463,11.8928,7.73675,13.7421
UID_48_30_6_all-11,-39.8723,-131.498,-5.19339,13.4086,5.38111,4.09533,-3.2508,5.12984,6.33081,-1.74265,5.01828
UID_48_30_7_all-2,14.7366,-184.07,-2.88952,2.27501,3.48775,8.31953,5.6549,9.53903,1.20101,-12.1341,0.980755
UID_48_30_8_all-31,-125.536,-19.5009,6.37061,12.3742,-8.22383,5.10813,-1.23439,10.9308,-6.60592,0.0331007,-5.55579
UID_48_30_9_all-3,-2.30439,-34.4081,30.7454,-49.7836,-38.3954,19.7968,57.5749,3.24177,-10.8874,6.64255,-23.7578
UID_48_31_1_all-6,77.7058,237.242,-38.7981,-175.305,110.958,77.7479,-120.207,48.0254,25.5704,-35.5123,76.5837
UID_48_31_2_all-2,72.2705,233.348,85.5639,-187.873,-109.795,60.1019,9.75555,43.1084,25.5264,40.6278,9.8143
UID_48_31_3_all-2,-66.2481,187.922,-82.5272,-146.108,-31.0623,-11.0972,-6.02677,-24.511,-20.2689,-27.8636,-31.4409
UID_48_31_4_all-2,-44.2277,-108.787,-7.31362,-0.995998,-5.77971,-6.3961,-9.24486,-2.63406,-5.62322,-13.3511,-6.13754
UID_48_31_5_all-25,-127.449,0.892039,-13.4784,35.3359,28.31,-1.42727,-16.059,-15.8707,2.37758,13.1686,6.39085
UID_48_31_6_all-8,-79.8568,-41.1321,32.1301,7.33101,-22.8727,20.1091,12.9142,-4.80726,-19.3444,3.80725,-7.94637
UID_48_31_7_all-5,182.675,318.288,38.4275,-130.935,115.482,202.712,-96.7691,6.04545,167.492,173.123,64.1699
UID_48_31_8_all-3,-34.2015,-117.48,-3.67855,16.6871,-0.550325,15.4468,24.4748,10.9794,-5.60548,-9.2161,-7.42551
UID_48_31_9_all-5,-65.179,-84.5626,20.7039,13.9845,-6.01343,-19.9953,15.3491,-15.3552,34.1732,11.346,12.1064
UID_48_32_1_all-8,-128.789,119.134,-14.3012,106.111,96.6504,30.8621,5.00428,14.8163,-30.2341,19.5931,11.2545
UID_48_32_2_all-4,-92.11,-24.7923,20.018,18.5751,9.91914,7.91495,-19.6667,14.7207,-3.58408,12.8459,13.6022
UID_48_33_10_all-10,-23.8538,-103.73,0.164338,-18.8408,-16.8352,14.3351,-15.0146,36.1339,20.095,-11.6828,0.155939
UID_48_33_1_all-3,15.7803,78.8419,-10.5738,-131.511,-22.7969,7.04402,68.6541,-12.7125,3.70092,-33.3313,3.64053
UID_48_33_2_all-5,-229.333,97.2272,3.37727,52.1446,20.8187,17.9841,-11.8833,44.3724,-3.32708,19.3505,8.68156
UID_48_33_3_all-28,-85.5333,3.71466,17.3839,-12.6919,-17.371,-23.4955,40.8366,-9.58654,18.7427,0.865282,-1.78845
UID_48_33_4_all-10,-21.9689,-54.3457,-18.2147,-2.53204,42.8924,45.3722,-22.4377,35.5264,14.9849,30.2358,34.5794
UID_48_33_5_all-10,57.4042,-63.1734,18.8567,-53.9192,-64.8887,-4.09692,-9.48408,-24.0005,15.2436,7.6208,-17.1555
UID_48_33_6_all-10,-31.321,-69.1818,-24.4466,-18.8238,-14.9974,0.434922,1.52899,-40.9368,4.4704,3.85905,-12.8487
UID_48_33_7_all-23,-52.1282,-104.817,6.27423,3.02601,-7.83214,3.64896,-10.3972,7.09853,-6.73331,-1.14987,-5.19847
UID_48_33_8_all-29,-198.918,106.618,20.0089,17.6282,-21.7707,3.90967,-3.04586,7.20847,-0.177377,3.85028,-9.25274
UID_48_33_9_all-7,3.26784,-97.9267,29.9668,-27.8207,-47.8656,3.2089,17.3251,-1.72268,11.3995,-6.56189,-4.6232
UID_48_34_1_all-16,-135.626,-19.0312,12.7578,20.9639,-8.33127,-1.91902,-5.12596,12.4599,-6.58317,-6.98657,-3.61124
UID_48_34_2_all-28,-242.166,157.371,47.1503,34.4403,-24.3482,-0.967851,-2.79292,27.9338,-10.7248,3.23574,4.41376
UID_48_34_3_all-18,42.6878,237.929,-38.8738,-221.82,36.2978,13.1049,111.673,26.1347,51.8256,-71.4743,11.239
UID_48_34_4_all-19,-159.574,-19.0956,-5.59212,56.2764,28.0154,-4.50949,1.46658,-5.63654,-4.37911,7.40527,8.24092
UID_48_34_5_all-16,-90.7151,-67.8184,1.70648,25.3696,5.03002,-2.34498,8.95869,-4.8668,-1.92361,-5.02915,-1.6204
UID_48_35_1_all-3,-0.210759,-74.4856,33.7553,-8.05225,-13.2146,8.63093,6.16414,7.28564,17.5572,14.5066,15.4388
UID_48_35_2_all-6,-81.2067,-35.7711,-0.904807,9.92089,-20.1347,-18.7503,-45.5763,-22.4417,2.55171,6.7211,-11.0119
UID_48_35_3_all-5,928.45,161.952,-58.3422,205.081,22.0382,-9.56897,37.7959,-15.9875,-10.2791,1.32402,13.3514
UID_48_35_4_all-8,24.4759,-4.51082,-87.6904,-77.3734,41.2419,47.3398,-13.3728,-28.3566,-16.092,-65.9848,7.69092
