Contour,Mode 1 (normalized),Mode 2 (normalized),Mode 3 (normalized),Mode 4 (normalized),Mode 5 (normalized),Mode 6 (normalized),Mode 7 (normalized),Mode 8 (normalized),Mode 9 (normalized),Mode 10 (normalized),Mode 11 (normalized)
UID_45_24_7_all-22,-0.749803,0.671233,0.199776,0.392539,0.246662,-0.448815,1.11091,0.438489,-0.820825,0.114712,-0.377502
UID_45_24_8_all-11,-0.155892,0.100599,0.728466,-0.315066,-0.593807,0.388935,-0.530999,0.233565,-0.225522,0.584094,-0.034087
UID_45_24_9_all-10,-0.531456,0.161876,-0.180625,0.0921082,-0.620442,0.225449,0.662081,0.221224,0.249898,0.479694,-1.97531
UID_45_25_10_all-9,-0.422401,0.575684,-0.979455,-0.298516,0.488747,0.187248,-0.572509,-0.371799,0.680576,-1.20251,-0.0895921
UID_45_25_11_all-5,0.0201813,1.76029,-1.2672,1.50713,0.241901,0.23453,0.102018,6.0338,-0.755993,2.50012,1.78931
UID_45_25_12_all-24,-0.588871,-0.0291665,-0.0414959,0.349441,0.121076,0.0955353,0.405797,-0.0618394,-0.541243,0.0954779,-0.479166
UID_45_25_13_all-9,-0.466451,0.143351,0.408418,0.237628,-0.134472,0.000589504,0.79915,0.578357,0.787284,-0.321988,1.11308
UID_45_25_1_all-11,-0.541578,0.186644,-0.200721,0.0809918,-0.635533,0.267587,0.626117,0.329576,0.373838,0.475489,-1.96335
UID_45_25_2_all-13,-0.589061,0.00929561,0.0962033,0.223732,-0.269287,0.119545,0.313225,0.0783477,-0.21846,0.0057316,-0.403498
UID_45_25_3_all-6,3.08004,-0.570634,3.73917,0.589157,5.25094,-2.4884,-0.709287,-1.15811,4.29142,-1.93893,-7.07117
UID_45_25_4_all-10,1.22085,1.41463,-2.85735,0.326154,0.878028,0.0237953,0.782761,1.71749,-1.5171,0.496812,-2.03673
UID_45_25_5_all-8,-0.516058,0.822106,-0.246811,0.629554,0.906065,-0.287014,0.835534,-1.06791,0.820251,-0.253549,1.29941
UID_45_25_6_all-15,-0.304828,-0.260431,-0.136103,0.647095,0.422603,0.190319,-0.280246,-0.14196,0.0553789,0.235784,0.145944
UID_45_25_7_all-15,2.79329,0.955914,2.00825,1.07878,0.202584,-2.00394,-0.758394,1.42383,-2.04002,-1.20509,-1.0837
UID_45_25_8_all-12,-0.562012,-0.0572793,0.0456537,0.529312,0.51811,0.00683709,0.250185,-0.0206053,-0.305542,0.0656513,0.184454
UID_45_25_9_all-19,-0.301494,-0.284926,-0.000556239,0.307455,-0.236595,-0.2744,0.132041,-0.155828,0.519439,0.823551,-0.86604
UID_45_26_1_all-13,-0.385893,1.44058,0.922729,-2.48047,0.990206,-2.41906,-1.98219,-2.44143,-2.95904,-1.40236,-0.915454
UID_45_26_2_all-11,-0.527556,1.81631,-0.0154851,-0.31846,0.979896,-0.193075,0.617571,0.266878,0.577873,-0.304651,1.72659
UID_45_26_3_all-19,-0.537343,0.239054,0.169645,0.0965885,-0.411701,-0.543776,0.212896,-0.99292,0.143755,1.03582,-0.969888
UID_45_26_4_all-17,-0.518636,0.216054,0.306351,0.0575216,-0.780935,0.264295,0.180042,0.477921,-0.154138,-0.00241765,-0.750109
UID_45_26_5_all-6,-0.74084,1.13433,0.453803,0.506499,-0.611907,-0.168136,-0.485419,-0.413825,0.260992,1.04256,-0.27181
UID_45_26_6_all-21,-0.681109,0.484457,0.376426,0.0643495,-0.234927,0.292948,-0.118674,1.13412,-0.136273,-0.0295852,0.272343
UID_45_27_1_all-17,1.52929,-0.0787262,-3.7239,2.88444,-4.37027,-3.95811,3.50565,2.95923,1.02198,-2.53058,0.38331
UID_45_27_2_all-9,-0.319108,-0.300063,0.0594455,0.136819,-0.0472181,-0.2605,0.231378,-0.483979,0.355746,0.329325,-0.175162
UID_45_27_3_all-36,0.731372,2.71796,-3.83964,-2.75279,1.56922,-1.74255,-1.55623,-4.14408,1.75823,-0.195867,-0.253714
UID_45_27_4_all-4,-0.517254,1.99517,-0.316745,-0.561531,0.704299,-0.652724,3.0096,-1.68428,0.78563,-0.714167,0.734642
UID_45_27_5_all-17,2.52321,1.57468,1.99247,0.694477,-1.95083,2.32775,-0.770623,-1.04021,2.46842,-0.144533,-1.08314
UID_45_27_6_all-10,2.29506,-0.139628,-4.03717,-2.66965,0.467674,-0.84684,1.96452,-0.943151,-2.77449,2.40134,2.37691
UID_45_28_1_all-15,-0.432359,0.555009,0.253421,1.3476,1.05389,0.168833,1.2171,-0.2541,0.127129,0.627486,1.75793
UID_45_28_2_all-31,-0.598731,1.65926,0.63725,-0.632522,-1.42505,-0.294504,1.27562,0.107007,0.801504,0.483395,-0.864501
UID_45_28_3_all-17,-0.074815,0.0902252,-0.88647,0.133438,-0.0229486,0.361889,0.497886,-0.573308,0.0750258,0.264081,-2.01643
UID_45_28_4_all-10,-0.396968,-0.201487,0.0784654,0.25385,0.0352996,0.108594,0.0194646,-0.395108,0.110062,-0.185191,0.194676
UID_45_28_5_all-12,-0.427584,0.897657,0.350059,-0.699493,-0.839619,0.495371,0.431238,0.0903476,-0.119524,0.188664,-0.6512
UID_45_28_6_all-6,-0.517329,0.0256335,0.279579,0.0357962,-0.272017,0.179502,0.279417,0.272099,-0.768548,-0.273906,-0.478989
UID_45_28_7_all-13,-0.490054,2.86783,0.350498,-2.74386,-1.58991,-0.0286303,1.7415,0.117883,-0.0326653,-0.836447,-0.914197
UID_45_28_8_all-19,-0.290804,-0.507371,-0.278001,0.277526,0.763179,0.494036,-0.570965,0.858593,0.481886,-0.293157,1.24619
UID_45_28_9_all-12,-0.381234,-0.579503,-0.0416685,0.503068,0.0734604,-0.113036,0.0239813,-0.479392,0.360615,0.182213,0.179983
UID_45_29_10_all-6,-0.497859,0.265325,0.313014,0.318322,-0.133573,0.109143,0.17695,-0.0193903,0.249412,0.143706,0.386684
UID_45_29_11_all-19,-0.509189,0.372473,0.408432,0.811161,-0.0655375,-0.416752,0.192046,-0.341683,0.534185,0.158367,0.373534
UID_45_29_1_all-17,-0.246851,2.99269,-0.379283,-1.83953,0.00359033,0.291472,2.98658,-1.09845,2.18045,-2.3321,0.112737
UID_45_29_2_all-10,-0.556056,0.327706,0.357806,0.280212,-0.0958114,-0.0951186,0.112394,0.990121,-0.341161,0.0754694,0.286548
UID_45_29_3_all-12,-0.567591,0.588376,0.0896791,1.2477,0.315401,-0.400988,0.105484,0.785637,1.18347,0.0772282,0.615316
UID_45_29_4_all-9,-0.26012,-0.267219,0.351363,-0.256494,-0.217112,0.190903,-0.0181825,0.0480821,-0.578037,0.191298,0.200699
UID_45_29_5_all-22,-0.61283,1.46839,0.424599,-1.09768,-1.91774,-0.788541,1.33423,0.169466,-0.101496,0.510349,-2.36024
UID_45_29_6_all-8,-0.39379,2.24558,0.750009,-0.803052,-0.257605,1.49484,0.832974,0.619167,-0.905028,-0.606853,0.700995
UID_45_29_7_all-15,-0.399312,-0.286525,0.234512,0.189929,-0.210085,-0.541734,-0.73758,-0.111771,-0.422642,0.477237,-0.32003
UID_45_29_8_all-5,-0.541932,-0.0303945,-0.144434,0.301753,-0.137479,-0.236538,0.560113,-0.418993,0.279416,-0.10937,-0.403978
UID_45_29_9_all,-0.71098,-0.079358,-0.207862,0.888694,0.526012,-0.435935,-0.280415,0.132886,-0.469605,-0.0245339,0.117159
UID_45_2_1_all-12,0.627557,0.970293,-2.3918,1.87037,1.8348,1.74899,-0.731209,2.09574,-1.64442,0.304863,-2.29061
UID_45_2_2_all-24,-0.518221,0.0419017,0.0476675,0.434047,0.145007,-0.273843,0.73725,-0.183279,0.0335418,0.152117,0.110482
UID_45_2_3_all-19,-0.504382,0.591253,0.617295,0.0458288,-0.494776,-0.237666,0.3595,0.445214,0.663868,0.514222,0.542788
UID_45_2_4_all-27,-0.688223,1.60759,0.870364,-0.0341081,-1.01684,0.166982,0.662181,-0.0231472,-0.179983,-0.0602176,-0.128652
UID_45_30_10_all-10,-0.274249,0.0761721,0.282996,-0.37132,-0.82931,-0.389342,0.0509651,-0.0964109,0.572164,0.559887,-0.171565
UID_45_30_1_all-21,-0.617572,0.885432,-0.173075,0.173408,0.131986,-0.0906839,0.0270708,-0.219943,-0.164587,0.307076,0.226346
UID_45_30_2_all-11,2.86751,-0.552478,5.4263,-1.68947,3.19701,0.695947,3.66455,-1.8238,-0.646455,-5.09637,0.630772
UID_45_30_3_all-13,-0.443394,-0.237822,0.19687,0.28162,-0.325979,0.23153,-0.0822238,-0.59773,-0.133941,0.508116,-0.107161
UID_45_30_4_all-31,-0.47735,1.04373,0.607501,-0.885293,-1.66159,-1.28359,0.595033,-0.577434,0.0846359,1.03635,-1.29729
UID_45_30_5_all-15,-0.873627,0.583704,0.0602526,0.919652,0.248728,-0.162779,1.26603,-0.141528,0.404679,0.547228,-0.125459
UID_45_30_6_all-10,-0.819703,1.28199,0.598597,1.19684,-0.306322,-0.672301,0.425443,-0.114344,0.701286,1.10118,-0.412612
UID_45_30_7_all-6,2.71818,-0.0347342,-2.26922,0.948087,-0.815764,-0.891845,4.29813,4.48651,-0.254294,0.860008,0.123441
UID_45_30_8_all-12,-0.315696,0.11066,0.182312,0.165013,-0.206343,-0.705563,0.998102,-1.07266,0.584711,0.955743,0.463005
UID_45_30_9_all-12,-0.0879401,0.316776,0.477916,-0.156582,0.26316,1.11155,-0.464288,1.20654,-0.392673,1.49094,0.199827
UID_45_31_10_all-17,1.89843,-0.200341,-2.9291,1.16723,2.60788,0.40862,0.245682,3.53208,-0.392484,2.53467,-0.50171
UID_45_31_11_all-9,-0.528895,-0.192842,0.237351,0.874613,0.469618,0.00789257,0.301646,0.348164,0.118188,-0.0239847,0.863261
UID_45_31_12_all-14,-0.498641,0.574722,-0.0328065,0.335688,-0.0731258,-0.142771,1.79243,-0.904689,0.606718,-0.337255,0.0557752
UID_45_31_13_all-10,-0.103726,0.902212,-0.23044,-2.18666,1.09288,-1.88996,-1.35585,0.0417916,0.464452,0.640898,1.72137
UID_45_31_1_all-12,-0.111439,0.398063,-0.223202,-0.687925,0.251271,-0.159843,-0.681305,-0.824574,-0.926832,-0.313076,0.104579
UID_45_31_2_all-14,0.0264366,1.33593,-0.534258,-0.0746097,0.502719,-1.08646,1.48847,-2.57385,0.701801,0.494637,0.461472
UID_45_31_3_all-7,0.262968,0.993265,-0.890714,-3.74712,2.45891,-3.47245,-1.59615,-1.62087,-2.86164,1.17834,0.0522021
UID_45_31_4_all-12,-0.394463,-0.432177,0.106559,0.760409,0.199051,-0.125483,0.778543,-0.0957841,0.541522,-0.196443,0.595276
UID_45_31_5_all-7,-0.808779,1.63125,0.297044,0.495975,-0.341402,-0.297967,-0.975404,-1.21064,1.94409,-0.27561,-0.327302
UID_45_31_6_all-13,-0.327756,1.33068,-0.24967,-1.55909,0.0312028,1.74973,0.974437,-1.12559,-2.32019,-3.87316,0.190422
UID_45_31_7_all-7,-0.463366,0.153823,0.0943723,0.387172,-0.240382,0.221943,0.425482,0.220942,0.524442,0.25887,-0.578337
UID_45_31_8_all-15,-0.381676,-0.198698,0.264302,-0.00676045,-0.243745,0.0611097,0.305968,0.177276,0.0771474,0.162254,-0.273623
UID_45_31_9_all-19,-0.307013,1.9204,1.22841,-3.27345,0.617743,-1.8415,-2.69689,1.92871,1.40217,1.74183,0.528808
UID_45_32_1_all-14,-0.595442,0.000937069,0.115235,0.433626,-0.277235,0.0746707,0.376879,0.305816,-0.112008,-0.553428,-0.247955
UID_45_32_2_all-23,-0.452671,0.237924,0.205017,-0.268337,-0.606001,0.322017,0.545334,0.0502506,-0.67039,-0.151715,-1.11337
UID_45_32_3_all-11,-0.265001,-0.234413,0.38561,-0.250869,-0.225148,0.190852,-0.031152,0.0944478,-0.52339,0.198099,0.214866
UID_45_32_4_all-23,-0.236775,-0.263313,0.200663,0.0989203,-0.225941,0.0871768,0.196523,-0.19486,0.509873,0.0521407,0.271814
UID_45_32_5_all-3,-0.607331,0.23092,0.138179,0.879123,0.141409,-1.11862,0.468247,0.382183,0.816856,0.436811,0.144957
UID_45_32_6_all-20,0.833324,1.48285,-1.00306,1.56437,1.20789,1.88667,-0.161494,1.98538,-1.87058,-3.35247,-4.44538
UID_45_33_10_all-11,-0.536916,1.64858,0.897812,-0.695101,-0.916175,-0.236104,1.4153,1.12447,0.91384,0.802342,-0.362459
UID_45_33_11_all-4,-0.477721,-0.0160463,-0.0184069,0.420083,0.0885319,0.296259,-0.180007,-0.208049,0.0595357,-1.09984,1.73744
UID_45_33_12_all-10,-0.185018,0.836518,-0.782319,-0.332527,1.72767,0.332379,1.10125,-1.79793,1.20621,-0.0333189,0.694569
UID_45_33_13_all-19,-0.448346,0.0385922,-0.153257,0.457265,0.49644,-0.80442,-1.34663,-0.770421,-0.974297,-0.00528395,0.327428
UID_45_33_14_all-13,0.0230032,2.44955,1.44454,-3.70137,-2.17124,-0.830274,0.847806,-0.99876,-0.191163,1.09807,-3.01727
UID_45_33_15_all-5,-0.512987,0.304342,-0.229003,-0.0709742,-0.112928,-0.0811525,0.207278,-0.437901,-0.7182,-0.445074,-0.244339
UID_45_33_16_all-6,-0.181626,0.556681,0.603481,-0.937145,-0.333272,0.154076,2.49431,-1.06994,1.40749,1.10665,0.802972
UID_45_33_17_all-6,-0.240132,0.967033,-0.760164,-0.757774,0.0542129,-0.796135,1.3326,-1.99778,-0.422144,-1.29309,-0.298581
UID_45_33_18_all-8,-0.443156,0.517887,-0.461597,0.539434,0.831367,1.33145,-0.110617,0.977445,0.144401,0.500475,0.0322571
UID_45_33_1_all-12,2.82129,-1.72789,3.22408,-1.2288,1.97993,-4.01793,4.08611,0.44671,2.71579,2.91681,2.96525
UID_45_33_2_all-14,-0.482991,0.777783,-0.347582,-0.141555,0.714137,-1.44054,0.855418,-1.15488,-0.366228,0.545783,0.403434
UID_45_33_3_all-21,1.99101,-0.922086,-5.2404,0.405893,-2.23207,-1.51461,-0.393761,1.65439,1.23423,-0.436458,-0.716341
UID_45_33_4_all-11,3.01558,0.0603374,-2.96415,2.36725,6.54391,-3.58599,-4.94828,4.49731,1.54585,-1.79862,-2.89136
UID_45_33_5_all-8,0.246518,1.24975,-1.04629,-3.23331,1.39168,2.91174,-0.0334348,-2.19607,1.5593,-0.906722,1.56126
UID_45_33_6_all-16,-0.267852,0.45773,0.414548,-0.311222,-1.15358,1.25977,0.763691,0.909136,-0.275815,1.24297,-1.06727
UID_45_33_7_all-11,1.15051,1.06631,-3.34133,-1.33136,2.41931,3.07568,0.12791,-0.862849,-0.765659,-0.203796,-1.28891
UID_45_33_8_all-3,0.057086,2.00658,-2.02457,-0.114551,2.32895,3.03222,0.457371,2.91294,0.490847,1.54189,-0.748651
UID_45_33_9_all-22,-0.637358,0.180459,-0.114312,0.846723,0.341283,-1.50439,-0.425383,-1.68907,0.040796,1.07401,-0.526216
UID_45_34_10_all-12,-0.471533,0.770897,0.43459,0.176597,-0.986428,0.644875,0.566787,0.417861,0.310383,1.34697,-2.40831
UID_45_34_11_all-17,-0.367264,-0.315102,-0.0404597,0.372926,-0.0572792,-0.0226959,0.173175,0.00568964,0.786475,0.103136,0.366692
UID_45_34_12_all-16,-0.15925,0.047259,-0.412319,-0.60977,-0.237498,-0.614809,1.18079,-1.47428,0.392369,-0.129863,-0.701226
UID_45_34_13_all-17,-0.618423,1.11302,0.250331,-0.779735,-0.941281,0.702431,1.0691,-0.207683,-1.13711,-0.455152,-1.35648
UID_45_34_14_all-16,-0.344701,-0.0527944,-0.680755,0.40131,0.842572,-0.0905967,-0.355796,-1.62545,0.305815,-0.243921,-0.0990755
UID_45_34_1_all-13,-0.83068,0.994232,0.167262,0.594303,0.0294246,-0.639475,-0.320247,-0.0133175,-0.928264,-0.28455,0.406839
UID_45_34_2_all-12,-0.341289,-0.0416494,0.360519,-0.461356,-1.05392,0.225751,-0.142034,0.199345,0.0271552,0.13981,-0.857337
UID_45_34_3_all-18,-0.410818,-0.158613,0.0786403,-0.143535,-0.538743,0.243334,-0.0779328,0.153178,-0.00584656,0.0980129,-0.682443
UID_45_34_4_all-6,-0.343943,1.39848,-1.25436,0.699581,0.0884697,0.445919,2.78729,0.57507,0.368862,-1.94506,-1.508
UID_45_34_5_all-38,-0.868226,1.20667,-0.641256,0.337585,1.41131,-0.386383,-0.349743,-0.346548,-0.997329,-0.897854,1.41709
UID_45_34_6_all-18,-0.412707,0.746393,-0.317438,-0.708225,-0.238587,-1.62766,0.78896,-1.76805,-0.985971,0.404666,-0.925543
UID_45_34_7_all-17,-0.50919,0.518777,-0.253068,-0.501319,-1.31773,0.404301,0.408006,-0.720553,-0.91343,-0.548998,-1.2731
UID_45_34_8_all-28,-0.720184,1.00254,0.129903,0.605885,0.788143,0.27397,1.85095,-0.474675,0.708655,1.02019,0.590674
UID_45_34_9_all-23,-0.878555,0.611337,0.104745,0.740044,0.0258626,-0.290963,0.166017,0.317688,-0.0713692,-0.309136,0.21875
UID_45_35_10_all-9,-0.282198,1.33124,-0.34438,0.297603,-0.13203,1.2688,-1.60131,1.81226,-0.422478,1.06245,-1.54471
UID_45_35_11_all-13,-0.322337,0.293341,0.34663,-0.548373,-0.8117,0.295807,0.903734,0.161345,0.430223,-0.0644302,-0.318307
UID_45_35_12_all-8,-0.502956,-0.0582772,0.160708,0.326625,-0.257382,0.110157,-0.0818812,0.129981,-0.422881,-0.00355548,-0.689379
UID_45_35_13_all-7,-0.242271,1.00682,0.00843518,-0.769238,-0.0702195,0.731665,0.997578,-0.71615,-0.0451359,-1.01468,-0.313953
UID_45_35_14_all-2,2.00911,-5.27695,-0.104094,-2.23086,-0.430472,0.856225,-0.680042,-0.0393763,0.608067,-0.529696,0.360565
UID_45_35_15_all-25,0.153652,2.70222,-2.88019,-2.48897,1.36057,1.4518,-0.25815,-2.07137,0.751436,-4.24745,0.105456
UID_45_35_1_all-22,1.82038,-3.22119,-3.03967,-1.33096,-2.3421,-6.16755,-0.779337,-2.54601,-2.46525,1.52689,-2.90762
UID_45_35_2_all-19,-0.432712,-0.0956652,-0.0341941,0.00820373,-0.422081,-0.303385,-0.437073,-0.245158,0.296825,0.240466,-0.372598
UID_45_35_3_all-11,1.51859,0.316615,-4.22528,-0.276913,0.258254,-2.19003,1.3395,-0.540352,0.246993,-0.290152,-1.59769
UID_45_35_4_all-8,-0.513834,-0.384083,-0.216731,0.831477,0.369489,-0.301655,-0.0713083,-0.546466,0.435355,0.105121,0.107718
UID_45_35_5_all-10,-0.35683,0.77052,0.1101,-0.865011,0.192475,-0.247679,0.254573,-0.58077,1.72871,0.846248,-2.76885
UID_45_35_6_all-15,-0.469766,0.799386,0.307905,0.448172,0.617268,0.521108,0.16917,-0.0190179,-0.61533,0.480795,0.312136
UID_45_35_7_all-11,-0.582449,0.524061,0.562261,-0.486376,-0.638247,-0.113802,0.0556354,-0.258378,-0.646859,0.117158,-0.865265
UID_45_35_8_all-2,-0.458141,0.0631068,0.18981,0.471691,0.070013,0.0634965,0.153116,-0.196126,-0.142425,-0.480407,0.359106
UID_45_35_9_all-12,2.1747,-0.901458,0.47253,-2.14709,-3.76141,1.43706,-2.40608,-0.513984,1.34182,0.139264,-1.59845
UID_45_3_1_all-15,-0.260631,2.86865,0.0313293,-2.37129,0.67976,0.155914,-2.05936,-0.363598,-1.01815,-0.449539,0.452742
UID_45_3_2_all-30,1.73985,0.647283,-3.71148,0.483589,-5.11127,-3.80473,1.6534,-0.358954,-0.0854766,-0.16918,-0.672906
UID_45_3_3_all-18,-0.55908,0.605399,0.579239,0.101556,-0.515746,-0.31046,0.452879,0.370462,0.662234,0.424755,0.413193
UID_45_4_1_all-12,-0.601281,1.64553,-1.20836,-0.603972,0.129704,-0.306073,1.324,-2.20778,-0.0170241,1.1234,-1.36213
UID_45_4_2_all-17,-0.345581,2.41205,-0.0193277,-2.10643,0.244889,0.0656586,-0.977605,-0.106486,-0.931292,-1.28264,1.0767
UID_45_5_1_all-18,-0.268691,2.53497,-0.859485,0.441775,0.506791,0.570718,2.26865,-0.426702,2.50598,-0.300635,0.32401
UID_45_5_2_all-14,-0.702735,-0.0171495,-0.0269548,0.789403,0.118403,-0.0125599,0.0886738,0.302614,-0.22057,-0.262827,-0.199948
UID_45_6_1_all-18,-0.483956,0.378383,0.344459,-0.210399,-0.621983,0.232343,0.782945,0.271563,0.362114,-0.231481,0.0507279
UID_45_6_2_all-9,-0.285277,1.15521,-0.302087,-0.0992265,-1.75689,-0.65192,-0.399869,-2.38936,0.615906,0.916802,-0.993677
UID_45_7_1_all-17,-0.527141,-0.208598,0.0785037,0.383474,-0.0725736,-0.146301,-0.0622037,0.0810681,0.0574278,0.111595,-0.302889
UID_45_7_2_all-15,-0.617373,0.348774,0.467181,0.510661,-0.278638,-0.00933193,0.589414,0.477237,-0.132553,-0.777061,0.665281
UID_45_7_3_all-20,-0.674533,0.0113895,0.0933549,0.718111,0.219436,-0.254321,-0.558388,-0.388373,-0.663178,0.286786,-0.236045
UID_45_7_4_all-17,-0.536517,-0.18699,-0.0551344,0.625235,0.0397704,0.120498,0.450769,0.0439259,0.532528,-0.122012,0.417163
UID_45_7_5_all-11,-0.510971,1.11841,0.151983,0.2574,-0.916312,-0.686068,-1.27456,-1.06069,1.03027,1.07644,-0.781254
UID_45_7_6_all-16,-0.463169,0.504287,-0.651756,-0.0412022,0.407288,-0.513536,0.136143,-1.09251,-0.26919,-0.510283,-0.0965795
UID_45_8_1_all-16,-0.457056,0.330072,-0.534512,0.0816463,0.117926,-0.685377,0.0814489,-1.65203,0.249984,-0.125839,-0.36394
UID_45_8_2_all-6,-0.583944,1.70055,0.0741835,-1.13185,-1.55007,-1.39965,-0.381542,-0.0413944,0.859635,0.584494,-0.52645
UID_45_8_3_all-20,-0.27796,2.50951,-0.858634,-1.94465,1.13911,-2.23597,2.82036,-1.19444,-0.74589,-0.279849,1.10953
UID_45_8_4_all-3,-0.929264,1.20584,0.186926,0.344954,-0.392531,-0.32102,1.46438,-0.443687,0.43023,0.117713,-0.64024
UID_45_9_1_all-18,-0.705636,0.226753,0.0179864,0.452216,-0.186773,-0.410002,0.098064,-0.0350865,0.27133,0.436981,-0.231599
UID_45_9_2_all-20,-0.767372,0.537795,0.288894,0.773103,0.0933693,-0.113697,0.721521,0.434231,0.336911,-0.197669,0.623337
UID_45_9_3_all-10,-0.662627,-0.0158944,-0.0598766,0.649081,0.0858387,-0.127787,-0.266003,-0.0113969,-0.108923,0.247226,-0.113401
UID_45_9_4_all-15,-0.663995,0.222379,0.090156,0.812084,0.12612,-0.871956,0.105481,-0.335974,-0.388072,0.485612,0.495671
UID_45_9_5_all-8,-0.858078,1.51386,0.538704,-0.276391,-0.706402,0.146626,1.13001,-0.335817,-0.361861,0.244737,-0.866976
UID_45_9_6_all-8,1.31288,0.981055,-2.77927,-0.435667,4.1077,0.0540487,-2.30122,-0.577101,0.339823,2.82912,-1.59949
UID_45_9_7_all-14,-0.622926,0.0978111,0.109667,0.300003,-0.30981,0.0077639,0.154547,0.286487,-0.0169968,-0.196163,-0.382338
UID_48_10_1_all-17,2.6039,-1.3349,1.87595,-0.553735,2.66445,-1.08452,-0.431411,-0.383617,-3.50164,4.69682,8.95715
UID_48_10_2_all-17,3.2458,-0.0231562,0.977054,2.37571,1.06502,1.67431,2.15473,1.16072,-1.38379,-1.5778,0.93991
UID_48_10_3_all-17,0.045924,-0.583148,0.496813,-0.228735,-0.429051,0.170979,-0.515629,0.138626,0.323495,0.638464,0.107843
UID_48_10_4_all-20,-0.384186,-0.0231571,0.288374,0.141068,-0.0996686,-0.0825091,0.761953,-0.263292,0.790335,0.514807,0.353486
UID_48_10_5_all-17,-1.04265,0.865041,0.130591,0.986927,0.16659,-0.282677,-0.0751133,0.351415,-0.305684,0.155606,0.107782
UID_48_10_6_all-32,-0.916367,1.4913,1.14138,0.0185933,-1.22368,0.294045,0.342826,0.0113333,-0.107272,0.374525,0.276908
UID_48_10_7_all-13,-0.084293,0.881916,-1.32672,-0.744581,1.16561,-0.775442,0.855354,-1.82562,0.744686,0.136669,0.0756615
UID_48_10_8_all-17,-0.689111,0.706953,0.173336,0.443353,-0.378369,-0.0868568,0.405082,-0.0262347,-0.00029074,1.30947,-1.80076
UID_48_10_9_all-10,-0.265818,-0.410911,-0.312839,0.309056,0.575484,0.0221598,-0.0840892,-0.875521,0.0446357,-0.307095,0.150969
UID_48_11_10_all-9,-0.0289956,-0.88547,0.226498,-0.56566,-0.594818,0.189271,-0.467189,0.0754567,-0.3506,-0.0372486,-0.605602
UID_48_11_1_all-7,3.30215,0.320251,0.210048,1.93423,1.34826,-0.264231,0.0407279,-1.73325,-0.578356,1.26024,1.73022
UID_48_11_2_all-17,-0.349226,-0.182423,0.236048,-0.0893757,-0.299235,0.201654,0.00396806,0.0106545,-0.0879123,0.229151,-0.162015
UID_48_11_3_all-9,-0.804501,0.387433,0.177138,0.708637,-0.00311423,-0.201726,-0.0601598,-0.0642762,-0.251456,-0.376581,-0.133458
UID_48_11_4_all-28,-0.457203,-0.151984,0.200991,0.291976,-0.065617,0.154543,0.0832586,0.583727,-0.135546,-0.0641975,0.21358
UID_48_11_5_all-26,-0.732369,0.693463,0.180198,0.368218,-0.470643,-0.301325,0.486801,-0.358053,-0.0157846,0.867648,-1.36537
UID_48_11_6_all-21,-0.466719,-0.268833,0.137204,0.36112,0.0184311,-0.360003,-0.403879,-0.223994,-0.370478,0.279056,-0.734017
UID_48_11_7_all-26,-0.114752,-0.242917,-0.683664,-0.0463326,0.755729,0.0761084,-0.00863655,-1.25776,0.173631,-0.865658,0.225547
UID_48_11_8_all-10,-0.295158,-0.855422,-0.0197935,0.331443,0.212381,-0.048942,-0.0957386,0.202779,-0.0508521,-0.354224,0.12255
UID_48_11_9_all-19,-0.44869,-0.623941,-0.0632794,0.607331,0.163274,-0.0128814,0.146337,0.19036,0.207968,-0.240588,0.233974
UID_48_12_1_all-4,-0.128252,-1.06133,-0.253716,-0.000817901,-0.061704,0.155337,-0.652245,-0.0192529,0.145004,-0.167384,-0.0765871
UID_48_12_2_all-22,-0.54916,0.0333338,-0.0388499,0.6915,0.49223,0.388645,-0.239962,0.787325,0.618973,1.22821,0.784341
UID_48_12_3_all-6,-0.161356,-0.701591,0.0998286,-0.104394,0.0752933,0.437387,-0.465418,0.469424,-0.293573,0.398585,0.211529
UID_48_12_4_all-15,-0.312679,-0.631918,0.0624446,0.615382,0.0237401,0.0455028,0.348014,0.436163,0.0372765,-0.354318,0.15715
UID_48_12_5_all-5,-0.0463014,-0.79925,0.120814,-0.328779,-0.562203,-0.109476,0.12218,-0.170779,0.653098,0.217214,-0.334065
UID_48_12_6_all-4,0.078875,-1.23007,0.148519,-0.118054,0.160134,0.196308,0.0604783,0.23482,0.010369,-0.0152902,0.520967
UID_48_12_7_all-4,-0.377989,-0.376196,-0.117623,0.113735,0.328469,0.955303,-0.9844,1.04482,-0.893384,1.29711,-0.0135605
UID_48_12_8_all-14,-0.581352,-0.071312,-0.0636491,0.640332,0.153904,-0.208339,0.170676,-0.376401,0.258667,0.16801,-0.28883
UID_48_12_9_all-13,1.80311,-4.34555,-0.307217,-1.71893,0.517021,1.56168,-1.15892,-0.932864,0.815621,-0.876347,1.33602
UID_48_13_1_all-6,-0.0983565,-1.08282,-0.27481,0.010976,-0.035924,0.123455,-0.725258,-0.00453474,0.228006,-0.263261,-0.0115202
UID_48_13_2_all-20,-0.521742,-0.00246494,-0.00441537,0.627103,0.430776,0.34298,-0.259625,0.721985,0.669934,1.31465,0.784119
UID_48_13_3_all-17,-0.134525,-0.744437,0.196615,-0.159036,-0.0102776,0.332046,-0.411884,0.329415,-0.343936,0.301595,0.18639
