Contour,Area,hem2Model (normalized mode 1),hem2Model (normalized mode 2)
UID_H40_6_2_hem-7,37445,-0.769,1.06277
UID_H40_6_3_hem-11,40928.8,-0.613078,1.94151
UID_H40_6_4_hem-23,39691.6,0.730913,3.74068
UID_H40_6_5_hem-8,24964.9,-0.20005,-0.485947
UID_H40_6_6_hem-7,30905.3,-0.576761,-0.163831
UID_H40_7_1_hem-23,30889.8,-0.372817,0.60099
UID_H40_7_2_hem,4726.76,3.41902,1.68477
UID_H40_7_3_hem-17,36883.6,-0.860836,0.29375
UID_H40_7_4_hem-13,25204.4,-0.153067,-0.108171
UID_H40_7_5_hem-7,24984.8,-0.160905,-0.227324
UID_H40_7_6_hem-5,25139.6,0.0859774,0.511676
UID_H40_7_7_hem-9,36861.9,-0.74618,0.986055
UID_H40_8_1_hem-11,27802.3,-0.378125,-0.24502
UID_H40_8_2_hem-10,34217.7,-0.182218,1.30191
UID_H40_8_3_hem-24,31304.4,-0.447026,0.336378
UID_H40_8_4_hem-4,29708.2,-0.377665,0.32007
UID_H40_8_5_hem-2,4835.59,3.33042,1.65387
UID_H40_8_6_hem,36723.2,-0.85459,0.272114
UID_H40_8_7_hem-8,24964.4,-0.149477,-0.159037
UID_H40_9_1_hem-16,39795.8,-0.498915,2.19065
UID_H40_9_2_hem-15,30127.4,-0.48513,-0.0182822
UID_H40_9_3_hem-7,29742.2,-0.376616,0.346095
UID_H40_9_4_hem-5,28406.7,-0.257881,0.404437
UID_H40_9_5_hem,35523.3,-0.809501,0.159663
UID_H40_9_6_hem-7,24715.2,-0.14265,-0.204725
UID_H40_9_7_hem,26384,-0.306906,-0.435831
UID_H40_9_8_hem-11,24789.4,-0.150933,-0.261633
UID_H46_1_1_hem-22,42494.5,-0.835962,2.10086
UID_H46_1_2_hem-8,29772.3,-0.356504,0.323214
UID_H46_1_3_hem-6,42919.4,-1.12799,0.834998
UID_H46_1_4_hem-5,30703.8,-0.428196,0.173494
UID_H46_11_1_hem-2,26758,-0.244159,-0.0511732
UID_H46_12_1_hem-7,31568.8,-0.506156,0.272799
UID_H46_16_1_hem-11,23385.6,-0.0625269,-0.576485
UID_H46_17_1_hem-5,27909.2,-0.351047,0.0680491
UID_H46_2_1_hem-10,44086.8,-0.854805,1.32478
UID_H46_2_2_hem-12,33102.4,-0.580985,0.325132
UID_H46_2_3_hem-10,46703.5,-0.532433,3.16053
UID_H46_2_4_hem-11,37674,-0.764064,0.888328
UID_H46_20_1_hem-2,35898.3,0.759887,2.2897
UID_H46_21_1_hem-3,25504.9,0.139139,0.0328452
UID_H46_21_2_hem-4,31359,-0.224518,0.383376
UID_H46_22_1_hem-3,47662.5,-0.966428,1.60772
UID_H46_25_1_hem-13,30069,-0.47306,-0.0950224
UID_H46_25_2_hem-15,48579.8,-1.22137,1.71817
UID_H46_27_1_hem-2,29726.3,-0.218431,0.668464
UID_H46_27_2_hem,43951.2,-1.06951,1.49141
UID_H46_28_1_hem-7,41985.1,-0.466712,1.30249
UID_H46_3_1_hem-4,25441.9,-0.133789,-0.266332
UID_H46_4_1_hem-20,46031.2,-0.978506,2.04398
UID_H46_5_1_hem,39027.9,3.03161,2.53253
UID_H46_6_1_hem-3,30725.5,-0.036921,1.30448
UID_H46_6_2_hem-12,22624.7,-0.0205308,-0.552455
UID_H46_6_3_hem-7,19795.3,0.230879,-0.775426
UID_H46_6_4_hem-10,32253.5,-0.282024,1.23704
UID_H46_7_1_hem-8,47994.5,-1.23782,1.58621
UID_H48_1_1_hem,16286.5,0.595805,-0.510045
UID_H48_10_1_hem-5,41336.4,-0.702005,1.91772
UID_H48_10_2_hem-7,45586.7,-0.854278,3.20952
UID_H48_10_3_hem-4,24010.5,-0.107285,-0.284407
UID_H48_11_1_hem-4,31721,-0.357788,1.23886
UID_H48_14_1_hem-4,30056.2,-0.100361,0.95843
UID_H48_14_2_hem-4,33337,-0.297241,1.09264
UID_H48_14_3_hem-2,16216.5,1.48128,-0.574092
UID_H48_14_4_hem-19,41638.3,-0.409641,3.02116
UID_H48_15_1_hem-12,12923.7,0.821528,-0.517149
UID_H48_15_2_hem-2,22306.2,0.200778,-0.448599
UID_H48_15_3_hem-8,21885.7,0.0732935,-0.449987
UID_H48_15_4_hem-4,25330.4,0.599331,0.257775
UID_H48_16_1_hem,32164.8,-0.225932,0.371985
UID_H48_16_10_hem-4,31677.2,-0.0208966,2.09428
UID_H48_16_11_hem-6,26218.3,-0.301259,-0.418582
UID_H48_16_12_hem-4,23104.3,-0.0864978,-0.711903
UID_H48_16_13_hem-2,23735.1,-0.129859,-0.576023
UID_H48_16_2_hem,24463.6,0.00449583,-0.000395352
UID_H48_16_3_hem-6,31174.4,-0.288718,1.29014
UID_H48_16_4_hem-6,32378.7,-0.387946,1.08952
UID_H48_16_5_hem-2,26300.9,0.348016,1.78875
UID_H48_16_6_hem,31037.8,-0.127526,0.461019
UID_H48_16_7_hem-5,21652.8,0.0874758,-0.385315
UID_H48_16_8_hem-5,23982.2,-0.0948749,-0.407992
UID_H48_16_9_hem-9,34460.9,-0.42783,1.23173
UID_H48_2_1_hem-29,46159.4,-1.19462,1.31384
UID_H48_2_2_hem-4,30224.5,-0.414328,0.15603
UID_H48_2_3_hem-10,30617,-0.362021,0.583107
UID_H48_2_4_hem-4,40400.5,-0.936908,1.06888
UID_H48_2_5_hem-8,41005.5,-0.207119,2.29429
UID_H48_3_1_hem,19549.1,0.131266,-1.07135
UID_H48_4_1_hem-2,492.71,2.2537,-4.33119
UID_H48_6_1_hem,25036.5,-0.0418938,0.632133
UID_H48_6_2_hem-12,9533.71,2.35895,-0.504861
UID_H48_6_3_hem-15,39164.7,-0.44002,2.23299
UID_H48_6_4_hem,23661.6,-0.131379,-0.549319
UID_H48_6_5_hem-4,25784.4,0.50519,1.85905
UID_H48_6_6_hem-4,29682.2,-0.374356,-0.0791853
UID_H48_6_7_hem-15,21641.9,0.0909921,-0.417717
UID_H48_6_8_hem-9,24507.8,-0.10591,-0.254069
UID_H48_6_9_hem-7,34046.3,-0.396286,1.2714
UID_H48_7_1_hem-2,26963.6,-0.223828,-0.111339
UID_H48_7_2_hem-2,21955.2,0.0166763,-0.63011
UID_H48_7_3_hem-3,21513.8,0.0111124,-0.822187
UID_H48_7_4_hem-20,44000.9,-0.784825,1.45427
UID_H48_8_1_hem-17,35206.9,-0.411584,1.66338
UID_H48_9_1_hem-4,29210.6,-0.165519,0.580628
UID_H48_9_2_hem-4,30261.3,-0.439456,0.158484
UID_H48_9_3_hem-2,29671.9,-0.328815,0.391439
UID_H5_1_1_hem-14,37506,-0.870235,0.432101
UID_H5_10_1_hem-10,31993,-0.583579,0.196942
UID_H5_10_2_hem-16,35477.2,-0.45823,0.71038
UID_H5_10_3_hem-17,37908,-0.929734,0.323199
UID_H5_10_4_hem-22,41361.8,-0.952119,1.20088
UID_H5_11_1_hem-14,26476.5,-0.285188,-0.343045
UID_H5_11_2_hem-5,36789.9,-0.801848,0.513105
UID_H5_11_3_hem-10,33233.5,-0.64281,0.0343912
UID_H5_11_4_hem-14,24146.6,-0.180286,-0.581639
UID_H5_12_1_hem-20,36621.5,-0.807718,0.514244
UID_H5_12_2_hem-11,21174.5,-0.0303867,-0.955355
UID_H5_12_3_hem-21,25606.1,-0.282738,-0.606597
UID_H5_12_4_hem-28,36617.8,-0.860364,0.271901
UID_H5_2_1_hem-6,23121.9,-0.169467,-0.900469
UID_H5_2_2_hem-29,38379.4,-0.698039,1.1995
UID_H5_2_3_hem-19,25479.4,-0.292306,-0.614066
UID_H5_3_1_hem-30,43548.6,-1.15482,0.897619
UID_H5_4_1_hem-16,49398,-0.929269,2.30549
UID_H5_5_1_hem-11,38586.9,-0.793197,1.29362
UID_H5_6_1_hem-15,46099.2,-0.994628,1.99629
UID_H5_6_2_hem-10,28367,-0.395106,-0.114372
UID_H5_6_3_hem-12,29673.4,-0.46415,-0.134549
UID_H5_7_1_hem-28,24126.7,-0.233778,-0.816739
UID_H5_7_2_hem-11,24541,-0.223744,-0.686566
UID_H5_8_1_hem-12,27531.4,-0.404426,-0.45264
UID_H5_8_2_hem-4,31719.7,-0.624867,-0.117334
UID_H5_9_1_hem-16,36887.7,-0.860533,0.403005
UID_H5_9_2_hem-14,46051.7,-1.26385,1.00877
UID_H8_1_1_hem-3,25661.4,-0.295487,-0.554409
UID_H8_1_2_hem-13,25238.4,-0.237187,-0.407671
UID_H8_1_3_hem-11,32669.9,-0.697053,-0.0397217
UID_H8_1_4_hem-18,25138.3,-0.156744,-0.454773
UID_H8_1_5_hem-5,25662.7,-0.252667,-0.314247
UID_H8_2_1_hem-8,32234,-0.395874,0.786883
UID_H8_2_2_hem-7,22069.9,-0.103306,-0.977527
UID_H8_2_3_hem-4,28988.8,-0.334109,0.158601
UID_H8_2_4_hem-10,26311.4,-0.335481,-0.57479
UID_H8_3_1_hem-11,34020,-0.695032,0.216255
UID_H8_4_1_hem-13,26326.8,-0.234509,-0.0916712
UID_H8_4_2_hem-16,29820.7,-0.485737,-0.0724334
UID_H8_4_3_hem-16,28178.2,-0.28282,0.198546
UID_H8_4_4_hem-15,28539.1,-0.330841,0.0296623
UID_H8_5_1_hem-10,27818.6,-0.262868,0.388309
UID_H8_5_2_hem-15,34816.7,-0.349139,1.23476
UID_H8_6_1_hem-7,20714.6,3.18146,0.981138
UID_H8_7_1_hem-2,46320,-1.14082,1.23614
UID_H8_7_2_hem-4,40028.7,-0.656456,0.976871
UID_H8_8_1_hem-7,30752.7,-0.506663,0.151685
UID_H9_1_1_hem-11,27512.1,-0.24339,0.140929
UID_H9_1_2_hem-5,25051.3,-0.279719,-0.691232
UID_H9_10_1_hem-20,29165.5,-0.488658,-0.293327
UID_H9_11_1_hem-12,25934.9,-0.313604,-0.552031
UID_H9_12_1_hem-26,44700,-1.09864,1.32656
UID_H9_13_1_hem-22,35309.2,-0.820011,0.106215
UID_H9_15_1_hem-5,31940.6,-0.657771,-0.139292
UID_H9_16_1_hem-5,45689.7,-1.24413,1.07329
UID_H9_16_2_hem-4,39485.1,-0.945081,0.800272
UID_H9_17_1_hem-2,46601.9,-1.32862,0.935982
UID_H9_18_1_hem-3,32371.9,-0.625159,0.137931
UID_H9_19_1_hem-7,38133.2,-0.872784,0.698055
UID_H9_19_2_hem-15,37388,-0.918228,0.311747
UID_H9_2_1_hem-10,27512.5,-0.391989,-0.412209
UID_H9_2_2_hem-13,26072.9,-0.214227,-0.290111
UID_H9_20_1_hem-4,45801.4,-1.26436,1.01381
UID_H9_21_1_hem-5,42832.3,-1.11279,0.80913
UID_H9_21_2_hem-17,48752.4,-1.40724,1.11038
UID_H9_22_1_hem-2,37732.5,-0.792107,0.663784
UID_H9_22_2_hem-17,32710.4,-0.535575,0.532366
UID_H9_23_1_hem-14,45338.5,-1.10184,1.275
UID_H9_23_2_hem-5,41109.6,-0.771903,1.09321
UID_H9_24_1_hem-16,45432.2,-1.21072,1.07662
UID_H9_25_1_hem-6,47825.6,-1.39907,0.911085
UID_H9_26_1_hem-3,41021.2,-0.972057,0.873824
UID_H9_27_1_hem-2,40167,-0.934093,0.882886
UID_H9_29_1_hem-4,32695.5,-0.716188,-0.146835
UID_H9_30_1_hem-3,31728.7,-0.459027,0.45521
UID_H9_31_1_hem-4,47000.2,-1.17828,1.41181
UID_H9_33_1_hem-12,36889.1,-0.849352,0.444244
UID_H9_34_1_hem-6,34363.6,-0.681037,0.358021
UID_H9_34_2_hem-14,35800.9,-0.799605,0.298937
UID_H9_35_1_hem-5,33644.6,-0.402465,0.669524
UID_H9_36_1_hem-3,39489.8,-0.952608,0.754963
UID_H9_36_2_hem-4,29373.8,-0.479738,-0.201835
UID_H9_37_1_hem-2,35468.1,-0.580197,1.04878
UID_H9_4_1_hem-15,27646.3,-0.334925,-0.131505
UID_H9_4_2_hem-10,34281.7,-0.454962,1.13671
UID_H9_5_1_hem-16,33845,-0.647106,0.42294
UID_H9_5_2_hem-6,29736.4,-0.528269,-0.26049
UID_H9_6_1_hem-9,49021.7,-1.32002,1.35287
UID_H9_6_2_hem-11,20646.1,1.64426,0.301819
UID_H9_7_1_hem-10,40089.3,-0.441017,2.57756
UID_H9_8_1_hem-16,38551.1,-0.81052,1.11593
UID_H9_9_1_hem-15,28457.8,-0.363439,-0.179559
UID_H9_9_2_hem-6,26174.8,0.734937,2.4829
