Contour,Area,hemModel (normalized mode 1),hemModel (normalized mode 2)
UID_H24_28_10_hem-6,22829.7,0.163387,0.051771
UID_H24_28_11_hem-2,18362.5,-0.00269126,1.06944
UID_H24_28_12_hem-2,18505.1,-0.178997,0.659265
UID_H24_28_13_hem-7,20448.5,0.134294,0.774748
UID_H24_28_14_hem-11,34210.6,0.855672,-0.863585
UID_H24_28_15_hem-5,23338.2,0.308085,0.450386
UID_H24_28_16_hem-14,25304.9,0.454842,0.330806
UID_H24_28_17_hem-7,23693.3,0.275384,0.184481
UID_H24_28_2_hem-6,21940.9,0.22214,0.644593
UID_H24_28_3_hem-13,9381.4,-2.559,-0.334945
UID_H24_28_4_hem-2,18328.4,-0.00963496,1.0777
UID_H24_28_5_hem-3,31981.4,0.0636387,-1.96523
UID_H24_28_6_hem-2,15477,-0.219632,1.37823
UID_H24_28_7_hem-2,19149.4,-0.321714,-0.221825
UID_H24_28_8_hem-9,4068.83,-3.03447,-0.458544
UID_H24_28_9_hem-2,17112.2,-0.121278,1.11148
UID_H24_29_1_hem-2,2604.79,-2.82807,-0.70231
UID_H24_29_10_hem-6,47636.8,1.27328,-2.61053
UID_H24_29_11_hem-8,21774.6,0.11037,0.318295
UID_H24_29_12_hem-6,12159.7,-2.30026,0.785129
UID_H24_29_2_hem-4,4244.4,-3.28323,-1.02202
UID_H24_29_3_hem-2,17232.7,-0.111414,1.09799
UID_H24_29_4_hem-3,7734.91,-2.68671,0.0717737
UID_H24_29_5_hem,4456.12,-2.94398,-0.123249
UID_H24_29_6_hem-3,2882.57,-2.98931,-0.628825
UID_H24_29_7_hem-15,30576.9,0.633156,-0.475974
UID_H24_29_8_hem-2,18612.8,-0.00234912,1.00426
UID_H24_29_9_hem-6,22328,-0.016014,-0.00587818
UID_H24_3_1_hem-7,28207.1,0.625452,0.0339813
UID_H24_3_10_hem-9,24573.3,0.403556,0.387246
UID_H24_3_11_hem-6,34095,0.686587,-1.4106
UID_H24_3_12_hem-4,23805.7,0.354079,0.412533
UID_H24_3_13_hem-5,24488.6,0.393532,0.319386
UID_H24_3_14_hem-4,21197.2,0.216832,0.813432
UID_H24_3_15_hem-3,22209.9,0.229402,0.566605
UID_H24_3_2_hem-5,25833.2,-0.491769,-1.16472
UID_H24_3_3_hem-8,26941.5,0.426101,-0.298248
UID_H24_3_4_hem-8,23998.9,0.290915,0.265537
UID_H24_3_5_hem-6,24397.9,0.246838,-0.113495
UID_H24_3_6_hem-8,24339,0.341581,0.293554
UID_H24_3_7_hem-6,21842.3,0.186781,0.577448
UID_H24_3_8_hem-9,2780.62,-3.12785,-1.87464
UID_H24_3_9_hem-4,30522.1,0.172246,-1.88575
UID_H24_30_1_hem-9,29343.9,0.613738,-0.328735
UID_H24_30_10_hem-11,29176.5,0.628583,-0.216283
UID_H24_30_11_hem,2662.23,-3.24166,0.430811
UID_H24_30_12_hem-6,21829.1,0.0457938,0.20739
UID_H24_30_13_hem-8,20777.3,0.110256,0.662728
UID_H24_30_14_hem-4,17262.8,-0.149762,1.00945
UID_H24_30_15_hem-13,29457.5,0.641526,-0.271897
UID_H24_30_2_hem-3,22753.4,0.0436275,-0.2357
UID_H24_30_3_hem-10,30453.8,0.705636,-0.338293
UID_H24_30_4_hem-10,25210,0.272198,-0.312462
UID_H24_30_5_hem-4,17305.8,-0.0795519,1.18139
UID_H24_30_6_hem-5,21741.5,0.102055,0.184408
UID_H24_30_7_hem-5,23138.7,0.262388,0.377554
UID_H24_30_8_hem-3,17491.7,-0.0800633,1.12715
UID_H24_30_9_hem-3,18318,-0.0675484,0.856963
UID_H24_31_1_hem-4,24965.3,0.215463,-0.422276
UID_H24_31_10_hem,1971.67,-2.56305,0.713903
UID_H24_31_11_hem-7,22997.5,0.252312,0.390948
UID_H24_31_12_hem-3,17458.4,-0.0854081,1.1259
UID_H24_31_13_hem-2,18297.8,-0.0544428,0.885081
UID_H24_31_14_hem-12,29091.1,0.627331,-0.202547
UID_H24_31_2_hem-2,16190.1,-0.131454,1.40935
UID_H24_31_3_hem-3,22667.2,0.0466795,-0.199423
UID_H24_31_4_hem-3,2373.04,-3.55936,-2.19381
UID_H24_31_5_hem-7,24850.7,0.209961,-0.296353
UID_H24_31_6_hem-5,17042.4,-0.102108,1.20304
UID_H24_31_7_hem-6,21444.3,0.0867211,0.221565
UID_H24_31_8_hem-16,39514.1,0.940892,-1.78857
UID_H24_31_9_hem-23,45756.2,1.10832,-2.36925
UID_H24_32_1_hem-10,22088.9,0.218748,0.510601
UID_H24_32_10_hem-2,15528.1,-0.237692,1.31306
UID_H24_32_11_hem-14,29786.8,0.584906,-0.596392
UID_H24_32_12_hem-10,13241.9,-2.24902,1.35548
UID_H24_32_13_hem-4,19686.1,-0.0187308,0.578767
UID_H24_32_2_hem-2,19171.3,-0.0155732,0.700734
UID_H24_32_3_hem-10,31534.3,0.75806,-0.43347
UID_H24_32_4_hem-4,23218,0.133803,-0.163914
UID_H24_32_5_hem-7,22402.4,0.188474,0.280501
UID_H24_32_6_hem-2,19964.2,-0.0129653,0.4564
UID_H24_32_7_hem-5,18372.9,0.0218294,1.13371
UID_H24_32_8_hem-5,20931.4,0.114989,0.632587
UID_H24_32_9_hem-4,14685.2,-0.28261,1.49964
UID_H24_33_1_hem-8,23006.1,0.325683,0.588741
UID_H24_33_10_hem-3,15430.6,-0.24363,1.3308
UID_H24_33_11_hem-2,16511.9,-0.244841,1.09826
UID_H24_33_12_hem-2,16474.5,-0.130636,1.32064
UID_H24_33_13_hem-10,20435.5,0.065878,0.557172
UID_H24_33_14_hem-16,29919,0.598694,-0.5813
UID_H24_33_15_hem-11,11952.9,-1.84012,1.33712
UID_H24_33_2_hem-5,20440.9,0.145773,0.819544
UID_H24_33_3_hem-8,22080.5,0.218701,0.511563
UID_H24_33_4_hem-4,19058.2,-0.020876,0.721954
UID_H24_33_5_hem-7,23264.6,0.143121,-0.146555
UID_H24_33_6_hem-5,19722,-0.0247727,0.490317
UID_H24_33_7_hem-3,18453,0.0321598,1.13367
UID_H24_33_8_hem-12,35956.5,-0.0538536,-3.70103
UID_H24_33_9_hem-7,36428.3,0.54956,-1.79075
UID_H24_34_1_hem-10,25944,0.451016,0.141761
UID_H24_34_10_hem-4,21272.2,0.201681,0.730467
UID_H24_34_11_hem-2,14745.9,-0.299176,1.41549
UID_H24_34_12_hem-13,12727.1,-3.03836,-1.32773
UID_H24_34_2_hem-9,21991.2,0.207272,0.556115
UID_H24_34_3_hem-2,16775.9,-0.116413,1.26611
UID_H24_34_4_hem-12,26348.1,0.150009,-0.790312
UID_H24_34_5_hem-10,20546.2,0.038066,0.566594
UID_H24_34_6_hem-15,33929.3,0.810649,-0.851695
UID_H24_34_7_hem-23,39564.7,1.13915,-1.18065
UID_H24_34_8_hem,2036.36,-2.67206,-0.142114
UID_H24_34_9_hem-6,25987.7,-0.193644,-1.67315
UID_H24_35_1_hem-14,25835.6,0.484341,0.227329
UID_H24_35_2_hem-10,17730.3,-0.0697647,1.08567
UID_H24_35_3_hem-23,31669.8,0.732658,-0.533929
UID_H24_35_4_hem-7,19222.1,-0.0230523,0.747672
UID_H24_35_5_hem-11,19779.4,0.0448759,0.720928
UID_H24_35_6_hem-2,15035.2,-0.294072,1.31977
UID_H24_35_7_hem-5,39001.5,0.347281,-3.11168
UID_H24_35_8_hem-5,20796.3,0.130064,0.672535
UID_H24_35_9_hem-7,22073.9,0.138553,0.280744
UID_H24_36_1_hem-5,20797.5,0.1852,0.822742
UID_H24_36_10_hem-5,22473.4,0.174421,0.291304
UID_H24_36_2_hem-2,19435.1,0.00676508,0.780164
UID_H24_36_3_hem-8,24392.6,0.37668,0.335268
UID_H24_36_4_hem-3,21619,0.220241,0.696643
UID_H24_36_5_hem-7,21258.6,0.205118,0.759827
UID_H24_36_6_hem-12,35747.1,0.867628,-1.04641
UID_H24_36_7_hem-5,22205.6,0.168736,0.349853
UID_H24_36_8_hem-2,19999.2,0.0740154,0.738909
UID_H24_36_9_hem-7,23314.5,0.301848,0.420093
UID_H24_4_1_hem-11,28261.7,0.597247,-0.119263
UID_H24_4_2_hem-5,3493.36,-3.19783,-0.891947
UID_H24_4_3_hem-5,29800.9,0.367439,-0.974104
UID_H24_4_4_hem-10,10208.5,-2.60254,0.683118
UID_H24_4_5_hem-7,10326.5,-2.70728,-0.656738
UID_H24_4_6_hem-8,29185.8,0.538226,-0.499179
UID_H24_4_7_hem-6,25924.3,0.481231,0.216268
UID_H24_4_8_hem-7,22373,0.267442,0.620407
UID_H24_5_1_hem-5,20918.1,0.0872963,0.532736
UID_H24_5_2_hem-6,27162.6,0.467382,-0.198188
UID_H24_5_3_hem-7,15338.3,-2.50305,-0.729655
UID_H24_5_4_hem-2,6850.95,-2.17521,1.94027
UID_H24_5_5_hem-8,12328.7,-3.02584,-0.999134
UID_H24_5_6_hem-3,27759.8,0.513947,-0.199766
UID_H24_5_7_hem-4,27996.9,0.400302,-0.568379
UID_H24_5_8_hem-6,20447.2,-2.28287,-3.06398
UID_H24_5_9_hem-3,6541.4,-3.21562,1.27059
UID_H24_6_1_hem-3,29285.9,0.492483,-0.625782
UID_H24_6_10_hem-11,26502,0.421649,-0.215528
UID_H24_6_11_hem-9,24771.5,0.367932,0.172426
UID_H24_6_12_hem-2,19731.2,-0.315369,0.134545
UID_H24_6_2_hem-5,23239.4,0.234003,0.317591
UID_H24_6_3_hem-8,29973.8,0.649188,-0.384194
UID_H24_6_4_hem-6,23774.6,0.318541,0.353194
UID_H24_6_5_hem-5,23736.9,0.0130205,-0.681051
UID_H24_6_6_hem-2,15293.6,-0.290479,1.21238
UID_H24_6_7_hem-4,20784,-0.0220478,0.417333
UID_H24_6_8_hem-5,23597.5,0.302995,0.354426
UID_H24_6_9_hem-4,20032.8,0.112422,0.898869
UID_H24_7_1_hem-11,25032.5,-2.80186,-1.44881
UID_H24_7_2_hem-7,24636.5,0.382436,0.294618
UID_H24_7_3_hem-7,30428.9,0.590054,-0.67773
UID_H24_7_4_hem-10,29610.4,0.631304,-0.328138
UID_H24_7_5_hem-13,41219.9,1.14109,-1.57194
UID_H24_7_6_hem-5,35170.6,0.123541,-2.24337
UID_H24_7_7_hem-16,5208.12,-3.77005,-3.34708
UID_H24_8_1_hem-4,2001.07,-2.8963,-0.922109
UID_H24_8_2_hem-4,22534.3,0.297918,0.63222
UID_H24_8_3_hem-7,22300.8,0.229707,0.54574
UID_H24_8_4_hem-2,19194.4,0.0220565,0.908371
UID_H24_8_5_hem-4,17655.5,-0.164233,0.805728
UID_H24_8_6_hem-2,2153.65,-2.94118,-0.712081
UID_H24_8_7_hem-3,17488.1,-0.111189,1.05635
UID_H24_8_8_hem-5,35739.6,0.882984,-1.08518
UID_H24_8_9_hem-5,22115.3,0.17873,0.430549
UID_H24_9_1_hem-9,8760.4,-3.09324,-1.06908
UID_H24_9_2_hem-7,24537.7,0.318334,0.0860213
UID_H24_9_3_hem-19,24258.3,-1.66017,-0.485032
UID_H24_9_4_hem-3,19253.9,-0.0174059,0.71466
UID_H6_1_1_hem-18,36927.6,0.989836,-1.09275
UID_H6_1_2_hem-20,46322.8,1.4031,-1.86927
UID_H6_10_1_hem-23,41921.7,1.06009,-1.95025
UID_H6_10_2_hem-3,41612.1,1.17025,-1.57301
UID_H6_11_1_hem-23,33381.4,0.847337,-0.671943
UID_H6_12_1_hem-26,36481,1.03501,-0.841087
UID_H6_14_1_hem-29,30067.7,0.571408,-0.695251
UID_H6_15_1_hem-11,26938.3,0.462309,-0.163081
UID_H6_15_2_hem-15,28663.6,0.552163,-0.375641
UID_H6_15_3_hem-7,34365.4,0.727829,-1.03248
UID_H6_16_1_hem-8,40281.6,1.09709,-1.3476
UID_H6_2_1_hem-22,41362.9,1.16238,-1.51748
UID_H6_3_1_hem-24,44939.9,1.28806,-1.93007
UID_H6_4_1_hem-19,37315.8,0.962895,-1.25209
UID_H6_5_1_hem-23,38893.5,0.998311,-1.46142
UID_H6_6_1_hem-18,41513.4,1.16969,-1.53248
UID_H6_7_1_hem-32,35910,0.957144,-0.884503
UID_H6_8_1_hem-23,30411.5,0.580614,-0.794976
UID_H7_1_1_hem-14,31969.5,0.768847,-0.540007
UID_H7_1_2_hem-18,44200.8,0.345288,-3.74789
UID_H7_10_1_hem-6,31144,-0.189972,-3.77605
UID_H7_10_2_hem-7,32003.8,0.762165,-0.562276
UID_H7_12_1_hem-5,33544.2,0.718142,-1.00831
UID_H7_14_1_hem-3,4592.18,-1.77837,1.69767
UID_H7_15_1_hem-18,26407.2,0.34204,-0.319684
UID_H7_15_2_hem-5,37188.8,0.833654,-2.0425
UID_H7_2_1_hem-10,23934.9,0.332813,0.300105
UID_H7_2_2_hem-15,26585.8,0.369995,-0.358662
UID_H7_2_3_hem-7,30616.1,0.645447,-0.431095
UID_H7_2_4_hem-17,27230,0.356972,-0.568009
UID_H7_3_1_hem-5,28088.7,-1.78859,-0.843973
UID_H7_3_2_hem-12,11018.4,-2.94512,-0.196411
UID_H7_5_1_hem-6,47458.3,1.15587,-2.87314
UID_H7_7_1_hem-9,28268.7,0.619152,-0.00673188
UID_H7_8_1_hem-5,26911.8,0.442465,-0.0845288
UID_H7_9_1_hem-2,26784.5,0.475508,-0.00183633
