Contour,Area,allModel (normalized mode 1),allModel (normalized mode 2)
UID_4_17_4_all-3,35075.4,-0.332169,0.383791
UID_4_18_1_all-5,34933.8,-0.325552,0.371135
UID_4_18_2_all-20,29520.5,-0.152461,-0.358297
UID_4_18_3_all-4,45276,-0.814844,0.51842
UID_4_18_4_all-2,25007.6,-0.028418,-1.05398
UID_4_19_1_all-5,28570,-0.207406,-0.762806
UID_4_19_2_all-5,23409.3,0.0789477,-1.12689
UID_4_2_1_all-19,46234.4,-0.889968,0.776914
UID_4_2_2_all-20,39756.1,-0.636433,0.209927
UID_4_20_1_all-30,32496.9,-0.224503,0.188446
UID_4_20_2_all-7,24136.9,0.0491124,-1.08514
UID_4_20_3_all-8,30047.7,-0.215889,-0.379644
UID_4_20_4_all-4,22388.3,0.0948163,-1.45652
UID_4_20_5_all-9,29390.1,-0.192207,-0.417829
UID_4_20_6_all-5,47799.9,-0.668636,1.51489
UID_4_21_1_all-6,28705.7,0.487391,0.634202
UID_4_21_2_all-12,46144.3,-0.776277,1.14492
UID_4_21_3_all-5,33587.4,-0.318204,0.0117549
UID_4_22_1_all-2,41905.2,-0.697761,0.647876
UID_4_22_2_all-22,39309.2,-0.58926,0.501566
UID_4_22_3_all-22,36806.2,-0.280063,1.03712
UID_4_23_1_all-17,36363.4,-0.484141,0.209498
UID_4_23_2_all-13,43080.6,-0.642131,1.08779
UID_4_23_3_all-12,30259.1,-0.250465,-0.592939
UID_4_24_1_all-6,35874.8,-0.444629,-0.00772687
UID_4_27_1_all-10,32081.8,-0.389777,-0.566533
UID_4_29_1_all-7,40740.5,-0.673924,0.362147
UID_4_29_2_all-13,34380.4,-0.38165,-0.0350513
UID_4_29_3_all-3,25249.6,-0.0846324,-1.2441
UID_4_3_1_all-17,38946.6,-0.626787,0.216481
UID_4_3_2_all-7,26740.5,0.0568661,-0.332673
UID_4_3_3_all-17,26692.1,-0.158574,-1.11626
UID_4_3_4_all-26,33445.4,-0.401637,-0.326647
UID_4_3_5_all-13,7352.85,3.48723,2.11669
UID_4_3_6_all-42,34308.4,-0.455101,-0.19831
UID_4_30_1_all-20,42689.7,-0.770597,0.508295
UID_4_30_2_all-7,29462.4,-0.247908,-0.681207
UID_4_31_1_all-2,34095.6,-0.429257,-0.252518
UID_4_31_2_all-9,31959.1,-0.291127,-0.288965
UID_4_31_3_all-4,23268.1,0.127826,-1.1256
UID_4_31_4_all-16,40969.1,-0.254799,0.920373
UID_4_31_5_all-3,30166.6,-0.145851,0.0787776
UID_4_31_6_all-25,38973.3,-0.600366,0.270853
UID_4_31_7_all-3,21288.5,0.202931,-1.34976
UID_4_32_1_all-4,38153,-0.18796,0.490886
UID_4_32_2_all-5,42211.5,-0.56991,1.45061
UID_4_33_1_all-2,22580.2,0.104676,-1.30843
UID_4_33_2_all-3,40833.6,-0.696377,0.41894
UID_4_33_3_all-10,37887.7,-0.54584,0.12983
UID_4_33_4_all-6,37122.8,-0.155667,0.426575
UID_4_34_1_all-2,25536.9,-0.0057497,-0.826109
UID_4_35_1_all-3,32705.4,-0.187103,-0.0426142
UID_4_35_2_all-2,24070.5,-0.0436745,-1.40089
UID_4_35_3_all-7,27393.4,-0.145878,-0.814521
UID_4_35_4_all-7,24792.1,0.0216916,-0.937992
UID_4_36_1_all-15,32645.6,-0.373551,-0.397517
UID_4_36_2_all-7,37081.7,-0.487056,0.208197
UID_4_36_3_all-4,29850.8,-0.154934,-0.174117
UID_4_36_4_all-26,32350,-0.273124,-0.398915
UID_4_36_5_all-3,32422.9,-0.340921,-0.317298
UID_4_37_1_all-4,31044.8,-0.278944,-0.433701
UID_4_37_2_all-22,36110.8,-0.427987,0.288553
UID_4_38_1_all-14,41231.4,-0.662077,0.394385
UID_4_38_2_all-11,37525.6,-0.547707,0.127698
UID_4_39_1_all-2,39609,-0.669898,0.227675
UID_4_39_2_all-2,34425,-0.518837,-0.432582
UID_4_4_1_all-5,27331.7,-0.0369763,-0.491741
UID_4_4_2_all-5,32154.3,0.266413,0.50436
UID_4_4_3_all-16,42688.7,-0.635561,0.851346
UID_4_4_4_all-7,25595.5,0.109613,-0.547164
UID_4_4_5_all-2,22246.2,0.182704,-1.1836
UID_4_4_6_all-3,29453.5,-0.00255298,0.0985575
UID_4_4_7_all-7,24931.5,-0.0645827,-1.26157
UID_4_4_8_all-7,29292.5,-0.173141,-0.449524
UID_4_5_1_all-8,30336,-0.175716,-0.218969
UID_4_5_2_all-23,43656.3,-0.862286,0.358652
UID_4_5_3_all-20,34353.3,-0.419846,-0.278038
UID_4_6_1_all-6,28314.6,-0.146215,-0.626162
UID_4_7_1_all-26,30675.1,-0.30882,-0.648584
UID_4_8_1_all-10,31256.9,-0.281065,-0.484383
UID_4_8_2_all-14,33586,-0.379637,-0.222491
UID_4_8_3_all-22,38877.5,-0.576802,0.319963
UID_4_9_1_all-11,33746.1,-0.473122,-0.441769
UID_4_9_2_all-4,21758.2,0.188705,-1.20926
UID_4_9_3_all-11,28393.7,-0.17064,-0.806974
UID_4_9_4_all-10,33896,-0.351417,0.00915397
UID_4_9_5_all-2,20642,0.269011,-1.4378
UID_4_9_6_all-14,32039.8,-0.3512,-0.482271
UID_4_9_7_all-7,25992.1,-0.014488,-0.786077
UID_43_1_1_all-17,3611.43,2.93703,1.79129
UID_43_1_2_all-14,27477.7,-0.0323549,-0.510185
UID_43_1_3_all-5,25057.5,-0.033379,-1.12349
UID_43_1_4_all-23,38110.3,-0.462476,0.431658
UID_43_1_5_all-26,35803.1,-0.547215,-0.238654
UID_43_1_6_all-34,38898.5,-0.675103,0.0112746
UID_43_1_7_all-19,34606.1,-0.525729,-0.39825
UID_43_1_8_all-26,33289.4,-0.343553,-0.10156
UID_43_1_9_all-12,30416.2,-0.275977,-0.556844
UID_43_10_1_all-13,31633.3,-0.331346,-0.491996
UID_43_10_2_all-7,31322.3,-0.240689,-0.367092
UID_43_10_3_all-25,46010.1,-0.924903,0.629231
UID_43_10_4_all-6,39272,-0.417813,0.796585
UID_43_10_5_all-10,35744.8,-0.302292,0.0608095
UID_43_11_1_all-21,32024.8,-0.387551,-0.544614
UID_43_11_2_all-32,37993.8,-0.585972,0.0855128
UID_43_11_3_all-19,41907.2,-0.785206,0.258431
UID_43_11_4_all-7,29425.9,-0.213713,-0.616153
UID_43_11_5_all-18,32296.5,-0.326674,-0.332778
UID_43_11_6_all-16,35477.6,-0.419645,0.02893
UID_43_12_1_all-2,36401.3,-0.546588,-0.11235
UID_43_12_3_all-3,27866.5,-0.159909,-0.80747
UID_43_13_1_all-25,39686.4,-0.643691,0.151142
UID_43_14_1_all-11,32281.9,-0.411287,-0.552547
UID_43_14_2_all-29,31963.8,-0.305411,-0.320205
UID_43_15_1_all-12,30994.2,-0.169171,-0.200582
UID_43_15_2_all-24,47217.6,-0.950214,0.718922
UID_43_15_3_all-15,34676.4,-0.331941,0.323071
UID_43_15_4_all-21,31504.8,-0.345608,-0.514489
UID_43_15_5_all-11,28210.2,-0.025067,-0.337354
UID_43_16_1_all-15,35139.8,-0.303928,-0.0369246
UID_43_16_2_all-14,27906.2,-0.110161,-0.641058
UID_43_16_3_all-17,31493.4,-0.333217,-0.539057
UID_43_16_4_all-13,30206.3,-0.218325,-0.328264
UID_43_17_1_all-3,31472.1,-0.314731,-0.448361
UID_43_17_2_all-41,47517.6,-0.863411,1.11899
UID_43_17_3_all-17,34362.4,-0.292653,0.153961
UID_43_17_4_all-8,31458.5,-0.106725,-0.145244
UID_43_2_1_all-20,39108,-0.575733,0.29925
UID_43_2_2_all-8,24176.5,-0.00943647,-1.26422
UID_43_2_3_all-21,4110.93,3.29165,1.03101
UID_43_2_4_all-20,27468.2,-0.171619,-0.927541
UID_43_2_5_all-19,28755.9,-0.235929,-0.8306
UID_43_2_6_all-14,29770.1,-0.298208,-0.818023
UID_43_3_1_all-18,30872.6,-0.332373,-0.612022
UID_43_3_2_all-14,26145.5,-0.0971283,-1.06049
UID_43_3_3_all-17,28949.3,-0.24719,-0.84334
UID_43_3_4_all-21,29900.8,-0.309472,-0.770947
UID_43_4_1_all-4,22162.6,0.148809,-1.31535
UID_43_4_2_all-7,23728.5,0.135523,-0.790452
UID_43_4_3_all-15,29696.8,-0.235411,-0.560343
UID_43_4_4_all-9,29073.8,-0.0166361,-0.261261
UID_43_4_5_all-21,26232.6,-0.0945415,-1.0373
UID_43_4_6_all-8,22581.4,0.0623943,-1.49572
UID_43_4_7_all-4,19413.3,0.213737,-1.86136
UID_43_6_1_all-21,34023.9,-0.47697,-0.344731
UID_43_6_2_all-19,32434.3,-0.282461,-0.0338359
UID_43_6_3_all-9,27228.3,-0.065413,-0.664855
UID_43_6_4_all-8,28365.6,-0.097422,-0.498803
UID_43_7_1_all-23,32563.8,-0.360572,-0.348279
UID_43_7_2_all-31,43716.6,-0.821691,0.468573
UID_43_7_3_all-21,28475.4,-0.22256,-0.84337
UID_43_7_4_all-32,49540.3,-0.588803,1.45962
UID_43_7_5_all-8,26447.4,-0.115227,-0.973317
UID_43_7_6_all-12,2651.84,1.88737,-3.91579
UID_43_7_7_all-13,3058.91,3.0246,1.31597
UID_43_7_8_all-4,3238.86,3.18478,0.931788
UID_43_8_1_all-14,37312.6,-0.526821,0.147143
UID_43_9_1_all-33,41623.6,-0.683509,0.365209
UID_43_9_2_all-21,43750.8,-0.808207,0.583419
UID_43_9_3_all-29,38002.1,-0.621591,0.01153
UID_43_9_4_all-24,33563.6,-0.336527,-0.0150551
UID_45_1_1_all-22,45366.4,-0.653193,1.53118
UID_45_1_2_all-9,29824.7,-0.0559565,-0.368978
UID_45_1_3_all-10,37112.2,2.01211,0.267381
UID_45_1_4_all-30,40947.7,1.49811,1.17328
UID_45_1_5_all-15,41823.4,-0.751025,0.320958
UID_45_1_6_all-21,37799.1,-0.581834,0.0146936
UID_45_1_7_all-5,43591.1,-0.858393,0.349231
UID_45_1_8_all-13,35563,-0.29264,0.134595
UID_45_10_2_all-9,22778.3,1.84784,-0.30506
UID_45_10_3_all-17,39885.9,-0.69609,0.11292
UID_45_10_4_all-11,39757.4,-0.646619,0.247367
UID_45_10_5_all-16,41399,-0.512738,1.593
UID_45_11_1_all-15,38970.7,-0.261723,0.786894
UID_45_11_2_all-20,39369.1,-0.677222,0.0602051
UID_45_11_3_all-17,43088.4,-0.529189,1.19984
UID_45_11_4_all-14,41361.8,-0.493537,1.64341
UID_45_11_5_all-9,44322.1,-0.847586,0.547335
UID_45_12_1_all-13,41406.9,-0.635646,0.73918
UID_45_12_2_all-20,42936.5,-0.544437,0.880741
UID_45_12_3_all-21,23178.2,1.29803,-0.323629
UID_45_12_4_all-16,44727.5,-0.832213,0.620034
UID_45_12_5_all-17,38494.7,-0.382607,0.748897
UID_45_13_1_all-12,37441.6,-0.438453,0.682565
UID_45_13_2_all-15,41330.1,-0.649704,0.785395
UID_45_13_3_all-12,23035.2,3.06457,-0.148662
UID_45_13_4_all-17,30971.3,0.891909,0.272156
UID_45_13_5_all-17,37262,-0.544353,0.0983555
UID_45_13_6_all-15,39963.3,-0.603694,0.56042
UID_45_14_1_all-21,41931.3,-0.434324,1.33473
UID_45_14_2_all-12,47252.8,-0.898837,0.962299
UID_45_14_3_all-20,46417.6,-0.900214,0.680067
UID_45_14_4_all-15,36973.7,-0.42242,0.630043
UID_45_14_5_all-11,30056.3,1.41703,0.322949
UID_45_15_1_all-9,10972.6,3.55921,-0.719806
UID_45_15_2_all-18,44703.1,-0.409079,2.09783
UID_45_15_3_all-23,48124.3,-0.727116,1.59966
UID_45_15_4_all-13,40945.3,-0.559093,1.15677
UID_45_15_5_all-19,33088.9,1.76939,0.671023
UID_45_16_1_all-22,29088,2.95802,-0.187282
UID_45_16_2_all-18,35337.6,-0.490922,-0.183914
UID_45_16_3_all-19,8364.08,2.93804,1.52202
UID_45_16_4_all-14,15791.3,2.14556,3.25035
UID_45_16_5_all-11,38092.9,0.465049,1.12174
UID_45_17_1_all-15,49406.4,-0.553239,1.32501
UID_45_17_2_all-15,39153,-0.44591,0.959004
UID_45_17_3_all-17,33475.1,1.03253,0.754067
UID_45_17_4_all-20,38431.2,-0.390019,1.28288
UID_45_17_5_all-18,40192.5,-0.603639,0.663987
UID_45_17_6_all-9,36507.7,-0.44322,0.361242
UID_45_17_7_all-17,38033.2,-0.0470871,1.80382
UID_45_18_1_all-14,27763.2,2.08428,-0.66049
UID_45_18_2_all-22,38517.6,-0.212949,1.50827
UID_45_18_3_all-24,40529,-0.614269,0.68707
UID_45_18_4_all-11,25293.3,2.424,-0.568397
UID_45_18_5_all-17,33078.1,-0.462141,-0.576009
UID_45_18_6_all-4,36975.4,-0.580526,-0.0702297
UID_45_18_7_all-12,33556.9,0.161232,0.283527
UID_45_19_1_all-16,38064.9,-0.441354,0.510574
UID_45_19_2_all-17,39048,-0.599288,0.197045
UID_45_19_3_all-15,42967.6,-0.7506,0.677215
UID_45_19_4_all-10,45534.6,-0.844511,0.717561
UID_45_2_1_all-12,38515.5,0.627557,0.970293
UID_45_2_2_all-24,36809.4,-0.518221,0.0419017
UID_45_2_3_all-19,38861.4,-0.504382,0.591254
UID_45_2_4_all-27,46256.9,-0.688222,1.60759
UID_45_20_1_all-10,33992.4,-0.38158,0.0471653
UID_45_20_2_all-22,42091.3,-0.407019,1.50162
UID_45_20_3_all-23,39326.8,-0.449531,1.11494
UID_45_20_4_all-16,39325.1,-0.529165,0.26837
UID_45_20_5_all-9,37407.1,-0.589402,0.0326128
UID_45_20_6_all-14,44273,-0.886089,0.453956
UID_45_21_1_all-24,46337.3,-0.885314,0.827898
UID_45_21_2_all-13,44354.3,-0.762181,0.899576
UID_45_22_1_all-11,44251.8,-0.598138,1.18919
UID_45_22_3_all-12,34008.4,1.19975,0.926516
UID_45_22_4_all-20,35375.1,-0.450262,0.0490438
UID_45_22_5_all-8,2204.16,3.21332,2.30848
UID_45_23_1_all-27,46020.3,-0.899478,0.741671
UID_45_23_10_all-8,44383.3,-0.564714,1.89214
UID_45_23_11_all-11,43407.7,-0.341504,2.22294
UID_45_23_12_all-4,46465.4,-0.472621,2.44329
UID_45_23_13_all-3,35258.2,0.96913,0.625437
UID_45_23_14_all-14,42264.2,-0.62491,0.74492
UID_45_23_2_all-19,40509.8,-0.766989,0.0234347
UID_45_23_3_all-20,33556.3,0.284745,-0.22519
UID_45_23_4_all-19,8810.85,2.52086,-0.785632
UID_45_23_5_all-21,35296.9,-0.415838,0.0216293
UID_45_23_6_all-11,36576.8,2.53169,1.18718
UID_45_23_7_all-21,46402.6,-0.665401,1.31407
UID_45_23_8_all-10,14530.6,3.05187,0.470183
UID_45_23_9_all-15,38120.5,-0.631424,0.0138402
UID_45_24_1_all-7,35096.4,-0.539099,-0.35568
UID_45_24_10_all-13,37214.6,-0.584345,0.0240559
UID_45_24_11_all-6,17233.2,2.95368,-0.903107
UID_45_24_12_all-10,35534.8,0.909874,1.46106
UID_45_24_13_all-15,12907.7,2.04822,0.260817
UID_45_24_2_all-12,39255.5,-0.528631,0.295658
UID_45_24_3_all-15,45450.3,-0.804622,0.840459
UID_45_24_4_all-18,42346.5,-0.734612,0.465054
UID_45_24_5_all-18,40387.5,-0.717647,0.14038
UID_45_24_6_all-7,43288.7,-0.65289,0.795962
UID_45_24_7_all-22,43406.3,-0.749803,0.671233
UID_45_24_8_all-11,31417.2,-0.155892,0.100599
UID_45_24_9_all-10,37113.1,-0.531456,0.161876
UID_45_25_1_all-11,37355.1,-0.541578,0.186644
UID_45_25_10_all-9,38785.4,-0.422401,0.575684
UID_45_25_11_all-5,45427.4,0.0201813,1.76029
UID_45_25_12_all-24,37212.6,-0.588871,-0.0291665
UID_45_25_13_all-9,36335.3,-0.466451,0.143351
UID_45_25_2_all-13,37204.9,-0.589061,0.00929562
UID_45_25_3_all-6,14919.2,3.08004,-0.570634
UID_45_25_4_all-10,34065.5,1.22085,1.41463
UID_45_25_5_all-8,41102,-0.516058,0.822106
UID_45_25_6_all-15,32663.9,-0.304828,-0.260431
UID_45_25_7_all-15,5704.16,2.79329,0.955915
UID_45_25_8_all-12,36973.2,-0.562013,-0.0572793
UID_45_25_9_all-19,32256.7,-0.301494,-0.284926
UID_45_26_1_all-13,40903.2,-0.385893,1.44058
UID_45_26_2_all-11,46977.9,-0.527556,1.81631
UID_45_26_3_all-19,37565.8,-0.537343,0.239054
UID_45_26_4_all-17,37029.9,-0.518636,0.216054
UID_45_26_5_all-6,45432.5,-0.74084,1.13433
UID_45_26_6_all-21,40963.7,-0.681109,0.484457
UID_45_27_1_all-17,33383.6,1.52929,-0.0787259
UID_45_27_2_all-9,32197.6,-0.319108,-0.300062
UID_45_27_3_all-36,46731.2,0.731372,2.71796
UID_45_27_4_all-4,46271.6,-0.517254,1.99517
UID_45_27_5_all-17,1999.75,2.52321,1.57468
UID_45_27_6_all-10,22769.2,2.29506,-0.139628
UID_45_28_1_all-15,38971.5,-0.432359,0.55501
UID_45_28_2_all-31,44569.1,-0.598732,1.65926
UID_45_28_3_all-17,31791.1,-0.074815,0.0902252
UID_45_28_4_all-10,33713.2,-0.396968,-0.201487
UID_45_28_5_all-12,38394.9,-0.427584,0.897657
UID_45_28_6_all-6,36137,-0.517329,0.0256336
UID_45_28_7_all-13,47052.8,-0.490054,2.86783
UID_45_28_8_all-19,31423.1,-0.290804,-0.507371
UID_45_28_9_all-12,31929.5,-0.381234,-0.579503
UID_45_29_1_all-17,46002.5,-0.246851,2.99269
UID_45_29_10_all-6,37386.6,-0.497859,0.265325
UID_45_29_11_all-19,38488.5,-0.509189,0.372473
UID_45_29_2_all-10,38608.6,-0.556056,0.327706
UID_45_29_3_all-12,41177.3,-0.567591,0.588376
UID_45_29_4_all-9,31213.7,-0.26012,-0.267218
UID_45_29_5_all-22,43651.4,-0.61283,1.46839
UID_45_29_6_all-8,44737,-0.39379,2.24558
UID_45_29_7_all-15,33327.6,-0.399312,-0.286525
UID_45_29_8_all-5,36461.8,-0.541932,-0.0303944
UID_45_29_9_all,39255.9,-0.71098,-0.079358
UID_45_3_1_all-15,48293,-0.260631,2.86865
UID_45_3_2_all-30,25584.9,1.73985,0.647283
UID_45_3_3_all-18,39742.5,-0.55908,0.605399
UID_45_30_1_all-21,42530.5,-0.617572,0.885432
UID_45_30_10_all-10,32729.7,-0.274248,0.0761721
UID_45_30_2_all-11,28656.8,2.86751,-0.552477
UID_45_30_3_all-13,34093.1,-0.443395,-0.237822
UID_45_30_4_all-31,39593.9,-0.47735,1.04373
UID_45_30_5_all-15,45043.6,-0.873627,0.583704
UID_45_30_6_all-10,48361.4,-0.819703,1.28199
UID_45_30_7_all-6,17385.2,2.71818,-0.0347342
UID_45_30_8_all-12,34247.2,-0.315696,0.11066
UID_45_30_9_all-12,32750.7,-0.08794,0.316777
UID_45_31_1_all-12,32565,-0.111439,0.398063
UID_45_31_10_all-17,26875.6,1.89843,-0.200341
UID_45_31_11_all-9,36081.1,-0.528896,-0.192841
UID_45_31_12_all-14,38728.4,-0.498641,0.574722
UID_45_31_13_all-10,37345.6,-0.103726,0.902212
UID_45_31_2_all-14,35786.5,0.0264367,1.33593
UID_45_31_3_all-7,37941.7,0.262968,0.993265
UID_45_31_4_all-12,33013.4,-0.394464,-0.432177
UID_45_31_5_all-7,49335.5,-0.808779,1.63125
UID_45_31_6_all-13,37821.9,-0.327756,1.33068
UID_45_31_7_all-7,36530.4,-0.463366,0.153823
UID_45_31_8_all-15,33319.3,-0.381676,-0.198698
UID_45_31_9_all-19,44452.6,-0.307013,1.9204
UID_45_32_1_all-14,37400.7,-0.595442,0.000937031
UID_45_32_2_all-23,35876.2,-0.452672,0.237924
UID_45_32_3_all-11,31441.4,-0.265001,-0.234413
UID_45_32_4_all-23,31199.4,-0.236775,-0.263313
UID_45_32_5_all-3,39677.4,-0.607331,0.230921
UID_45_32_6_all-20,34107.5,0.833324,1.48285
UID_45_33_1_all-12,15177.9,2.82129,-1.72789
UID_45_33_10_all-11,43852,-0.536916,1.64858
UID_45_33_11_all-4,35662.7,-0.477721,-0.0160463
UID_45_33_12_all-10,36881.3,-0.185018,0.836518
UID_45_33_13_all-19,36220.7,-0.448346,0.0385922
UID_45_33_14_all-13,35895,0.0230031,2.44955
UID_45_33_15_all-5,37570.4,-0.512987,0.304342
UID_45_33_16_all-6,32877,-0.181626,0.556681
UID_45_33_17_all-6,37508.4,-0.240132,0.967034
UID_45_33_18_all-8,39491.7,-0.443156,0.517887
UID_45_33_2_all-14,41003.6,-0.482991,0.777783
UID_45_33_3_all-21,25496.6,1.99101,-0.922086
UID_45_33_4_all-11,33108.3,3.01558,0.0603374
UID_45_33_5_all-8,32719,0.246518,1.24975
UID_45_33_6_all-16,34651.9,-0.267852,0.45773
UID_45_33_7_all-11,33890.1,1.15051,1.06631
UID_45_33_8_all-3,47717.9,0.057086,2.00658
UID_45_33_9_all-22,39579,-0.637358,0.180459
UID_45_34_1_all-13,46531.9,-0.83068,0.994232
UID_45_34_10_all-12,39842.7,-0.471533,0.770898
UID_45_34_11_all-17,32945.5,-0.367264,-0.315102
UID_45_34_12_all-16,31320.9,-0.15925,0.047259
UID_45_34_13_all-17,41529.2,-0.618423,1.11302
UID_45_34_14_all-16,34347.7,-0.344701,-0.0527944
UID_45_34_2_all-12,32822.9,-0.341289,-0.0416494
UID_45_34_3_all-18,33632,-0.410818,-0.158613
UID_45_34_4_all-6,44312.5,-0.343943,1.39848
UID_45_34_5_all-38,48665.9,-0.868226,1.20667
UID_45_34_6_all-18,38955.1,-0.412707,0.746393
UID_45_34_7_all-17,37126.7,-0.50919,0.518777
UID_45_34_8_all-28,44867.8,-0.720184,1.00254
UID_45_34_9_all-23,45116.6,-0.878555,0.611337
UID_45_35_1_all-22,26300.8,1.82038,-3.2212
UID_45_35_10_all-9,42033.8,-0.282198,1.33124
UID_45_35_11_all-13,34066.3,-0.322337,0.293341
UID_45_35_12_all-8,35853.6,-0.502956,-0.0582772
UID_45_35_13_all-7,36370.6,-0.242271,1.00682
UID_45_35_14_all-2,716.518,2.00911,-5.27695
UID_45_35_15_all-25,47426.1,0.153652,2.70223
UID_45_35_2_all-19,34436.1,-0.432712,-0.0956653
UID_45_35_4_all-8,34865.2,-0.513834,-0.384083
UID_45_35_5_all-10,37208.4,-0.35683,0.77052
UID_45_35_6_all-15,40073.3,-0.469766,0.799386
UID_45_35_7_all-11,39044.3,-0.582449,0.524061
UID_45_35_8_all-2,35918.2,-0.458141,0.0631068
UID_45_35_9_all-12,1234.01,2.1747,-0.901458
UID_45_4_1_all-12,45598.1,-0.601282,1.64553
UID_45_4_2_all-17,45816.3,-0.345581,2.41205
UID_45_5_1_all-18,47068.4,-0.268691,2.53497
UID_45_5_2_all-14,39221.6,-0.702735,-0.0171495
UID_45_6_1_all-18,37077.3,-0.483956,0.378384
UID_45_6_2_all-9,37173.6,-0.285277,1.15521
UID_45_7_1_all-17,35512.3,-0.52714,-0.208598
UID_45_7_2_all-15,39512.6,-0.617373,0.348774
UID_45_7_3_all-20,38896.8,-0.674533,0.0113895
UID_45_7_4_all-17,35909,-0.536516,-0.18699
UID_45_7_5_all-11,41690.9,-0.510971,1.11841
UID_45_7_6_all-16,38618.2,-0.463169,0.504287
UID_45_8_1_all-16,37332.7,-0.457056,0.330072
UID_45_8_2_all-6,44398,-0.583944,1.70055
UID_45_8_3_all-20,48949.4,-0.27796,2.50951
UID_45_8_4_all-3,48630,-0.929264,1.20584
UID_45_9_1_all-18,40248.9,-0.705637,0.226753
UID_45_9_2_all-20,43099.3,-0.767372,0.537795
UID_45_9_3_all-10,38551.5,-0.662627,-0.0158944
UID_45_9_4_all-15,40310.2,-0.663995,0.222378
UID_45_9_5_all-8,48397.4,-0.858078,1.51386
UID_45_9_6_all-8,32826.3,1.31288,0.981055
UID_45_9_7_all-14,38177.6,-0.622926,0.0978111
UID_48_1_1_all-20,35523.3,-0.382116,0.195438
UID_48_1_2_all-12,31093.5,-0.333945,-0.600992
UID_48_10_1_all-17,12682.3,2.6039,-1.3349
UID_48_10_2_all-17,7767.17,3.2458,-0.0231564
UID_48_10_3_all-17,26223,0.045924,-0.583148
UID_48_10_4_all-20,34331.4,-0.384186,-0.0231571
UID_48_10_5_all-17,49353.5,-1.04265,0.865041
UID_48_10_6_all-32,49311.5,-0.916367,1.4913
UID_48_10_7_all-13,36381.5,-0.084293,0.881917
UID_48_10_8_all-17,42854.4,-0.689111,0.706953
UID_48_10_9_all-10,31278.2,-0.265818,-0.410911
UID_48_11_1_all-7,5272.72,3.30215,0.320251
UID_48_11_10_all-9,25420.3,-0.0289956,-0.88547
UID_48_11_2_all-17,32884.5,-0.349226,-0.182423
UID_48_11_3_all-9,42700.5,-0.804501,0.387433
UID_48_11_4_all-28,34829.7,-0.457203,-0.151984
UID_48_11_5_all-26,43014.4,-0.732369,0.693463
UID_48_11_6_all-21,34411.4,-0.466719,-0.268833
UID_48_11_7_all-26,30412.5,-0.114752,-0.242917
UID_48_11_8_all-10,29495,-0.295158,-0.855422
UID_48_11_9_all-19,32645.6,-0.44869,-0.623941
UID_48_12_1_all-4,26410.3,-0.128252,-1.06133
UID_48_12_2_all-22,37830.5,-0.54916,0.0333337
UID_48_12_3_all-6,28352,-0.161356,-0.701591
UID_48_12_4_all-15,30961,-0.312679,-0.631918
UID_48_12_5_all-5,26196.3,-0.0463015,-0.79925
UID_48_12_6_all-4,23346.5,0.078875,-1.23007
UID_48_12_7_all-4,33078.5,-0.377989,-0.376195
UID_48_12_8_all-14,37183.7,-0.581352,-0.071312
UID_48_12_9_all-13,2617.45,1.80311,-4.34555
UID_48_13_1_all-6,26022.7,-0.0983564,-1.08282
UID_48_13_2_all-20,37230.3,-0.521742,-0.00246497
UID_48_13_3_all-17,27750.3,-0.134525,-0.744436
UID_48_13_4_all-16,30431.5,-0.288706,-0.676329
UID_48_13_5_all-14,36621.1,-0.555935,-0.106742
UID_48_13_6_all-2,32551.3,-0.339861,-0.248814
UID_48_14_1_all-34,37370.7,-0.574734,0.0716401
UID_48_14_2_all-20,32344.3,-0.415028,-0.563391
UID_48_14_3_all-16,39163.9,-0.563407,0.295203
UID_48_14_4_all-17,31514.5,-0.242108,-0.112597
UID_48_14_5_all-22,35050.4,-0.438831,-0.171859
UID_48_14_6_all-10,33093.8,-0.464641,-0.550481
UID_48_15_1_all-20,42862.8,-0.582124,1.0395
UID_48_15_2_all-26,38297.2,-0.644601,0.0325472
UID_48_15_3_all-15,40352.7,-0.626314,0.553227
UID_48_15_4_all-14,26266.1,-0.101101,-0.984845
UID_48_15_5_all-21,37199,-0.556691,0.056109
UID_48_15_6_all-23,37504.8,-0.579737,0.0759554
UID_48_15_7_all-4,32931,-0.435431,-0.500511
UID_48_16_1_all-19,29369,-0.186947,-0.572546
UID_48_16_2_all-20,46353.9,-0.853007,0.957786
UID_48_16_3_all-36,45306.9,-0.770163,0.982222
UID_48_16_4_all-31,36138.7,-0.554948,-0.145393
UID_48_16_5_all-18,34497.4,-0.491627,-0.371627
UID_48_17_1_all-3,29535.8,-0.30092,-0.828218
UID_48_17_2_all-5,27091.3,-0.150694,-0.975541
UID_48_17_3_all-4,37714.3,-0.422015,0.278366
UID_48_17_4_all-5,28034.3,-0.189312,-0.913669
UID_48_17_5_all-21,31871.1,-0.363427,-0.544669
UID_48_17_6_all-22,39320.3,-0.437194,0.994812
UID_48_18_1_all-21,42205.4,-0.267201,1.71632
UID_48_18_2_all-15,45643.5,-0.906357,0.535268
UID_48_18_3_all-13,28882.5,-0.250079,-0.843576
UID_48_18_4_all-18,34500.9,-0.410361,-0.0836071
UID_48_18_5_all-3,33557.7,-0.352522,-0.0874797
UID_48_18_6_all-22,40206.5,-0.584034,0.586602
