Contour,Path Length,
UID_48_30_1_all-5,651.416,
UID_48_30_10_all-33,642.416,
UID_48_30_2_all-12,656.508,
UID_48_30_3_all-13,637.393,
UID_48_30_4_all-28,679.594,
UID_48_30_5_all-15,616.959,
UID_48_30_6_all-11,586.136,
UID_48_30_7_all-2,540.69,
UID_48_30_8_all-31,677.136,
UID_48_30_9_all-3,642.121,
UID_48_31_1_all-6,1025.83,
UID_48_31_2_all-2,855.184,
UID_48_31_3_all-2,899.718,
UID_48_31_4_all-2,603.784,
UID_48_31_5_all-25,712.592,
UID_48_31_6_all-8,669.804,
UID_48_31_7_all-5,1271.28,
UID_48_31_8_all-3,604.168,
UID_48_31_9_all-5,634.957,
UID_48_32_1_all-8,880.322,
UID_48_32_2_all-4,670.827,
UID_48_33_1_all-3,756.5,
UID_48_33_10_all-10,610.585,
UID_48_33_2_all-5,804.863,
UID_48_33_3_all-28,686.326,
UID_48_33_4_all-10,668.386,
UID_48_33_5_all-10,605.275,
UID_48_33_6_all-10,645.884,
UID_48_33_7_all-23,602.807,
UID_48_33_8_all-29,777.803,
UID_48_33_9_all-7,603.557,
UID_48_34_1_all-16,677.186,
UID_48_34_2_all-28,820.821,
UID_48_34_3_all-18,978.53,
UID_48_34_4_all-19,697.293,
UID_48_34_5_all-16,639.255,
UID_48_35_1_all-3,606.13,
UID_48_35_2_all-6,668.322,
UID_48_35_3_all-5,1296.88,
UID_48_35_4_all-8,724.042,
UID_48_35_5_all-22,655.807,
UID_48_35_6_all-19,642.012,
UID_48_35_7_all-3,610.995,
UID_48_35_8_all-12,633.088,
UID_48_36_1_all-2,645.207,
UID_48_36_2_all-6,725.617,
UID_48_4_1_all-6,720.262,
UID_48_4_2_all-12,759.183,
UID_48_4_3_all-7,765.101,
UID_48_4_4_all-9,1167.32,
UID_48_4_5_all-7,629.081,
UID_48_4_6_all-24,835.514,
UID_48_5_1_all-19,679.915,
UID_48_5_2_all-12,665.871,
UID_48_5_3_all-30,705.156,
UID_48_5_4_all-23,682.901,
UID_48_5_5_all-25,737.714,
UID_48_5_6_all-20,693.346,
UID_48_5_7_all-31,790.781,
UID_48_6_1_all-5,632.549,
UID_48_6_2_all-9,663.389,
UID_48_6_3_all-20,698.904,
UID_48_6_4_all-16,657.052,
UID_48_6_5_all-21,669.249,
UID_48_6_6_all-19,716.573,
UID_48_7_1_all-4,599.597,
UID_48_7_2_all,282.015,
UID_48_7_3_all-11,715.993,
UID_48_7_4_all-7,664.359,
UID_48_7_5_all-5,610.666,
UID_48_8_1_all-11,619.763,
UID_48_8_2_all-4,591.991,
UID_48_8_3_all-2,583.818,
UID_48_8_4_all-2,579.765,
UID_48_9_1_all-24,660.158,
UID_48_9_10_all-23,707.392,
UID_48_9_11_all-8,666.527,
UID_48_9_12_all-27,645.379,
UID_48_9_2_all-14,747.631,
UID_48_9_3_all-11,625.013,
UID_48_9_4_all-33,778.267,
UID_48_9_5_all-19,666.013,
UID_48_9_6_all-27,644.848,
UID_48_9_7_all-13,600.624,
UID_48_9_8_all-40,601.36,
UID_48_9_9_all-25,697.042,
UID_5_1_1_all-5,525.805,
UID_5_1_2_all-2,615.835,
UID_5_1_3_all-23,738.729,
UID_5_1_4_all-13,530.203,
UID_5_10_1_all-2,740.947,
UID_5_10_2_all-4,502.508,
UID_5_10_3_all-8,726.034,
UID_5_10_4_all-3,588.691,
UID_5_11_1_all-4,679.304,
UID_5_11_2_all-2,545.4,
UID_5_11_3_all-5,570.849,
UID_5_11_4_all-11,504.756,
UID_5_11_5_all-4,484.786,
UID_5_11_6_all-26,616.935,
UID_5_12_1_all-3,702.239,
UID_5_12_2_all-3,555.826,
UID_5_12_3_all-3,635.09,
UID_5_12_4_all-13,959.219,
UID_5_13_1_all-9,527.836,
UID_5_13_2_all-10,700.061,
UID_5_13_3_all-6,554.603,
UID_5_13_4_all-6,656.203,
UID_5_14_1_all-2,516.951,
UID_5_14_2_all-9,528.982,
UID_5_14_3_all-7,649.391,
UID_5_14_4_all-2,583.738,
UID_5_15_1_all-10,711.789,
UID_5_15_2_all-2,542.338,
UID_5_15_3_all-2,569.12,
UID_5_16_1_all-3,703.354,
UID_5_16_2_all-6,631.432,
UID_5_17_1_all-4,687.003,
UID_5_17_2_all-10,673.013,
UID_5_17_3_all-3,609.628,
UID_5_18_1_all-13,627.721,
UID_5_18_2_all-12,892.196,
UID_5_18_3_all-3,644.768,
UID_5_18_4_all-3,544.077,
UID_5_18_5_all-9,724.221,
UID_5_19_1_all,91.3076,
UID_5_19_2_all-2,1103.01,
UID_5_2_1_all-2,592.372,
UID_5_20_1_all-2,546.178,
UID_5_20_2_all-7,604.963,
UID_5_21_1_all-29,774.646,
UID_5_21_2_all,573.745,
UID_5_22_1_all-2,570.322,
UID_5_22_2_all-6,623.156,
UID_5_24_1_all-2,546.113,
UID_5_25_1_all-2,545.808,
UID_5_25_2_all-2,691.084,
UID_5_25_3_all-15,805.233,
UID_5_25_4_all-4,627.18,
UID_5_25_5_all-4,565.446,
UID_5_25_6_all,727.676,
UID_5_26_1_all-15,772.596,
UID_5_26_2_all-22,813.444,
UID_5_26_3_all-2,531.426,
UID_5_27_1_all-2,611.224,
UID_5_27_2_all-9,639.748,
UID_5_27_3_all-4,670.908,
UID_5_27_4_all-2,90.4099,
UID_5_28_1_all-5,653.671,
UID_5_28_2_all-16,619.955,
UID_5_28_3_all-42,763.884,
UID_5_28_4_all-13,626.42,
UID_5_28_5_all-15,583.415,
UID_5_29_1_all-14,789.214,
UID_5_29_2_all-2,805.208,
UID_5_29_3_all-4,587.501,
UID_5_29_4_all-11,683.415,
UID_5_29_5_all-11,639.209,
UID_5_3_1_all-2,603.605,
UID_5_3_2_all-2,518.226,
UID_5_3_3_all-2,537.992,
UID_5_3_4_all-3,676.754,
UID_5_30_1_all-4,598.791,
UID_5_30_2_all-10,731.005,
UID_5_31_1_all-2,801.14,
UID_5_31_2_all-3,686.764,
UID_5_32_1_all-4,696.168,
UID_5_32_2_all-2,644.358,
UID_5_33_1_all-2,555.724,
UID_5_33_2_all-5,733.097,
UID_5_34_1_all-2,545.269,
UID_5_34_2_all-2,549.407,
UID_5_34_3_all-11,673.925,
UID_5_34_4_all-5,719.238,
UID_5_35_1_all-13,675.036,
UID_5_35_2_all-5,596.342,
UID_5_35_3_all-11,739.489,
UID_5_4_1_all-2,659.821,
UID_5_4_2_all-2,524.517,
UID_5_5_1_all-2,508.835,
UID_5_5_2_all-6,589.031,
UID_5_5_3_all-4,601.951,
UID_5_5_4_all-3,505.647,
UID_5_5_5_all-10,610.464,
UID_5_5_6_all-2,503.227,
UID_5_6_1_all-2,761.986,
UID_5_6_2_all-8,675.537,
UID_5_7_1_all-7,741.077,
UID_5_7_2_all-7,640.443,
UID_5_7_3_all-5,688.001,
UID_5_8_1_all-13,677.776,
UID_5_8_2_all-6,572.903,
UID_5_8_3_all-10,738.458,
UID_5_8_4_all-10,596.03,
UID_5_8_5_all-10,741.41,
UID_5_9_1_all-2,566.42,
UID_5_9_2_all-2,577.459,
UID_5_9_3_all-4,497.02,
UID_50_1_1_all-12,651.379,
UID_50_1_10_all-28,803.069,
UID_50_1_2_all-21,683.908,
UID_50_1_3_all-17,671.39,
UID_50_1_4_all-21,683.801,
UID_50_1_5_all-18,702.574,
UID_50_1_6_all-4,562.524,
UID_50_1_7_all-13,617.477,
UID_50_1_8_all-20,640.477,
UID_50_1_9_all-8,690.457,
UID_50_10_1_all-32,790.184,
UID_50_10_2_all-16,694.962,
UID_50_10_3_all-26,731.522,
UID_50_10_4_all-26,693.815,
UID_50_10_5_all-30,730.378,
UID_50_11_1_all-21,952.002,
UID_50_11_10_all-28,809.195,
UID_50_11_11_all-9,598.529,
UID_50_11_2_all-3,578.646,
UID_50_11_3_all-18,1613.38,
UID_50_11_4_all-20,675.172,
UID_50_11_5_all-22,809.472,
UID_50_11_6_all-22,635.251,
UID_50_11_7_all-25,693.996,
UID_50_11_8_all-25,648.817,
UID_50_11_9_all-15,683.377,
UID_50_12_1_all-12,618.506,
UID_50_12_2_all-11,1629.33,
UID_50_12_3_all-16,714.864,
UID_50_12_4_all-19,675.062,
UID_50_12_5_all-11,1080.73,
UID_50_12_6_all-19,676.531,
UID_50_12_7_all-16,723.839,
UID_50_13_1_all-7,1176.07,
UID_50_13_2_all-22,686.585,
UID_50_13_3_all-14,1205.39,
UID_50_13_4_all-10,810.272,
UID_50_13_5_all-27,753.69,
UID_50_14_1_all-5,638.03,
UID_50_14_2_all-21,696.051,
UID_50_14_3_all-10,666.651,
UID_50_14_4_all-6,1228.88,
UID_50_14_5_all-16,712.533,
UID_50_14_6_all-20,726.573,
UID_50_14_7_all-19,661.554,
UID_50_15_1_all-28,774.751,
UID_50_15_10_all-20,678.063,
UID_50_15_11_all-19,666.735,
UID_50_15_12_all-20,723.982,
UID_50_15_13_all-12,650.353,
UID_50_15_2_all-27,661.722,
UID_50_15_3_all-30,714.058,
UID_50_15_4_all-11,606.019,
UID_50_15_5_all-21,603.206,
UID_50_15_6_all-4,573.429,
UID_50_15_7_all-28,703.141,
UID_50_15_8_all-14,634.697,
UID_50_15_9_all-20,774.059,
UID_50_16_1_all-33,635.114,
UID_50_16_2_all-4,160.608,
UID_50_16_3_all-20,619.932,
UID_50_16_4_all-20,713.981,
UID_50_16_5_all-9,1195.12,
UID_50_16_6_all-25,1476,
UID_50_16_7_all-10,589.987,
UID_50_16_8_all-29,659.98,
UID_50_17_1_all-16,691.79,
UID_50_17_2_all-34,836.216,
UID_50_17_3_all-9,776.673,
UID_50_17_4_all-4,1022.31,
UID_50_17_5_all-21,1361.98,
UID_50_17_6_all-5,627.593,
UID_50_17_7_all-18,780.704,
UID_50_17_8_all-13,666.352,
UID_50_18_1_all-33,762.282,
UID_50_18_2_all-23,765.268,
UID_50_18_3_all-10,675.345,
UID_50_18_4_all-6,613.407,
UID_50_18_5_all-22,714.913,
UID_50_18_6_all-17,659.668,
UID_50_18_7_all-25,757.21,
UID_50_19_1_all,1359.74,
UID_50_19_10_all-22,754.381,
UID_50_19_11_all-3,603.499,
UID_50_19_12_all,977.908,
UID_50_19_13_all-3,1072.87,
UID_50_19_14_all-25,739.347,
UID_50_19_2_all-8,980.78,
UID_50_19_3_all-11,687.882,
UID_50_19_4_all-20,611.144,
UID_50_19_5_all-18,739.49,
UID_50_19_6_all-8,1150.7,
UID_50_19_7_all-8,590.064,
UID_50_19_9_all-11,1010.75,
UID_50_2_1_all-14,704.132,
UID_50_2_10_all-28,628.214,
UID_50_2_2_all-11,577.55,
UID_50_2_3_all-7,623.54,
UID_50_2_4_all-14,621.534,
UID_50_2_5_all-9,641.087,
UID_50_2_6_all-21,683.773,
UID_50_2_7_all-20,641.041,
UID_50_2_8_all-12,673.233,
UID_50_2_9_all-20,610.609,
UID_50_20_1_all-19,602.632,
UID_50_20_2_all-29,692.349,
UID_50_20_3_all-27,654.074,
UID_50_20_4_all-13,628.029,
UID_50_20_5_all-23,624.644,
UID_50_20_6_all-5,613.078,
UID_50_20_7_all-31,831.858,
UID_50_20_8_all-28,790.856,
UID_50_20_9_all-32,796.203,
UID_50_21_1_all-6,595.082,
UID_50_21_2_all-13,688.147,
UID_50_21_3_all-12,617.959,
UID_50_21_4_all-17,710.392,
UID_50_21_5_all-27,853.275,
UID_50_21_6_all-21,658.289,
UID_50_21_7_all-13,618.806,
UID_50_21_8_all-3,599.024,
UID_50_22_1_all-15,643.515,
UID_50_22_2_all-18,668.397,
UID_50_22_3_all-28,813.738,
UID_50_22_4_all-19,599.802,
UID_50_22_5_all-12,678.19,
UID_50_22_6_all-24,706.067,
UID_50_22_7_all-12,671.437,
UID_50_23_1_all-8,582.014,
UID_50_23_2_all-32,829.116,
UID_50_23_3_all-28,719.536,
UID_50_23_4_all-23,798.636,
UID_50_23_5_all-25,655.964,
UID_50_23_6_all-12,645.114,
UID_50_23_7_all-23,771.54,
UID_50_24_1_all-15,682.599,
UID_50_24_2_all-13,584.526,
UID_50_24_3_all-19,625.526,
UID_50_24_4_all-17,631.145,
UID_50_24_5_all-6,574.535,
UID_50_24_6_all-22,650.76,
UID_50_24_7_all-22,802.189,
UID_50_24_8_all-35,793.44,
UID_50_24_9_all-32,1718.13,
UID_50_25_1_all-3,705.112,
UID_50_25_2_all-10,724.541,
UID_50_25_3_all-11,746.712,
UID_50_26_1_all-16,739.8,
UID_50_26_10_all-28,650.301,
UID_50_26_2_all-17,651.768,
UID_50_26_3_all-21,712.803,
UID_50_26_4_all-11,605.112,
UID_50_26_5_all-11,641.47,
UID_50_26_6_all-23,784.401,
UID_50_26_7_all-12,651.035,
UID_50_26_8_all-23,716.562,
UID_50_26_9_all-23,735.563,
UID_50_27_1_all-24,677.49,
UID_50_27_2_all-17,779.285,
UID_50_27_3_all-7,648.913,
UID_50_27_4_all-24,1346.01,
UID_50_27_5_all-15,697.259,
UID_50_27_6_all-26,840.991,
UID_50_28_1_all-18,1144,
UID_50_28_2_all-9,718.068,
UID_50_28_3_all-35,746.683,
UID_50_28_4_all-15,738.197,
UID_50_28_5_all-32,828.668,
UID_50_28_6_all-8,1192.66,
UID_50_28_7_all-22,674.164,
UID_50_28_8_all-29,794.998,
UID_50_29_1_all-17,827.607,
UID_50_29_2_all-16,933.278,
UID_50_29_3_all-13,683.329,
UID_50_29_4_all-14,1449.31,
UID_50_29_5_all-27,802.026,
UID_50_29_6_all-5,645.743,
UID_50_29_7_all-14,727.01,
UID_50_29_8_all-10,659.025,
UID_50_29_9_all-5,617.256,
UID_50_3_1_all-3,627.304,
UID_50_3_2_all-4,1132.64,
UID_50_3_3_all-21,675.374,
UID_50_3_4_all-18,1296.94,
UID_50_3_5_all-7,777.914,
UID_50_3_6_all-10,1363.66,
UID_50_3_7_all-16,661.893,
UID_50_3_8_all-19,636.535,
UID_50_30_1_all-21,696.816,
UID_50_30_2_all-18,637.386,
UID_50_30_3_all-16,615.231,
UID_50_30_4_all-17,705.479,
UID_50_30_5_all-15,673.576,
UID_50_30_6_all-25,779.784,
UID_50_30_7_all-26,787.971,
UID_50_4_1_all-18,690.645,
UID_50_4_10_all-17,701.067,
UID_50_4_2_all-18,679.42,
UID_50_4_3_all-5,621.969,
UID_50_4_4_all-21,691.864,
UID_50_4_5_all-27,795.887,
UID_50_4_6_all-21,645.741,
UID_50_4_7_all-15,625.681,
UID_50_4_8_all-17,600.619,
UID_50_4_9_all-13,741.343,
UID_50_5_1_all-25,755.441,
UID_50_5_2_all-14,1181.15,
UID_50_5_3_all-20,690.268,
UID_50_5_4_all-19,676.615,
UID_50_5_5_all-19,1078.96,
UID_50_5_6_all-27,692.485,
UID_50_5_7_all-19,714.864,
UID_50_6_1_all-16,690.475,
UID_50_6_2_all-13,658.525,
UID_50_6_3_all-15,678.805,
UID_50_6_4_all-14,732.752,
UID_50_6_5_all-15,707.896,
UID_50_6_6_all-20,808.578,
UID_50_6_7_all-11,641.628,
UID_50_7_1_all-7,584.319,
UID_50_7_10_all-19,631.671,
UID_50_7_2_all-7,585.202,
UID_50_7_3_all-13,770.83,
UID_50_7_4_all-25,695.162,
UID_50_7_5_all-13,607.02,
UID_50_7_6_all-25,626.732,
UID_50_7_7_all-26,715.431,
UID_50_7_8_all-20,666.957,
UID_50_7_9_all-14,588.608,
UID_50_8_1_all-17,685.393,
UID_50_8_2_all-25,731.159,
UID_50_8_3_all-16,695.082,
UID_50_8_4_all-28,701.243,
UID_50_8_5_all-12,709.197,
UID_50_8_6_all-26,794.554,
UID_50_8_7_all-7,677.624,
UID_50_8_8_all-10,647.859,
UID_50_9_1_all-13,618.99,
UID_50_9_2_all-7,791.159,
UID_50_9_3_all-28,678.823,
UID_50_9_4_all-20,672.026,
UID_50_9_5_all-24,783.182,
UID_50_9_6_all-20,818.569,
UID_50_9_7_all-32,799.773,
UID_52_1_1_all-5,726.856,
UID_52_1_10_all-13,682.951,
UID_52_1_11_all-5,646.844,
UID_52_1_12_all-13,633.576,
UID_52_1_13_all-7,638.662,
UID_52_1_14_all-4,679.921,
UID_52_1_15_all-19,672.97,
UID_52_1_2_all-18,668.692,
UID_52_1_3_all-12,620.368,
UID_52_1_4_all-12,613.599,
UID_52_1_5_all-7,794.521,
UID_52_1_6_all-11,641.453,
UID_52_1_7_all-14,626.804,
UID_52_1_8_all-18,618.16,
UID_52_1_9_all,673.599,
UID_52_10_1_all-15,700.966,
UID_52_10_10_all-2,827.597,
UID_52_10_2_all-7,1170.82,
UID_52_10_3_all-13,662.069,
UID_52_10_4_all-13,728.857,
UID_52_10_5_all-16,658.723,
UID_52_10_6_all-5,740.987,
UID_52_10_7_all-10,1054.53,
UID_52_10_8_all-6,731.105,
UID_52_10_9_all-13,675.633,
UID_52_11_1_all-14,747.073,
UID_52_11_2_all-6,971.919,
UID_52_11_3_all-15,746.905,
UID_52_11_4_all-21,699.148,
UID_52_11_5_all-23,686.028,
UID_52_11_6_all-13,1036.65,
UID_52_11_7_all-17,718.219,
UID_52_12_1_all-22,711.245,
UID_52_12_10_all-5,756.459,
UID_52_12_11_all-11,948.625,
UID_52_12_13_all-16,768.122,
UID_52_12_2_all-17,716.49,
UID_52_12_3_all-15,998.196,
UID_52_12_4_all-17,710.246,
UID_52_12_5_all-14,666.949,
UID_52_12_6_all-17,647.567,
UID_52_12_7_all-20,667.437,
UID_52_12_8_all-10,886.172,
UID_52_12_9_all-18,664.642,
UID_52_13_1_all-8,680.045,
UID_52_13_10_all-13,585.27,
UID_52_13_11_all-10,724.242,
UID_52_13_12_all-4,771.62,
UID_52_13_13_all-16,579.011,
UID_52_13_14_all-20,676.14,
UID_52_13_15_all-10,885.539,
UID_52_13_16_all-5,981.575,
UID_52_13_17_all-7,649.394,
UID_52_13_18_all-8,1236.43,
UID_52_13_19_all-4,219.521,
UID_52_13_2_all-9,768.311,
UID_52_13_20_all-6,1157.42,
UID_52_13_21_all-10,666.016,
UID_52_13_3_all-5,751.147,
UID_52_13_4_all,978.483,
UID_52_13_5_all-8,823.675,
UID_52_13_6_all-3,1193.6,
UID_52_13_7_all-11,917.456,
UID_52_13_8_all-4,755.449,
UID_52_13_9_all-6,771.385,
UID_52_14_1_all-4,787.997,
UID_52_14_10_all-16,572.701,
UID_52_14_11_all-10,683.029,
UID_52_14_12_all-13,620.96,
UID_52_14_2_all-9,621.234,
UID_52_14_3_all-8,1012.68,
UID_52_14_4_all,756.635,
UID_52_14_5_all-12,1335.35,
UID_52_14_6_all-17,585.655,
UID_52_14_7_all-5,1030.13,
UID_52_14_8_all-13,596.634,
UID_52_14_9_all-5,962.949,
UID_52_15_1_all-14,1173.61,
UID_52_15_10_all-7,652.363,
UID_52_15_11_all-4,689.881,
UID_52_15_12_all-12,629.539,
UID_52_15_13_all-5,755.586,
UID_52_15_14_all-9,852.165,
UID_52_15_15_all-7,675.521,
UID_52_15_16_all-13,635.554,
UID_52_15_17_all-2,968.704,
UID_52_15_18_all-10,711.946,
UID_52_15_19_all-4,665.929,
UID_52_15_2_all-11,601.374,
UID_52_15_20_all-15,728.512,
UID_52_15_21_all-15,759.786,
UID_52_15_22_all-11,654.649,
UID_52_15_3_all-14,1009.75,
UID_52_15_4_all-7,887.449,
UID_52_15_5_all-17,624.636,
UID_52_15_6_all-5,694.318,
UID_52_15_7_all-8,753.358,
UID_52_15_8_all-3,854.655,
UID_52_15_9_all-6,636.408,
UID_52_16_1_all-11,1204.84,
UID_52_16_10_all-2,392.573,
UID_52_16_11_all-11,819.795,
UID_52_16_12_all-3,726.978,
UID_52_16_2_all-8,555.569,
UID_52_16_3_all-2,700.721,
UID_52_16_4_all,641.181,
UID_52_16_5_all-4,628.029,
UID_52_16_6_all-13,632.261,
UID_52_16_7_all-5,616.502,
UID_52_16_8_all-4,703.394,
UID_52_16_9_all-6,933.98,
UID_52_17_1_all-3,722.504,
UID_52_17_10_all-7,797.233,
UID_52_17_11_all-10,787.582,
UID_52_17_12_all-19,1392.73,
UID_52_17_13_all-2,853.64,
UID_52_17_2_all-3,671.524,
UID_52_17_3_all-11,568.205,
UID_52_17_4_all-16,675.886,
UID_52_17_5_all-11,655.227,
UID_52_17_6_all-15,599.601,
UID_52_17_7_all-13,665.276,
UID_52_17_8_all,1128.52,
UID_52_17_9_all-2,836.725,
UID_52_18_1_all-16,602.327,
UID_52_18_10_all-5,661.797,
UID_52_18_11_all-4,674.749,
UID_52_18_12_all-4,612.469,
UID_52_18_13_all-16,611.932,
UID_52_18_14_all-8,855.018,
UID_52_18_15_all,1071.56,
UID_52_18_2_all-16,573.127,
UID_52_18_3_all-2,693.454,
UID_52_18_4_all-4,795.154,
UID_52_18_5_all-10,779.947,
UID_52_18_6_all-3,851.577,
UID_52_18_7_all-8,611.821,
UID_52_18_8_all-12,1189.03,
UID_52_18_9_all-6,672.954,
UID_52_19_1_all-11,766.441,
UID_52_19_10_all-5,677.156,
UID_52_19_11_all-11,878.029,
UID_52_19_2_all-8,611.088,
UID_52_19_3_all-11,813.826,
UID_52_19_4_all-8,642.822,
UID_52_19_5_all-4,1031.3,
UID_52_19_6_all-14,844.829,
UID_52_19_7_all-5,672.461,
UID_52_19_8_all-3,680.743,
UID_52_19_9_all-6,677.029,
UID_52_2_1_all-22,646.769,
UID_52_2_10_all-9,622.141,
UID_52_2_2_all-14,637.876,
UID_52_2_3_all-17,1681.21,
UID_52_2_4_all,723.042,
UID_52_2_5_all-11,667.64,
UID_52_2_6_all-13,623.752,
UID_52_2_7_all-5,795.673,
UID_52_2_8_all-13,646.827,
UID_52_2_9_all-13,631.389,
UID_52_20_1_all-8,829.982,
UID_52_20_10_all,705.742,
UID_52_20_11_all-4,935.693,
UID_52_20_12_all-9,678.894,
UID_52_20_13_all-7,651.285,
UID_52_20_14_all-19,794.211,
UID_52_20_15_all-24,749.176,
UID_52_20_16_all,835.731,
UID_52_20_17_all-8,761.366,
UID_52_20_18_all-2,1203.12,
UID_52_20_2_all-11,637.65,
UID_52_20_3_all-7,651.077,
UID_52_20_4_all-15,609.967,
UID_52_20_5_all-7,618.216,
UID_52_20_6_all-17,626.073,
UID_52_20_7_all-7,879.511,
UID_52_20_8_all-15,764.015,
UID_52_20_9_all-9,635.619,
UID_52_21_1_all-6,840.397,
UID_52_21_10_all-7,710.902,
UID_52_21_11_all-3,654.781,
UID_52_21_12_all-10,941.161,
UID_52_21_2_all-11,802.148,
UID_52_21_3_all-12,751.813,
UID_52_21_4_all-12,676.78,
UID_52_21_5_all-14,951.322,
UID_52_21_6_all-12,728.743,
UID_52_21_7_all-5,692.269,
UID_52_21_8_all-9,615.646,
UID_52_21_9_all-17,662.24,
UID_52_22_1_all-11,1075.8,
UID_52_22_10_all-3,976.312,
UID_52_22_11_all-9,715.412,
UID_52_22_2_all-14,698.302,
UID_52_22_3_all-9,871.944,
UID_52_22_4_all-7,680.67,
UID_52_22_5_all-7,627.541,
UID_52_22_6_all,644.091,
UID_52_22_7_all-11,613.636,
UID_52_22_8_all-3,618.755,
UID_52_22_9_all-7,618.02,
UID_52_23_1_all-15,1111.98,
UID_52_23_10_all-21,632.431,
UID_52_23_11_all-13,623.979,
UID_52_23_12_all-9,632.428,
UID_52_23_13_all-9,1022.67,
UID_52_23_14_all-21,617.351,
UID_52_23_2_all-21,691.588,
UID_52_23_3_all-14,681.383,
UID_52_23_4_all-7,1207.23,
UID_52_23_5_all-14,675.849,
UID_52_23_6_all-9,651.182,
UID_52_23_7_all-11,646.254,
UID_52_23_8_all-11,657.78,
UID_52_23_9_all-17,698.358,
UID_52_24_1_all-9,815.954,
UID_52_24_10_all-11,732.202,
UID_52_24_11_all,880.679,
UID_52_24_12_all-9,759.227,
UID_52_24_2_all-8,462.028,
UID_52_24_3_all-14,609.866,
UID_52_24_4_all-10,704.066,
UID_52_24_5_all,704.954,
UID_52_24_6_all-3,1042.1,
UID_52_24_7_all-5,678.374,
UID_52_24_8_all-5,652.245,
UID_52_24_9_all-9,794.941,
UID_52_25_1_all-13,665.67,
UID_52_25_10_all-6,688.825,
UID_52_25_11_all-3,644.099,
UID_52_25_12_all-8,691.189,
UID_52_25_13_all-11,638.684,
UID_52_25_14_all-6,617.352,
UID_52_25_15_all-10,625.635,
UID_52_25_16_all-9,867.524,
UID_52_25_17_all-14,607.395,
UID_52_25_18_all-7,765.78,
UID_52_25_2_all-6,708.228,
UID_52_25_3_all-6,789.233,
UID_52_25_4_all-6,654.544,
UID_52_25_5_all-10,669.308,
UID_52_25_6_all-3,1231.1,
UID_52_25_7_all-9,664.509,
UID_52_25_8_all-10,642.685,
UID_52_25_9_all-12,630.398,
UID_52_26_1_all-9,644.712,
UID_52_26_10_all-7,625.982,
UID_52_26_11_all-10,718.706,
UID_52_26_12_all-12,862.004,
UID_52_26_13_all-6,611.936,
UID_52_26_14_all-16,671.716,
UID_52_26_15_all-4,705.897,
UID_52_26_16_all-9,800.705,
UID_52_26_2_all-16,686.796,
UID_52_26_3_all-8,707.769,
UID_52_26_4_all-4,1364.9,
UID_52_26_5_all-5,1193.42,
UID_52_26_6_all-8,567.455,
UID_52_26_7_all-13,672.4,
UID_52_26_8_all-18,986.262,
UID_52_26_9_all-4,856.991,
UID_52_27_1_all-8,671.354,
UID_52_27_10_all-9,1200.97,
UID_52_27_11_all-7,669.784,
UID_52_27_12_all-11,611.051,
UID_52_27_2_all-10,623.239,
UID_52_27_3_all,784.486,
UID_52_27_4_all-13,779.884,
UID_52_27_5_all-8,623.779,
UID_52_27_6_all-4,933.865,
UID_52_27_7_all-2,1064.81,
UID_52_27_8_all,704.732,
UID_52_27_9_all-4,788.344,
UID_52_28_1_all-12,632.802,
UID_52_28_10_all-7,730.799,
UID_52_28_11_all-2,946.083,
UID_52_28_12_all-6,811.86,
UID_52_28_13_all-3,761.73,
UID_52_28_14_all-15,681.065,
UID_52_28_15_all-4,790.854,
UID_52_28_2_all-9,642.666,
UID_52_28_3_all-11,658.772,
UID_52_28_4_all-12,1031.99,
UID_52_28_5_all-19,693.58,
UID_52_28_6_all-8,912.225,
UID_52_28_7_all-8,862.214,
UID_52_28_8_all-12,770.739,
UID_52_28_9_all,925.012,
UID_52_29_1_all-13,752.144,
UID_52_29_10_all-13,515.451,
UID_52_29_2_all-10,681.77,
UID_52_29_3_all-16,1092.42,
UID_52_29_4_all-3,881.548,
UID_52_29_5_all-16,710.136,
UID_52_29_6_all-6,701.464,
UID_52_29_7_all-8,947.098,
UID_52_29_8_all-8,635.702,
UID_52_29_9_all-16,986.628,
UID_52_3_1_all-15,612.108,
UID_52_3_2_all-9,661.42,
UID_52_3_3_all-3,693.089,
UID_52_3_4_all-6,634.178,
UID_52_3_5_all-19,669.832,
UID_52_3_6_all-5,801.857,
UID_52_3_7_all-19,593.225,
UID_52_3_8_all-2,836.006,
UID_52_3_9_all-4,710.11,
UID_52_30_1_all-8,1278.12,
UID_52_30_2_all-10,748.92,
UID_52_30_3_all-9,706.842,
UID_52_30_4_all-17,719.543,
UID_52_30_5_all-5,760.693,
UID_52_30_6_all-13,666.203,
UID_52_31_1_all-10,1074.7,
UID_52_31_2_all-21,665.642,
UID_52_31_3_all-11,721.773,
UID_52_31_4_all-3,737.015,
UID_52_31_5_all-3,824.101,
UID_52_31_6_all-6,718.654,
UID_52_32_1_all-5,1009.06,
UID_52_32_2_all-2,754.974,
UID_52_32_3_all-19,702.292,
UID_52_32_4_all-3,785.162,
UID_52_32_5_all-4,790.042,
UID_52_33_1_all-16,567.026,
UID_52_33_10_all-2,768.091,
UID_52_33_11_all,756.975,
UID_52_33_2_all,660.045,
UID_52_33_3_all,655.387,
UID_52_33_4_all-2,627.373,
UID_52_33_5_all-2,936.79,
UID_52_33_6_all-6,609.942,
UID_52_33_7_all,675.96,
UID_52_33_8_all-6,869.2,
